Organization Name,Organization Name URL,Full Description,Industries,Website,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth,Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Number of Founders,Number of Employees,Founders,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
CTMS,https://www.crunchbase.com/organization/ctms-44ba,"CTMS specializes in everything from IT consulting and cloud computing to managed IT security, disaster recovery, and telecommunications support.","Cloud Computing, Cyber Security, Information Technology, Software",https://www.ctmsohio.com,"Akron, Ohio, United States","CTMS offers IT security, data backup, disaster recovery, and cloud computing services.","258,890","1,578",,,,0,1,,100%,,"5,771,852",,,"Great Lakes, Midwestern US",Active,2008-01-01,day,,11-50,,,,205096,USD,205096
Centerity Systems,https://www.crunchbase.com/organization/centerity-systems-ltd,"Centerity is a leading provider of all-in-one enterprise class IT and network monitoring to mid and large sized organizations. While changing the rules of monitoring, Centerity enables IT organizations in various market segments to simplify all aspects of network management and information flow, while enhancing business performance.  Centerity Monitor provides accurate measurements, drill down root cause analysis, real time statistics, live network maps, graphs, and other advanced features. Centerity Monitor's End-User Experience and Business Service Management allow for high level presentation of business processes and high quality services to end users.  Over the last eight years, Centerity Monitor has successfully served organizations ranging from SMB to global enterprises from all districts (Telecom, ISP, Industrial, Technology, Government, deface, financial, and more). Centerity prides itself on delivering a complete, easy to use, all-in-one monitoring system with the most advanced features, modules, and metrics on the market today. In 2014, Centerity has been honored with  the ""Cool Vendor in IT Operations"" designation from Gartner. Within a few days of deployment, Centerity will reduce the TCO by up to 80% leading to fast ROI and dramatically better cost-performance. We invite you to take part in creating new rules when it comes to IT monitoring --- your rules!","Analytics, Cloud Computing, Information Technology, Internet of Things, Software",http://www.centerity.com,"Newton, Massachusetts, United States","Centerity Systems is the pioneer vendor of a next-gen, IT performance analytics and business service management.","34,357","1,566",,-67.57%,521.28%,292,1.84,-15.29%,41.89%,-25.28%,"5,791,213","2,463,980",74.05%,"Greater Boston Area, East Coast, New England",Active,2006-08-01,day,2,11-50,"Moshe Sharon, Roi Keren",,,,,
VM Training,https://www.crunchbase.com/organization/vm-training,,"Cloud Computing, Consulting, Training",https://vmtraining.net/,"Raleigh, North Carolina, United States","VM Training is an IT services company that offers VMware and IT training solutions, courses, certifications, and training to users.","1,782,740","1,539",,,,0,1,,100%,,"6,113,685",,,"Research Triangle, East Coast, Southern US",Active,2006-01-01,year,,1-10,,,,,,
Wikibon,https://www.crunchbase.com/organization/wikibon,"Wikibon is a professional community solving technology and business problems through an open source sharing of free advisory knowledge. The organization uses a wiki to exchange information about applying information technology to create business systems. The site contains thousands of research notes available under the GNU General Public License.  Wikibon was launched by former executives of Gartner, Meta, IDC and Giga. The firm hosts regular phone meetups called Peer Incite Research Meetings which are interactive forums available to all members.   (http://en.wikipedia.org/wiki/Wikibon)","Big Data, Cloud Computing, Information Technology, Security, Social Media, Virtualization",http://wikibon.com,"Marlborough, Massachusetts, United States",Wikibon is a professional community that shares advisory knowledge to solve technology and business problems.,"949,434","1,531","3,911.83",-84.05%,-74.26%,277,1.37,5.87%,63.03%,-10.75%,"6,126,069","3,898,026",174.95%,"Greater Boston Area, East Coast, New England",Active,2007-01-01,year,2,1-10,"David Floyer, David Vellante",,,,,
IT Management Solutions,https://www.crunchbase.com/organization/it-management-solutions,,"Accounting, Cloud Computing, Health Care, Information Technology",https://www.itsupportboston.us,"Salem, New Hampshire, United States","IT Management Solutions provides cloud solutions, backup & disaster recovery, insurance, VoIP solutions, and dental services.","666,513","1,517",,-90.56%,,0,1,-12.5%,100%,16.67%,"5,901,941","4,311,258",271.03%,"Greater Boston Area, East Coast, New England",Active,2008-01-01,year,,11-50,,,,67109,USD,67109
MW Partners,https://www.crunchbase.com/organization/mw-partners-d62a,"MW Partners is a WBENC and NMSDC certified company founded by industry leaders with a combined experience in delivering staffing and technology solutions. They provide an environment for motivated, entrepreneurial-minded individuals to thrive. Their global delivery team provides resources and solutions in the areas of software development, cloud migration, and consulting services.","Cloud Computing, Cloud Management, Consulting, Mobile, Project Management, Recruiting, Software, Staffing Agency, Technical Support, Web Development",http://www.mwpartners.net,"Irvine, California, United States",MW Partners provides staffing and technology solutions.,"277,724","1,515",,-60.71%,-98.91%,0,1,0%,100%,0%,"5,906,158","2,245,589",61.35%,"Greater Los Angeles Area, West Coast, Western US",Active,2008-01-01,year,,251-500,,,,553934,USD,553934
EveryCloud Technologies,https://www.crunchbase.com/organization/every-cloud-tech,"EveryCloud's goal has always been to protect and support our customers. Since 2009, when myself and Graham O'Reilly started the company, we've obsessed over the best way to achieve this. We offer what we believe is the most responsive and versatile support in the industry alongside the most feature rich and secure technology. These two elements have allowed us to become a real leader in the market and in 2015 we were thrilled to become the Highest Rated Hosted Spam Filtering Vendor on Spiceworks.com (a community of 6 million IT Professionals), achieved through genuine reviews from our wonderful customers. Today we filter over 300 million emails a month for over 2,000 organisations. We have offices in the United Kingdom, United States and have staff across the globe. Our service is used in 13 different countries and along with our technology partner we have 5 data centres operating across our territories. Our customers experience expert guidance all the way through the journey from set up to renewal with dedicated account managers and support representatives.","Cloud Computing, Information Technology, Internet, Robotics, Software",https://www.everycloud.com/,"San Jose, California, United States",EveryCloud Technologies is a spam filtering and email archiving service.,"432,008","1,477",,-12.55%,,0,1,-20.7%,100%,35.34%,"6,209,806","937,459",17.78%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2008-02-01,day,2,11-50,"Graham O'Reilly, Matt Baker",,,,,
ShareSafe Healthcare,https://www.crunchbase.com/organization/sharesafe-healthcare,"ShareSafe Solutions provides innovative HIPAA-secure, private cloud-based software that focuses on four essential elements needed to transform the performance of an organization: security, advanced communication, continuous learning, and real-time measurement. ShareSafe's Unified Platform is the first to integrate biometric authentication with a comprehensive communication system that includes secure text and video messaging, internal e-mail, collaborative {social) software and an interactive graphical content system. I was founded in 2009 and headquartered in Mobile, Alabama.","Cloud Computing, Cloud Data Services, Cloud Storage, Software",https://sharesafesolutions.com/,"Mobile, Alabama, United States","ShareSafe Healthcare provides innovative HIPAA-secure, private cloud-based software that focuses on four essential elements.","120,262","1,463",,,,0,1,,100%,,"6,003,619",,,Southern US,Active,2009-01-01,year,1,11-50,Robert Hanson,,,,,
SureTech,https://www.crunchbase.com/organization/suretech,,"Cloud Computing, Information Technology, IT Management, Service Industry",https://www.suretech.com,"Princeton, New Jersey, United States","SureTech specializes in virtual desktops, private cloud collaboration and secure data management services.","805,680","1,445",,,,0,1,,100%,,"6,037,558",,,"East Coast, Northeastern US",Active,2008-01-01,year,,11-50,,,,,,
C3 Integrated Solutions,https://www.crunchbase.com/organization/c3-integrated-solutions,,"Cloud Computing, Cyber Security, IT Infrastructure",https://www.c3isit.com/,"Arlington, Virginia, United States","C3 Integrated Solutions is an IT firm that offers cyber-security, cloud deployment, IT infrastructure and digital transformation services.","390,704","1,440",,-33.88%,,0,1,-66.67%,100%,200.03%,"6,297,280","1,463,150",30.27%,"Washington DC Metro Area, East Coast, Southern US",Active,2008-01-01,year,1,1-10,Bill Wootton,,,,,
Code Blue Computing,https://www.crunchbase.com/organization/code-blue-computing,,"Cloud Computing, Cyber Security, IT Management, Network Hardware",https://codebluecomputing.com/,"Broomfield, Colorado, United States","Code Blue Computing is an IT firm provides network management, cloud service, software and hardware installation and cybersecurity services.","707,293","1,434",,190.87%,,0,1,-50%,100%,,"6,308,278","-1,969,472",-23.79%,"Greater Denver Area, Western US",Active,2009-01-01,year,2,1-10,"Jeri Morgan, William Morgan",,,,,
Precision IT Consulting,https://www.crunchbase.com/organization/precision-it-consulting,,"Cloud Computing, Information Technology, IT Infrastructure",http://www.precisionitconsulting.com,"Concord, California, United States",Precision IT Consulting stays abreast of the latest technological trends in delivering IT support and infrastructure solutions to SMEs.,"308,400","1,427",,499.58%,,0,1,0%,100%,0%,"6,320,990","-3,131,889",-33.13%,"San Francisco Bay Area, West Coast, Western US",Active,2008-01-01,day,1,11-50,Kosta Paskos,,,,,
ION247,https://www.crunchbase.com/organization/ion247,,"Cloud Computing, Consulting, IT Management",https://www.ion247.com/,"Orlando, Florida, United States","ION247 deals with cloud computing, IT management, backup, IT infrastructure, consulting, data and cybersecurity services.","1,477,642","1,427",,,,260,9,,0%,,"6,319,919",,,"East Coast, Southern US",Active,2007-01-01,year,,11-50,,,,,,
Tollanis Solutions,https://www.crunchbase.com/organization/tollanis-solutions,"Tollanis Solutions provides both technologies and know-how needed to enable organizations to overcome problems. Their services include credentialing outsourcing, service desk outsourcing, application rationalization service, cloud migration services, digital advisory services, analytics services, change management services, cyber security services, and automation services.","Cloud Computing, Consulting, Cyber Security, Information Technology",https://tollanis.com,"Deerfield Beach, Florida, United States",Tollanis Solutions provides information technology and consulting services.,"448,954","1,420",,,,0,1,,100%,,"6,093,851",,,"Greater Miami Area, East Coast, Southern US",Active,2007-01-01,year,,101-250,,,,,,
Eldarion,https://www.crunchbase.com/organization/eldarion,"Eldarion develops websites based on Django and Pinax and provides a Django and Python hosting solution, Gondor. Eldarion's own sites include Quisition, a flashcard-based educational site, Habitualist, a habit-tracking site, ThoughtStreams a microblogging site, and Typewar, a font-recognition game. Eldarion also develops websites for a variety of clients.","Cloud Computing, Developer Tools, Open Source, Web Hosting",http://eldarion.com,"Nashua, New Hampshire, United States",Eldarion offers front-end and back-end website development and hosting services based on Django and Pinax.,"703,788","1,420",,"8,775%",,0,1,0%,100%,0%,"6,093,956","-4,165,892",-40.6%,"East Coast, New England, Northeastern US",Active,2008-01-01,year,1,11-50,James Tauber,,,,,
raw engineering,https://www.crunchbase.com/organization/raw-engineering,"raw engineering is a software engineering services firm with expertise in mobile and web technology development, as well as deploying and managing applications on the cloud.  Mobile Application Development: Customized iOS (iPhone and iPad), Android and Blackberry application development, using the latest technologies in smartphones.  raw engineering helps customers build consumer and enterprise apps from the ground up with an experienced and innovative mobile development team. Web & Content Management: raw engineering builds Web applications based on the latest technology advances in Ruby on Rails, PHP, Java, HTML5, and others.  Customers can build on Wordpress, raw engineering's own simple CMS, or a content management system of their choice to easily maintain their own site over time. 24x7 Cloud Management Services: raw engineering makes deploying and managing applications in the cloud easy.  With 24x7 support and by giving customers access to the tools needed to maintain visibility into their cloud, raw engineering gets Amazon or Rackspace instances running quickly and helps manages it along the way.","Android, Blogging Platforms, Cloud Computing, iOS, Mobile, Software, Web Development",http://www.raweng.com,"San Francisco, California, United States","Built.io provides solutions that enable organizations to quickly create, integrate, and scale applications across mobile and web.","196,884","1,412",,329.18%,,0,1,0%,100%,0%,"6,357,530","-2,616,269",-29.15%,"San Francisco Bay Area, West Coast, Western US",Active,2007-04-01,day,2,51-100,"Neha Sampat, Nishant Patel",,,42469,USD,42469
Noblesoft Solutions,https://www.crunchbase.com/organization/noblesoft-solutions,,"Cloud Computing, Cyber Security, Software",http://www.noblesoft-solutions.com,"Langhorne, Pennsylvania, United States","Noblesoft Solutions is a consulting firm that offers cyber security, cloud services, software and business intelligence services.","422,289","1,397",950.67,467.89%,"3,404.76%",736,3,50%,0%,0%,"6,384,160","-3,015,364",-32.08%,"Greater Philadelphia Area, Great Lakes, Northeastern US",Active,2007-01-01,year,2,1-10,"Daniel McLinden, Rakesh Reddy",,,41143,USD,41143
Local IT Companies,https://www.crunchbase.com/organization/local-it-companies,,"Cloud Computing, Cyber Security, Information Technology",https://www.localitcompanies.com,"Chicago, Illinois, United States","Local IT Companies provide IT consulting, remote IT desk, cybersecurity, and structured cabling services.","1,190,819","1,389",,,,33,3.89,,58.68%,,"6,401,494",,,"Greater Chicago Area, Great Lakes, Midwestern US",Active,2008-01-01,year,,1-10,,,,,,
ETC TechSolutions,https://www.crunchbase.com/organization/etc-techsolutions,,"Cloud Computing, Information Technology, IT Management, Network Security, VoIP",https://www.etctech.net/,"Akron, Ohio, United States","ETC TechSolutions is a full service IT service provider that provides managed services, VoIP, cloud computing and network security.","998,162","1,388",,,,0,1,,100%,,"6,161,687",,,"Great Lakes, Midwestern US",Active,2007-01-01,year,,1-10,,,,,,
LifeVoxel,https://www.crunchbase.com/organization/lifevoxel,"LifeVoxel has developed an Interactive Streaming and AI Platform for medical imaging using GPU clusters cloud computing. It is a leap in cloud technology platform in medical imaging that encompasses use cases in visualization, AI, image management, and workflow. Its approach is unique in that it has been granted 12 International patents. The AI-based solutions offered by LifeVoxel.AI in the field of healthcare prove to be radically different in this respect.","Artificial Intelligence, Augmented Reality, Blockchain, Cloud Computing, Cloud Infrastructure, Cloud Security, Health Care, Machine Learning, Medical, Virtual Reality",https://lifevoxel.com,"Stamford, Connecticut, United States",LifeVoxel is an Interactive Streaming and AI Platform for Diagnostic Imaging Centers.,"28,707","1,380",,-34.78%,-88.89%,1,2,50.02%,0%,,"6,416,811","1,540,085",31.58%,"East Coast, New England, Northeastern US",Active,2007-01-01,year,2,11-50,"Kovey Kovalan, Sekhar Puli",,,,,
nettime Solutions,https://www.crunchbase.com/organization/nettime-solutions,"Beginning in 1996, a vision to offer affordable business tools has guided nettime’s actions. We launched HourTrack, our first time and attendance software, as well as biometric devices. Both gave businesses a chance to use cutting-edge technology that they previously couldn’t afford—and finally they could eliminate buddy punching and wage theft to control labor costs.","Cloud Computing, Cloud Data Services, Software",http://www.nettimesolutions.com,"Scottsdale, Arizona, United States",Offers affordable business tools has guided nettime’s actions,"318,408","1,368",,-15.03%,,151,1.5,50%,50%,-50%,"6,204,161","1,114,737",21.9%,"Greater Phoenix Area, Western US",Active,2006-01-01,year,1,51-100,Bahan Sadegh,3,,,,
An Island,https://www.crunchbase.com/organization/an-island,,"Cloud Computing, Consulting, Information Technology, Software",https://anisland.com/,"Tell City, Indiana, United States","An Island offers enterprise consulting, software development, cloud solutions, and IT services.","861,101","1,346",,,,0,1,,100%,,"6,255,539",,,"Great Lakes, Midwestern US",Active,2007-01-01,year,,1-10,,,,,,
"productOps, Inc.",https://www.crunchbase.com/organization/productops-inc,,"Cloud Computing, Developer APIs, Product Design, Software, Software Engineering",http://www.productops.com,"Santa Cruz, California, United States",Management consultancy and software development firm focused on custom data platforms for data driven decision-making,"261,970","1,342",,-2.89%,,0,1,0%,100%,0%,"6,486,619","311,903",5.05%,"San Francisco Bay Area, West Coast, Western US",Active,2008-07-01,day,2,11-50,"Bob Cagle, Dean Pfutzenreuter",,,60473,USD,60473
Gaikai,https://www.crunchbase.com/organization/gaikai,"Gaikai (Gaikai Inc.) is a next generation video game technology company acquired by Sony Computer Entertainment (SCE) in 2012. Gaikai is powering SCE video game streaming services including Remote Play (between the PlayStation 4 and PlayStation Vita) and an upcoming cloud-based game streaming service (PlayStation Now). Gaikai is driven by a simple mission: make as many games available to as many people on as many devices as possible, easily and instantly. [Gaikai's Website](http://www.gaikai.com)","Cloud Computing, Gaming, Video Games",http://www.gaikai.com,"Aliso Viejo, California, United States",Gaikai is a video game streaming platform that utilizes cloud-based gaming technology to enable users to play games instantly.,"188,733","1,340",,,,0,1,,100%,,"6,286,630",,,"Greater Los Angeles Area, West Coast, Western US",Closed,2008-11-01,day,3,101-250,"Andrew Gault, David Perry, Rui Pereira",,,,,
Logi-Serve,https://www.crunchbase.com/organization/logi-serve,"Logi-Serve, LLC, is an outgrowth of a decade of experience working with some of America’s largest public and private companies. Our goal is to establish a fresh global vision: to redefine the human capital technology marketplace through patent-pending technologies that are smarter, faster, and more accurate than even the most up-to-date systems. Our Mission Logi-Serve’s mission is to deliver success for our clients by developing and supporting the smartest, fastest, and most results-driven products in our industry.Using our proprietary Visual Logic™storyboarding,Triangulation™ science platform, and cloud-based dashboard analytics system, we provide top-tier solutions that revolutionize the entire lifecycle of workforce management. This includes selection, supervision, leadership, development, and culture. We help you empower  employees to perform better and embrace your brand promise.Logi-Serve is a new step forward, superior to any other offerings in the marketplace. We are focused on enhancing the user experience and boosting the accuracy of assessment science. That’s why we call Logi-Serve the “ultimate predictor.” It is your strategic weapon to  identify the right people who are able to make the right decisions to get the results you want.","Cloud Computing, Enterprise Software, Sales",http://logi-serve.com,"Farmington Hills, Michigan, United States","Logi-Serve is a cloud-based assessment system that anticipates the behavior, motivation, and judgment of a companies’ workforce.","126,989","1,329",,-92.53%,,0,1,-74.89%,100%,67.42%,"6,351,180","4,846,027",321.96%,"Greater Detroit Area, Great Lakes, Midwestern US",Active,2009-01-01,year,1,11-50,Eric Krohner,,,48379,USD,48379
Strata Information Technology,https://www.crunchbase.com/organization/strata-information-technology,"Strata Information Technology provides IT support, technical helpdesk support, computer support, and IT consulting services.","Cloud Computing, Consulting, Information Technology, Software",https://www.stratait.com,"Encino, California, United States","Strata Information Technology provides IT support, technical helpdesk support, computer support, and IT consulting services.","261,525","1,329",,,,262,7,,0%,,"6,352,171",,,"Greater Los Angeles Area, West Coast, Western US",Active,2007-01-01,year,,1-10,,,,56432,USD,56432
VantagePoint,https://www.crunchbase.com/organization/vantagepoint-4c02,,"Cloud Computing, Information Technology, Software",https://www.vantagepoint-solutions.com/,"Atlanta, Georgia, United States","VantagePoint offers cloud-based planning, reporting and analysis solutions.","1,368,083","1,324",,,,0,1,,100%,,"6,361,735",,,"Greater Atlanta Area, East Coast, Southern US",Active,2007-01-01,year,,11-50,,,,,,
EnduraData,https://www.crunchbase.com/organization/enduradata,"EnduraData is a software company that focuses on helping healthcare payers, and providers, clinical research organizations, FINCOs, and GOV agencies automate and secure real-time data synchronization and file mirroring between operating systems, geographic locations, and cloud providers. The company's cross-platform data replication and file mirroring solutions are available for Linux, Windows, Mac, Solaris, AIX, and other Unix flavors. EnduraData also offers services for integrating data synchronization with operations and workflows.","Cloud Computing, Cloud Data Services, Data Center Automation, Data Integration, Health Care, Information Technology, Private Cloud, Software",https://www.enduradata.com,"Eden Prairie, Minnesota, United States","Data replication and file synchronization software and solutions for for Linux, Windows, Mac, Solaris, AIX, OpenBSD and other UNIX OSs.","363,494","1,315",,401.91%,,0,1,0%,100%,0%,"6,383,851","-2,319,717",-26.65%,"Greater Minneapolis-Saint Paul Area, Great Lakes, Midwestern US",Active,2006-12-30,day,1,11-50,Aba El Haddi,,,76811,USD,76811
Computero,https://www.crunchbase.com/organization/computero,,"Cloud Computing, Information Technology, Small and Medium Businesses, Technical Support",https://www.computero.com,"Forest Hills, New York, United States",Computero provides computer and IT cloud solutions.,"1,308,296","1,304",,,,0,1,,100%,,"6,410,034",,,"Greater New York Area, East Coast, Northeastern US",Active,2009-01-01,year,,1-10,,,,,,
Techie Gurus,https://www.crunchbase.com/organization/techie-gurus,,"Cloud Computing, Cyber Security, Information Technology",https://www.techiegurus.com,"Sterling Heights, Michigan, United States","Techie Gurus provides cybersecurity, managed IT services, data backup, and cloud computing services.","1,172,570","1,280",,,,"2,074",4,,0%,,"6,610,039",,,"Greater Detroit Area, Great Lakes, Midwestern US",Active,2008-01-01,year,,1-10,,,,,,
Monitis,https://www.crunchbase.com/organization/monitis,"Monitis is a specialist provider of web and Cloud monitoring services that include website monitoring, site load testing, transaction monitoring, application and database monitoring, Cloud resource monitoring, and server and internal network monitoring within one easy-to-use dashboard. Over 200,000 users worldwide have chosen Monitis as their provider of choice to increase uptime and user experience of their services and products. What makes Monitis’ solutions different is that they are fast to deploy, feature-rich in technology and provide a comprehensive single-pane view of on-premise and off-premise infrastructure and applications. Monitis offers its services in two versions: premium and free. Other than a handful of purely enterprise-grade features, the core differences between the Monitis and Monitor.Us products are: the ability to save monitoring history; the number of monitoring locations; and the frequency of checks. Monitis was acquired by GFI Software in October 2011. As of 2014 Monitis is a part of TeamViewer family.","Cloud Computing, Cloud Infrastructure, SaaS, Software, Web Hosting",http://www.monitis.com,"Tampa, Florida, United States","Monitis provides web and cloud monitoring services including website monitoring, site load testing, transaction monitoring and more.","169,026","1,271",,50.59%,,34,1.44,44.06%,55.94%,-44.06%,"6,483,522","-237,233",-3.53%,"Tampa Bay Area, East Coast, Southern US",Active,2006-01-01,year,2,101-250,"Karim xaki Xaki, Mikayel Vardanyan",2,,,,
Uvation,https://www.crunchbase.com/organization/uvation,,"Apps, Cloud Computing, Computer, Outsourcing",https://uvation.com/,"Dallas, Texas, United States","Uvation is an multinational Information Technology and consulting company, offer employees fixed compensation, variable compensation.","340,376","1,265",,,,0,1,,100%,,"6,638,992",,,"Dallas/Fort Worth Metroplex, Southern US",Active,2007-01-01,day,1,101-250,Reen Singh,,,,,
MapR Technologies,https://www.crunchbase.com/organization/mapr-technologies,"MapR Technologies, a provider of the industry's next-generation data platform for AI and Analytics, enables enterprises to inject analytics into their business processes to increase revenue, reduce costs, and mitigate risks. MapR addresses the data complexities of high-scale and mission-critical distributed processing from the cloud to the edge, IoT analytics, and container persistence. Global 2000 enterprises trust the MapR Data Platform to help them solve their most complex AI and analytics challenges. Amazon, Cisco, Google, Microsoft, SAP, and other leading businesses are all part of the MapR ecosystem.","Analytics, Big Data, Cloud Computing, Enterprise Software, Open Source, Software",http://www.mapr.com,"Santa Clara, California, United States",MapR Technologies is the provider of the industry’s next generation data platform for AI and Analytics.,"14,337","1,185","3,082.17",-79.09%,"1,927.27%",669,1.54,21.37%,77.13%,-13.52%,"6,814,062","3,748,796",122.3%,"San Francisco Bay Area, Silicon Valley, West Coast",Closed,2009-01-01,year,2,10001+,"John Schroeder, M.C. Srivas",,,,,
XentIT,https://www.crunchbase.com/organization/xentit,,"Cloud Computing, Cyber Security, Data Integration, Information Technology",http://www.xentit.com/,"Crofton, Maryland, United States","XentIT renders cybersecurity, cloud, information security, IT and integration services.","670,555","1,182",,,,177,6,,0%,,"3,866,900",,,"Greater Baltimore-Maryland Area, East Coast, Southern US",Active,2006-01-01,day,1,11-50,Tariq Alvi,,,65767,USD,65767
Imogo Mobile Technologies Corp,https://www.crunchbase.com/organization/imogo-mobile-technologies-corp,"Imogo Mobile Technologies Corp. is a next generation managed service provider with an appeal to all small to medium size businesses and small office/home office users. Imogo offers a turnkey and seamless combination of hardware and software solutions for all communications and data management requirements, consisting of: State of the art telephony services; high quality digital VoIP Managed Email, unified messaging and Blackberry exchange server  Hosted terminal services, remote desktop and collaboration tools Off-site secure data storage, backup services  and disaster recovery plans","Cloud Computing, Flash Storage, Public Relations",http://www.imogo.com,"Bellevue, Washington, United States",Imogo offers SMBs with hardware and software solutions that focus on their communications and data management requirements.,"784,497","1,072",,,,109,2,,0%,,"4,120,603",,,"Greater Seattle Area, West Coast, Western US",Active,2007-09-17,day,1,11-50,Stewart Irvine,1,,,,
Solvere One,https://www.crunchbase.com/organization/solvere-one,,"Cloud Computing, Computer, Information Technology, Outsourcing",https://www.solvereone.com,"Dulles, Virginia, United States","Solvere One is an IT company that provides IT consulting, network security, and cloud services.","703,712","1,055",,,,0,1,,100%,,"6,802,544",,,"Washington DC Metro Area, East Coast, Southern US",Active,2008-01-01,year,,11-50,,,,155525,USD,155525
Lan Infotech,https://www.crunchbase.com/organization/lan-infotech,,"Cloud Computing, Consulting, Information Technology",https://www.laninfotech.com/,"Fort Lauderdale, Florida, United States","Lan Infotech specializes in managed IT services and offers data backup, cloud computing, consultation and desktop virtualization.","404,036","1,044",,245.7%,,145,1.47,47.22%,52.78%,-47.22%,"6,991,054","-2,051,744",-22.69%,"Greater Miami Area, East Coast, Southern US",Active,2009-01-01,year,1,11-50,Michael Goldstein,,,134032,USD,134032
SpiceCSM,https://www.crunchbase.com/organization/spicecsm,"The SpiceCSM Customer Engagement Center is designed to increase the efficiency of any customer care, support or inbound sales organization. Our unique and innovative approach empowers SpiceCSM clients to remain flexible and adapt to the ever changing landscape of the customer care function. In both guided agent and  self service implementations, SpiceCSM combines corporate and customer support content in a structured workflow presented as intelligent decision trees that drive customers to quick problem resolution. Our Guided Agent Services reduce average handle time and increase first call resolution performance of your contact center agents.  Completely web-native, this Integration Platform as a Service (iPaaS) solution brings the power of real time decision support to your entire customer care organization at minimal investment.  How would you like to divert call to self service?   With our Customer Self Service Module Diverting customer care processes to a self service platform not only lowers your operational costs, but enhances your customers’ satisfaction through a conveniently accessed Guided Process Workflow engine. With its highly intuitive user interface, customers will enjoy resolving support issues on their own.","Call Center, Cloud Computing, Customer Service, PaaS, SaaS, Software",http://www.spicecsm.com,"Austin, Texas, United States",SpiceCSM enables the features of a next generation contact center with your existing applications. One desktop and so much more!,"90,849","1,030","59,348",-21.43%,-87.86%,13,1.8,80.39%,59.81%,-40.19%,"6,835,468","691,569",11.26%,Southern US,Active,2008-01-01,year,1,11-50,Mike Ryan,,,,,
Smartlogic,https://www.crunchbase.com/organization/smartlogic-semaphore,"Smartlogic’s Semaphore is an enterprise-grade semantic platform that allows organizations to realize the business value of their information. By leveraging a common vocabulary and sophisticated semantic techniques Semaphore:  •	Enriches information assets with precise, complete and consistent metadata  •	Extracts facts, entities, and relationships to drive analytics and workflows •	Harmonizes all information sources to gain business insight Semaphore brings structure to the unstructured, scales to manage organizational volumes and supports industry-standard semantic vocabularies. Semaphore’s model-driven, rule-based semantic approach solves complex business problems that traditional technologies cannot. It integrates into and enhances the capabilities of existing technology to improve time to value for new opportunities. Global organizations in the energy, healthcare, life sciences, financial services, government & intelligence, media and publishing, and high tech manufacturing industries use Semaphore every day to enrich enterprise information with context and meaning. Semaphore extracts critical facts, entities, and relationships to power case management, workflows, and advanced analytics. It harmonizes different data types from disparate sources to create logical data warehouses with a true semantic layer.","Analytics, Cloud Computing, Compliance, Customer Service, Knowledge Management, SaaS, Software",http://www.smartlogic.com,"San Jose, California, United States",Smartlogic’s sophisticated semantic platform unifies structured and unstructured information to improve enterprise information management.,"164,365","1,014","41,898.5",-99.44%,-99.34%,35,4,-94.47%,0%,-6.64%,"6,936,988","6,601,722","1,969.1%","San Francisco Bay Area, Silicon Valley, West Coast",Active,2006-01-01,year,1,51-100,Jeremy Bentley,14,,271420,USD,271420
Virtual Density,https://www.crunchbase.com/organization/virtual-density,,"Cloud Computing, Information Services, Information Technology",http://www.virtualdensity.com/,"Danbury, Connecticut, United States",Virtual Density provides business computer support and network services.,"676,463",744,,-44.56%,,60,2,100%,50%,-50%,"7,484,492","1,422,132",23.46%,"East Coast, New England, Northeastern US",Active,2008-01-01,day,1,1-10,Christopher Furey,,,24965,USD,24965
TrueCloud,https://www.crunchbase.com/organization/truecloud,"TrueCloud is a provider of cloud computing solutions and services for emerging and mid-sized business. we offer comprehensive services including the implementation and optimization of industry-leading cloud-based software applications, IT strategy and planning services, and data extraction and integration. ","Cloud Computing, E-Commerce, Information Technology, Software",http://truecloud.com,"Tempe, Arizona, United States",TrueCloud is an IT company that offers cloud computing and e-commerce solutions.,"501,272",732,,-47.26%,,0,1,0%,100%,0%,"7,506,804","1,568,417",26.41%,"Greater Phoenix Area, Western US",Closed,2008-01-01,year,,11-50,,,,,,
