Organization Name,Organization Name URL,Full Description,Industries,Website,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth,Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Number of Founders,Number of Employees,Founders,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Cedexis,https://www.crunchbase.com/organization/cedexis,"Founded in 2009 by Marty Kagan and Julien Coulon, two veterans of web hosting and content delivery market, Cedexis optimizes web performance across data centers, delivery networks and clouds for companies that want to reach new global markets.  With Cedexis, companies can comparatively assess worldwide cloud performance and availability for informed vendor selection and making cost-and-performance tradeoffs.  Cedexis also provides adaptive automation for dynamically optimizing traffic across clouds, data centers and delivery networks to dynamically match the best-performing clouds with local demand.  Since revenue conversions and brand experience are directly tied to online performance, media, retail and consumer branded companies rely on Cedexis to ensure 100% availability, fast page loads, downloads and transactions to drive traffic and revenue at lower cost and risk.   Cedexis is headquartered in Portland (OR) and Paris (EMEA) with offices in San Francisco (CA), London (UK) and sales representatives in Germany, Japan, Israel and Brazil.","Analytics, Big Data, Cloud Computing, Content Delivery Network, E-Commerce, Enterprise Software, Information Technology, Internet, SaaS, Software",http://www.cedexis.com,"Portland, Oregon, United States",Cedexis is a software-defined application delivery platform.,"30,806","2,088,609","7,120,956.83",-58.55%,3.05%,"1,890",1.17,-5.61%,87.62%,2.78%,"61,180","33,467",120.76%,"West Coast, Western US",Active,2009-06-01,day,2,11-50,"Julien Coulon, Marty Kagan",,,,,
WeVideo,https://www.crunchbase.com/organization/wevideo,"WeVideo is a unique cloud-based collaborative video editing service that helps people from all over the world simply create and share great-looking videos. The WeVideo editor is easy enough for first-time editors, and sophisticated enough to help anyone create a professional-looking video. WeVideo works through any browser and as an integrated video editor within YouTube and Google Drive. The company's headquarters are in Palo Alto, California and its services are based on technologies that originated in Scandinavia. WeVideo is a cloud-based solution with no software to download or install. All video editing takes place in a browser on your smartphone. Video clips can be uploaded from any device to your own personal media library in the cloud and combined with titles, transitions, effects, animation, music, and narration for professional-looking results. Users have full creative control over the final product compared to other automated solutions. The WeVideo platform uniquely enables social video creation by providing a collaborative online environment for video content aggregation and/or joint editing of the video story. All data uploaded to the system is safe from intrusion via highly encrypted password access, allowing you to control who is part of your video editing community. Finished videos can be shared on the WeVideo platform or published in Internet or HD broadcast quality to your favorite video-sharing site, social networking profile, blog, or other destination.","Cloud Computing, Collaboration, Enterprise Software, Music, Software, Video, Video Editing",http://www.wevideo.com,"Menlo Park, California, United States","WeVideo is a powerful, yet easy-to-use, cloud-based collaborative video creation platform.","106,699","1,549,353","1,591,231.17",89.19%,17.89%,547,2.11,8.21%,53.72%,-4.84%,"79,063","-43,721",-35.61%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2011-01-01,year,3,11-50,"Bjørn Rustberggaard, Jostein Svendsen, Roger Larsen",4,"59,117",,,
Bitnami,https://www.crunchbase.com/organization/bitnami,"Bitnami is a library of popular server applications and development environments that can be installed with one click, either in your laptop, in a virtual machine or hosted in the cloud. They take care of compiling and configuring the applications and all of their dependencies (third-party libraries, language runtimes, databases) so they work out-of-the-box. The resulting packaged software (a 'stack') is then made available as native installers, virtual machines and cloud images. These Bitnami application packages provide a consistent, secure and optimized end-user experience when deploying any app, on any platform. Bitnami-packaged applications are deployed over a million times per month and Bitnami drove over 235 million hours of compute usage in 2015. Bitnami is the leading supplier of applications to the major cloud marketplaces: Amazon, Google, Oracle, Microsoft and VMware, among others.","Blogging Platforms, Cloud Computing, Content, Open Source, Software, Web Hosting",https://bitnami.com,"San Francisco, California, United States","Bitnami makes it easy to run your favorite web applications natively, virtually and in the cloud.","159,105","1,265,902","1,204,914",18.6%,20.44%,601,1.86,5.35%,70.22%,-3.6%,"92,087","-9,124",-9.01%,"San Francisco Bay Area, West Coast, Western US",Active,2011-01-01,year,2,51-100,"Daniel Lopez, Erica Brescia",,,248341,USD,248341
SmartBear,https://www.crunchbase.com/organization/smart-bear-software,"SmartBear is a developer of enterprise-class software development and testing tools.The company's software uses code review, application programming interface (API) and UI level testing and monitoring across mobile, web and desktop applications, enabling enterprises to automate mundane tasks, easily track and report the success of testing efforts.","Cloud Computing, Developer APIs, Information Technology, iOS, Software",http://smartbear.com,"Somerville, Massachusetts, United States",SmartBear is a developer of enterprise-class software development and testing tools.,"1,542","948,137","971,480.83",0.88%,-9.93%,390,1.57,-11.75%,75.81%,1.99%,"110,319","6,053",5.81%,"Greater Boston Area, East Coast, New England",Active,2009-01-01,year,2,251-500,"Jason Cohen, Sallyann Freudenberg",,,4048347,USD,4048347
Talkdesk,https://www.crunchbase.com/organization/talkdesk,"Talkdesk offers an enterprise contact center platform that allows companies to make the customer experience a competitive advantage. With its performance and consumer-like ease of use, Talkdesk easily adapts to the evolving needs of sales and support teams and their end-customers, resulting in increased customer satisfaction, productivity, and cost savings. Over 1,400 innovative enterprises around the world, including IBM, Acxiom, and Zumiez rely on Talkdesk to power their customer interactions. The San Francisco, California-based company was formed by Cristina Fonseca and Tiago Paiva in 2011.","Cloud Computing, CRM, Customer Service, SaaS",http://talkdesk.com,"San Francisco, California, United States",Talkdesk offers an enterprise contact center platform that allows companies to make the customer experience a competitive advantage.,"27,427","894,715","433,800.17",22.92%,-28.67%,316,1.24,-20.72%,90.33%,8.66%,"115,159","-10,877",-8.63%,"San Francisco Bay Area, West Coast, Western US",Active,2011-01-01,year,3,1001-5000,"Cristina Fonseca, Ricardo Felix, Tiago Paiva",,,14446567,USD,14446567
Knack,https://www.crunchbase.com/organization/knack-inc,"Knack makes it easy to build online databases and business applications with no coding! Stop struggling with excel and access. Move that data into an online database and easily build apps to manage, share, and distribute that data. Member Directories, Customer Portals, Project Management, and more are all easy to build and customize with Knack.","Apps, Cloud Computing, Internet, Publishing, SaaS, Software",https://www.knack.com/,"Philadelphia, Pennsylvania, United States",Knack makes it easy to build online databases and business applications with no coding! Stop struggling with excel and access.,"90,816","890,167","1,260,462.17",-35.36%,-18.89%,833,2.66,-16.3%,47.64%,7.95%,"115,626","37,602",48.19%,"Greater Philadelphia Area, Great Lakes, Northeastern US",Active,2010-03-01,day,3,11-50,"Brandon Griggs, Eric Katherman, Michael Boyle",,,,,
Jelastic,https://www.crunchbase.com/organization/jelastic,"Jelastic is a DevOps PaaS and CaaS for business that can be deployed on bare metal hardware or any IaaS. The platform provides certified containers for Java, PHP, Ruby, Node.js, Python and .NET and the ability to use custom Docker containers. Jelastic offers agile deployment models without coding to proprietary APIs, flexible automatic scaling for stateless and stateful applications, collaboration, access control, monitoring, backup and disaster recovery, built-in billing and business analytics tools, while driving down TCO with high density and hardware utilization.","Cloud Computing, Information Technology, PaaS, Software, Web Hosting",http://jelastic.com,"Palo Alto, California, United States","Jelastic is a cloud services provider that combines PaaS & CaaS in a single package for hosting providers, enterprises and developers.","59,334","767,492","341,477.5",148.83%,39.37%,"3,912",11.7,15.46%,14.11%,17.88%,"133,519","-112,273",-45.68%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2010-01-01,year,3,51-100,"Alexey Skutin, Constantin Shmoylov, Ruslan Synytskyy",1,,,,
CloudBees,https://www.crunchbase.com/organization/cloudbees,"CloudBees develops an end-to-end automated software delivery system that allows companies to balance governance and developer freedom. The company provides companies with smarter solutions for accelerating software development and the fastest path from great ideas to impactful software. Its continuous delivery solutions offer developers and enterprises many choices, from on-premise to cloud-native, from self-managed to self-service, from guided best practices to flexible choice. By making the software delivery process more productive, manageable, and hassle-free, CloudBees puts companies on the fastest path to transforming great ideas into great software and returning value to the business more quickly.   Backed by Matrix Partners, Lightspeed Venture Partners, Verizon Ventures, Delta-v Capital, Golub Capital’s Late Stage Lending, and Unusual Ventures, CloudBees was founded in 2010 by former JBoss CTO Sacha Labourey and an elite team of continuous integration, continuous delivery, and DevOps professionals.","Business Development, Cloud Computing, Cloud Data Services, Delivery, SaaS, Software",http://www.cloudbees.com,"San Jose, California, United States",CloudBees develops a cloud-based platform that provides end-to-end automated software delivery.,317,"668,237","630,899",51.25%,-32.32%,266,1.57,-11.32%,78.95%,9.49%,"147,629","-43,626",-22.81%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2010-03-09,day,7,501-1000,"Adrian Brock, François Déchery, Kohsuke Kawaguchi, Michael Neale, Ryan Campbell, Sacha Labourey, Vivek Pandey",,,,,
OpenDoctor,https://www.crunchbase.com/organization/opendoctor,"OpenDoctor is a patient self-scheduling platform that is fully integrated and available for the full range of medical specialties, from family medicine to diagnostic imaging. Their cloud-based SaaS platform is accessed from your website, connects with existing systems via a bi-directional interface and is built to handle the full lifecycle of the modern patient scheduling experience, from real-time scheduling through to analytics.","Cloud Computing, Health Care, Information Technology, Medical, mHealth, SaaS",https://opendr.com,"New York, New York, United States",OpenDoctor is a cloud-based platform that enables patients to schedule appointments with doctors and dentists online.,"176,189","633,023","564,624.67",12.77%,19.62%,573,3.03,7.29%,47.52%,-3.67%,"153,544","-7,901",-4.89%,"Greater New York Area, East Coast, Northeastern US",Active,2010-01-01,year,2,11-50,"Josefina Jervis, William Greenblatt",,,,,
Kevel,https://www.crunchbase.com/organization/kevel,"Kevel is a developer of ad-serving APIs to help developers build server-side ad platforms. Its APIs provide access to hundreds of ad serving features, decision APIs for seamless native promotions, and easily integrate first-party data for more revenue and relevance, helping developers to build a custom ad server without hassle.","Ad Server, Advertising Platforms, Cloud Computing, Developer APIs, Developer Tools",https://www.kevel.com,"Durham, North Carolina, United States",Kevel is a developer of ad-serving APIs to help developers build server-side ad platforms.,"7,712","623,824","468,986","3,354.37%",-39%,280,1.6,10.11%,51.66%,-31.88%,"155,208","-1,420,912",-90.15%,"Research Triangle, East Coast, Southern US",Active,2010-01-01,year,1,51-100,James Avery,,,,,
ThousandEyes,https://www.crunchbase.com/organization/thousandeyes,"ThousandEyes empowers businesses to see, understand and improve connected experiences everywhere. The ThousandEyes cloud platform offers unmatched vantage points throughout the global Internet and provides immediate visibility into experience for every user and application over any network, so companies can deliver superior digital experiences, modernize their enterprise WAN, and successfully migrate to the cloud. ThousandEyes is central to the global operations of the world’s largest and fastest growing brands, including Comcast, eBay, HP, 100+ of the Global 2000, 60+ of the Fortune 500, 5 of the 6 top US banks, and 20 of the 25 top SaaS companies.","Cloud Computing, Cloud Infrastructure, Enterprise Software, SaaS, Software",http://www.thousandeyes.com,"San Francisco, California, United States","ThousandEyes empowers businesses to see, understand, and improve the experience for every user and every application over any network.","4,855","580,484","488,910.67",71.41%,2.61%,668,2.13,-13.92%,65.93%,-3.63%,"163,447","-67,062",-29.09%,"San Francisco Bay Area, West Coast, Western US",Active,2010-01-02,day,2,501-1000,"Mohit Lad, Ricardo Oliveira",,,,,
OpenStack,https://www.crunchbase.com/organization/openstack,"OpenStack® is the most widely deployed open source software for building clouds. In use globally at large and small enterprises, telecoms, public cloud service providers and government/research organizations, OpenStack is a technology integration engine that supports the diverse ecosystem of cloud computing innovation. The company was founded in 2010 and is based in Austin, Texas.","Cloud Computing, Enterprise Software, Open Source, Software",http://www.openstack.org,"Austin, Texas, United States",OpenStack is the most widely used open source software for building public and private clouds.,"108,774","567,446","541,413.5",27.89%,3.57%,435,1.89,-19.23%,63.57%,-2.11%,"160,181","-19,811",-11.01%,Southern US,Active,2010-05-01,day,7,11-50,"Andy (termie) Smith, Chris Kemp, Cole Crawford, Jesse Andrews, Jonathan Bryce, Mark Collier, Wolfgang Richter",,,,,
Pure Storage,https://www.crunchbase.com/organization/pure-storage,"Pure Storage is pioneering a new class of enterprise storage that has been designed from the ground up to take full advantage of flash memory. The company's products accelerate random I/O-intensive applications like server virtualization, desktop virtualization (VDI), database (OLTP, rich analytics/OLAP, SQL, NoSQL), and cloud computing. Pure Storage makes it cost-effective to broadly deploy flash within the data center, enabling organizations to manage growth within existing power and space constraints. Launching later this year, the company's products are in private beta with select customers. Pure Storage is funded by Greylock Partners and Sutter Hill Ventures.","Cloud Computing, Data Storage, Enterprise Software",http://www.purestorage.com,"Mountain View, California, United States",Pure Storage is an all-flash enterprise storage company that enables broad deployment of flash in data centers.,791,"553,209","583,998.33",-10.79%,-24%,589,2.04,-23.71%,68.05%,7.28%,"163,203","21,571",15.23%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2009-09-01,day,3,1001-5000,"John Colgrove, John Hayes, Mike Speiser",6,2,242624203,USD,242624203
PSafe Technology,https://www.crunchbase.com/organization/psafe,"PSafe develops Internet security software for mobile devices in Latin America. Its products include PSafe Total, an antivirus and security software for Android operating systems; PowerPRO that identifies and removes tasks that consume too much battery, and suggests solutions; and PSafe Total Windows, a software that activates real-time virus scans, provides optimization, and recovers valuable data by cleaning disk space that consumes temporary or unnecessary files.  Benjamin Myers, Marco de Mello, and Ram Rao founded PSafe in 2010, with its headquarters in San Francisco in California. It operates as a subsidiary of Grupo Xango.","Android, Cloud Computing, Cyber Security, Information Technology, Mobile Apps, Security, Software",https://www.psafe.com,"San Francisco, California, United States",PSafe develops Internet security software for mobile devices in Latin America.,"27,313","533,550","596,154.5",1.87%,44.92%,442,1.19,-17.03%,86.51%,23.11%,"173,753","3,995",2.35%,"San Francisco Bay Area, West Coast, Western US",Active,2010-01-01,year,3,101-250,"Benjamin Myers, Marco de Mello, Ram Rao",10,"620,250",,,
FinancialForce,https://www.crunchbase.com/organization/financialforce-com,"FinancialForce develops cloud back-office applications for salesforce CRM. It unifies data across the enterprise in real-time, enabling companies to rapidly evolve their business models with customers at the center. FinancialForce is backed by Salesforce Ventures, Technology Crossover Ventures, Advent International, and UNIT4.  The company was founded in 2009 and headquartered in San Francisco, California.","Accounting, Cloud Computing, Human Resources, SaaS, Software",http://www.financialforce.com,"San Francisco, California, United States",FinancialForce develops cloud back-office applications for salesforce CRM.,"2,981","462,188","297,542.67",199.33%,31.97%,"1,907",7.63,10.48%,33.66%,-37.8%,"185,301","-187,414",-50.28%,"San Francisco Bay Area, West Coast, Western US",Active,2009-10-01,day,2,501-1000,"Debbie Ashton, Jeremy Roche",12,,,,
ThisLife,https://www.crunchbase.com/organization/thislife,"ThisLife protects and organizes your photos and videos in the cloud.   All your photos and videos are gathered (from your hard drive, your phone, your social services, your photo sites) and organized into your private archive in the cloud.   ThisLife allows you to search your private archive to find just the photos or videos you are looking for from your collection of 40,000+ moments.","Cloud Computing, File Sharing, Photography, Privacy, Video",http://www.ThisLife.com,"Palo Alto, California, United States",ThisLife is a cloud-based image storing site that protects and organizes users' photos and videos in their own private archive in the cloud.,"223,621","436,119","404,289.33",33.61%,-84.56%,117,1.4,-42.35%,80.07%,6.53%,"200,139","-36,393",-15.39%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2010-01-01,year,2,5001-10000,"Andrea Johnson, Matt Johnson",,,,,
Scalyr,https://www.crunchbase.com/organization/scalyr,"Scalyr offers a cloud-based data analytics platform that enables high-speed log management and server monitoring. It brings a new level of speed and productivity to operations teams, replacing traditionally separate tools such as server monitoring, application metrics, log analysis, and error tracking with a single, integrated service. Scalyr's parallel backend analyzes terabytes of data in seconds, transforming the user experience. Operations teams can interactively explore their system data, spot patterns across thousands of servers, and be alerted of incipient problems before they trigger a crisis. The San Mateo, California-based company was established in 2011 by Steven Czerwinski and Steve Newman.","Analytics, Cloud Computing, Enterprise Software, SaaS",http://www.scalyr.com,"San Mateo, California, United States",Scalyr offers a cloud-based data analytics platform that enables high-speed log management and server monitoring.,"73,938","356,770","693,064.5",165.9%,14.91%,786,3.17,50.6%,17.53%,-68.16%,"222,107","-187,575",-45.79%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2011-01-01,year,2,51-100,"Steve Newman, Steven Czerwinski",,,,,
Omadi,https://www.crunchbase.com/organization/omadi,"The founder of Omadi originally owned a private property impound company and he searched for a software to help manage his business. Dissatisfied with the available options, he set out to develop a custom software. The software helped his business become so successful that he transitioned to marketing and selling the Omadi Mobile Management system.. Since then, countless features have been added and refined. Because Omadi's platform is built on customization, it can be adapted to perfectly fit your business's needs. Omadi has also spread from towing into other markets as well, including private security enforcement. Contact Omadi today to see how we can help you streamline your business.","Cloud Computing, Computer, GPS, Software, Transportation",http://www.omadi.com,"Lehi, Utah, United States",Omadi provides the an all-in-one web-based towing & security management system.,"43,738","321,005","239,183.17",-37.53%,51.81%,"1,134",8.03,8.33%,16.11%,-0.31%,"245,300","83,056",51.19%,Western US,Active,2011-01-01,year,2,11-50,"Christopher Oakeson, Scott Petersen",6,,,,
Nuvola,https://www.crunchbase.com/organization/nuvola-51a7,Nuvola is a prominent provider of hotel service optimization and guest engagement software to hoteliers worldwide.,"Asset Management, Cloud Computing, Hospitality, Software",https://www.mynuvola.com/,"Fort Lauderdale, Florida, United States","Nuvola provides software and application that specializes in hotel operating, asset management, housekeeping and guest experiences.","229,692","314,514","71,025","2,248.7%",763.33%,259,2.47,51.26%,26.99%,-67.96%,"251,636","-1,590,252",-86.34%,"Greater Miami Area, East Coast, Southern US",Active,2011-01-01,year,,101-250,,,,85442,USD,85442
