Organization Name,Organization Name URL,Full Description,Industries,Website,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth,Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Number of Founders,Number of Employees,Founders,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Turnkey Lender,https://www.crunchbase.com/organization/turnkey-lender,"Turnkey Lender offers AI-powered end-to-end lending automation for digital and embedded lenders. With offices in the US, Singapore, Malaysia, Ukraine and Poland company serves innovative lenders in 50+ countries. From origination and underwriting, to load servicing, debt collection, and reporting the company’s software can intelligently automate the entire lending process. Turnkey Lender supports numerous credit products out of the box – both commercial and consumer – on the same flexible no-code SaaS platform.","B2B, Cloud Computing, Enterprise Software, FinTech, Lending, SaaS, Software",http://www.turnkey-lender.com,"Austin, Texas, United States",#1 AI-based SaaS for digital lending,"9,204","995,165","761,717.67",128.38%,92.64%,"1,414",8.69,14.14%,6.34%,-66.15%,"106,450","-75,903",-41.62%,Southern US,Active,2014-01-01,year,2,101-250,"Dmitry Voronenko, Elena Ionenko",,,,,
Workato,https://www.crunchbase.com/organization/workato,"Workato is an intelligent automation platform designed to automate work in businesses. It enables business and IT to integrate their apps and automate complex business workflows with security and governance. It helps businesses create powerful, business-critical integrations between cloud apps in minutes.  Founded on 2013, Workato is trusted by top brands as well as its growing innovators. It is headquartered in Mountain View, California.","Cloud Computing, Data Integration, Marketing Automation, SaaS, Sales Automation",http://www.workato.com,"Mountain View, California, United States",Workato is an enterprise automation platform that helps organizations work faster and smarter without compromising governance and security.,"16,601","766,827","441,203.17",90.83%,18.28%,"1,171",3,17.77%,49.2%,-4.45%,"128,878","-64,153",-33.23%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2013-01-01,year,5,501-1000,"Alexey Timanovskiy, Dimitris Kogias, Gautham Viswanathan, Harish Shetty, Vijay Tella",1,,48812,USD,48812
Le-Vel,https://www.crunchbase.com/organization/befito,"The Le-Vel Cloud Management system is the most state of the art, most efficient, and the most lucrative operations infrastructure system ever. It allows Le-Vel to operate with the lowest corporate overhead and yet have one of the fastest response and problem solving operating systems in the market. It allows for efficient manageability with fast pace growth solutions.","Cloud Computing, Cloud Management, Lifestyle, Software, Wellness",http://le-vel.com/,"Frisco, Texas, United States","Le-Vel is the most state of the art, most efficient, and the most lucrative operations infrastructure system ever.","354,851","684,248","575,619.67",70.06%,-49.94%,391,2.38,-48.4%,59.14%,2.69%,"140,056","-52,799",-27.38%,"Dallas/Fort Worth Metroplex, Southern US",Closed,2015-10-16,day,1,1001-5000,Paul Gravette,2,5,110115,USD,110115
Paperspace,https://www.crunchbase.com/organization/paperspace,"Paperspace is a high-performance cloud computing and ML development platform for building, training and deploying machine learning models. Tens of thousands of individuals, startups and enterprises use Paperspace to iterate faster and collaborate on intelligent, real-time prediction engines.","Artificial Intelligence, Cloud Computing, Enterprise Software, GPU, Machine Learning",https://www.paperspace.com,"Brooklyn, New York, United States",Paperspace powers next-generation applications built on GPUs.,"5,858","648,664","626,128.17",-12.22%,45.17%,646,2.69,19.34%,65.38%,22.5%,"150,854","18,428",13.92%,"Greater New York Area, East Coast, Northeastern US",Active,2014-06-01,day,2,11-50,"Daniel Kobran, Dillon Erb",,,166716,USD,166716
Beeswax,https://www.crunchbase.com/organization/beeswax,"Beeswax offers  Bidder-as-a-Service solution that is scalable, customizable, cloud-based programmatic bidding platform. Beeswax is an advertising technology platform headquartered in New York City. The company was founded on September 1,2014.","Advertising, Advertising Platforms, Cloud Computing, Information Technology, SaaS",http://www.beeswax.com,"New York, New York, United States","Beeswax offers Bidder-as-a-Service solution that is scalable, customizable, cloud-based programmatic bidding platform.","46,931","582,930","255,004.83",244.56%,23.61%,"2,707",26.16,163.74%,20.98%,-58.94%,"162,993","-208,120",-56.08%,"Greater New York Area, East Coast, Northeastern US",Active,2014-09-01,day,3,51-100,"Ari Paparo, Ram Kumar Rengaswamy, Shamim Samadi",,,,,
meShare Inc.,https://www.crunchbase.com/organization/meshare--inc-,"Since being founded in 2014, meShare has focused on creating an open, cloud platform to help more businesses participate in the IoT movement and provide better IoT solutions that fit users' needs. To realize this, we've built our own data center in the US and have partnered with smart home product teams to transform the way their customers interact with their devices. As a result, millions of users use meShare to keep their homes and businesses safe, connect with family and friends, and share and remember special moments. meShare offers cloud video services and various solutions to help product teams realize their IoT vision. The service range doesn't stop at development and launch but continues through post-launch to help their solutions grow. Learn more about meShare at https://www.meshare.com/.","Cloud Computing, Cloud Infrastructure, Internet of Things, Smart Building, Smart Cities, Smart Home, Software, Video, Video Streaming",http://www.meshare.com,"Milpitas, California, United States","meShare is a cloud platform helping businesses integrate Video and IoT solutions into their processes, products, and services.","2,451","547,401","395,412.83",-18.12%,17.56%,529,2.52,-19.81%,35.23%,28.25%,"170,570","28,183",19.79%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2014-07-19,day,3,51-100,"Andrew Xie, Charlie Wan, Kevin Wan",4,"2,601",,,
Kmesh.io,https://www.crunchbase.com/organization/kmesh-io,"Kmesh.io is a multi-cloud data orchestration company that develops a data mobility platform designed to easily distribute data. It provides software that distributes data, across on-prem, clouds, countries, and edges, as a single global namespace. It was founded in 2015 and is based in Santa Clara, California.","Cloud Computing, Cloud Data Services, Cloud Infrastructure, Cloud Management, Private Cloud, Software",http://www.kmesh.io,"Santa Clara, California, United States",Kmesh.io is a multi-cloud data orchestration company that develops a data mobility platform designed to easily distribute data.,"286,247","534,294","448,908.5",-25.46%,-37.06%,321,1.18,1.27%,88.43%,3.96%,"173,556","38,134",28.16%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2015-01-01,year,3,11-50,"Michael Nishimoto, Ramanand Narayanan, Vinay Gaonkar",,,,,
Cohesity,https://www.crunchbase.com/organization/cohesity,"Cohesity makes data work by consolidating secondary storage silos onto a hyperconverged, web-scale data platform that spans both private and public clouds. Enterprise customers begin by radically streamlining their backup and data protection, then converge file and object services, test/dev instances, and analytic functions to provide a global data store. Cohesity counts many Global 1000 companies among its rapidly growing customer base. CRN named Cohesity a Top 25 Disrupter and one of the 10 Coolest Hyperconverged Products of 2016.  Cohesity is a group of passionate individuals working together to bring innovation to the storage landscape. Their group has employees from renowned companies such as Google, Nutanix, Riverbed, VMware, Netflix, Aster Data, and others in the heart of Silicon Valley.","Analytics, Cloud Computing, Data Center, Data Storage, Information Technology",http://www.cohesity.com,"San Jose, California, United States","Cohesity offers hyperconverged secondary storage for backups, test/dev, file services, and analytics use cases.","11,140","472,570","428,655",39.72%,37.64%,"1,810",5.04,35.45%,46.09%,-5.34%,"189,106","-41,606",-18.03%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2013-06-01,month,1,1001-5000,Mohit Aron,,,17063309,USD,17063309
Corezoid,https://www.crunchbase.com/organization/corezoid,"Every company has core processes. Today they are living in chaos. Corezoid is a cloud process engine that allows companies to create their own digital core to organize the chaos, do less hardcoding and concentrate on business growth.  Digital core increases the speed of launching new products, reduces the cost of software support and development, helps to fix an outdated company’s backend. It is a stem cell for software engineering. A completely new approach to the IT-solutions development.  Features 1. Rapid integration into any type of business process. 2. Low cost, flexible system. 3. Faster with fewer developers. Why it’s great While you read this text, 140,086 small corezoids have easily handled the work of huge online banks and implemented about a million logical operations.","Business Intelligence, Cloud Computing, Cloud Infrastructure, Enterprise Software, Internet, Internet of Things, Small and Medium Businesses, Telecommunications",https://corezoid.com/,"Redwood City, California, United States",Corezoid provides a Platform-as-a-Service cloud operating system that enables companies to build agile business processes.,"189,812","462,083","180,900.83",360.11%,"3,942.86%",283,1.38,3.19%,71.29%,1.22%,"185,328","-311,702",-62.71%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2014-07-20,day,1,11-50,Alexander Vityaz,,,,,
Rubrik,https://www.crunchbase.com/organization/rubrik,"Rubrik offers live data access for recovery and application development by fusing enterprise data management with web-scale IT and eliminating backup software. This marks the end of a decade-long innovation drought in backup and recovery, the backbone of IT. Within minutes, businesses can manage the explosion of data across private and public clouds.","Cloud Computing, Cloud Data Services, Information Technology, Security, Software",http://rubrik.com/,"Palo Alto, California, United States",Rubrik offers live data access for recovery and application development by fusing enterprise data management with web-scale IT.,"9,751","409,034","665,206.5",-13%,8.08%,963,3.66,4.77%,42.45%,-11.67%,"201,812","29,042",16.81%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2014-01-01,year,4,1001-5000,"Arvind Jain, Arvind Nithrakashyap, Bipul Sinha, Soham Mazumdar",8,,26843035,USD,26843035
Rocketbook,https://www.crunchbase.com/organization/rocketbook-wave,Rocket Innovations connects natural writing surfaces to the cloud using your smartphone. Our flagship Rocketbook notebook combines the freedom of pen and paper with the utility of cloud services. It also erases itself in a microwave. The Rocketbook has become one of the most widely funded Indiegogo campaigns ever.,"Cloud Computing, Mobile, Software",https://getrocketbook.com/,"Boston, Massachusetts, United States",Rocketbook is a cloud-connected reusable notebook.,"15,895","397,031","332,062.17",-9.21%,-2.68%,363,2.71,18.51%,51.14%,-16.86%,"213,935","21,292",11.05%,"Greater Boston Area, East Coast, New England",Active,2014-06-01,month,2,1-10,"Jake Epstein, Joe Lemay",3,"92,647",,,
Cloud Native Computing Foundation (CNCF),https://www.crunchbase.com/organization/cloud-native-computing-foundation,"Cloud native computing uses an open source software stack to deploy applications as microservices, packaging each part into its own container, and dynamically orchestrating those containers to optimize resource utilization. The Cloud Native Computing Foundation (CNCF) hosts critical components of cloud native software stacks, including Kubernetes and Prometheus. CNCF serves as the neutral home for collaboration and brings together the industry’s top developers, end users and vendors – including the world’s largest public cloud and enterprise software companies as well as dozens of innovative startups. CNCF is part of The Linux Foundation, a nonprofit organization.","Cloud Computing, Cloud Infrastructure, Non Profit, Open Source, Software",https://www.cncf.io,"San Francisco, California, United States",CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.,"3,474","392,131","367,167",15.23%,-18.75%,416,1.81,-11.78%,73.47%,4.18%,"215,827","-13,882",-6.04%,"San Francisco Bay Area, West Coast, Western US",Active,2015-12-01,month,1,11-50,Saad Ali,,,,,
Rancher Labs,https://www.crunchbase.com/organization/rancher-labs,"Rancher Labs provides an open-source container management software for enterprises. It leverages containers to accelerate software development and improve IT operations. The platform makes it easy to manage all aspects of running containers in development and production environments, on any Kubernetes cluster. It has over 80 million downloads and enterprise-class support. The company was founded in 2014 and is headquartered in Cupertino, California.","Cloud Computing, Information Technology, Software",http://rancher.com/,"Cupertino, California, United States",Rancher Labs provides an open-source container management software for enterprises.,"9,223","389,897","496,936.83",-9.59%,5.97%,497,2.12,-22.16%,65.86%,13.71%,"216,725","22,234",11.43%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2014-01-01,year,4,101-250,"Darren Shepherd, Shannon Williams, Sheng Liang, Will Chan",,,,,
Morpheus Data,https://www.crunchbase.com/organization/morpheus,"Morpheus Data an agnostic cloud management platform designed from the ground up to unify management of multi-cloud and hybrid IT while empowering DevOps teams with self-service provisioning of bare metal, VM, and container-based application services. It is a single platform that unifies the tools that already in and standardizes processes across multiple clouds with complete application lifecycle management, provisioning, backup, logging, monitoring, reporting, and access control. The company was founded in 2015 and is headquartered in Greenwood Village, Colorado.","Cloud Computing, Cloud Management, Information Technology, SaaS",https://www.morpheusdata.com/,"Greenwood Village, Colorado, United States",Morpheus Data is a multi-cloud management platform for hybrid IT and DevOps automation.,"10,551","383,970","477,652",-47.86%,-40.77%,"1,254",7.78,12.14%,31.29%,63.39%,"219,067","86,278",64.97%,"Greater Denver Area, Western US",Active,2015-01-01,year,1,11-50,Jeffrey Drazan,,,,,
GNS3 Technologies,https://www.crunchbase.com/organization/gns3,"GNS3 provides a virtual environment to design & optimize networks of any size without the need for physical hardware infrastructure. GNS3 exists because there is a definitive gap for network professionals when it comes to building, testing, and training on network hardware. GNS3 allows its users access to what was once a long and expensive process at a fraction of the time and cost.","Cloud Computing, Network Security, Software",http://www.gns3.com,"Sunnyvale, California, United States",The Multi-Vendor Virtual Environment for Network Design + Testing.,"91,829","347,342","364,373.5",-4.43%,8.84%,702,1.94,12.86%,56.14%,-13.97%,"235,000","15,735",7.18%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2013-06-01,day,2,1-10,"Jeremy Grossmann, Stephen Guppy",,,,,
HostingAdvice.com,https://www.crunchbase.com/organization/hostingadvice-com,"HostingAdvice.com was created by a team of real web experts who have a combined 54 years of experience in web hosting. From sites with millions of visits to small personal projects, our programmers and tech managers spend thousands of dollars monthly on a wide variety of hosting services. Our mission is pretty simple: to provide users with the most dependable, trustworthy hosting advice found on the web.","Cloud Computing, Digital Media, Information Technology, Internet, News, Software, Web Hosting",https://www.hostingadvice.com/,"Gainesville, Florida, United States","""The Authority on Web Hosting."" Featuring reliable advice, how-to guides, reviews, and more from hosting and programming experts.","353,532","325,035","266,702.5",12.15%,44.77%,401,1.39,-4.19%,80.82%,16.83%,"237,203","-5,555",-2.29%,"East Coast, Southern US",Active,2014-12-01,month,,11-50,,,,,,
RecVue,https://www.crunchbase.com/organization/recvue,"RecVue simplifies billing by leveraging the most robust and complete Order-to-Cash platform on the market. RecVue reduces the time to revenue, optimizes billing and revenue processes, and boosts customer satisfaction. Our customers have cut the bill-to-invoice cycle by up to 61% and streamlined Days Receivable Outstanding by up to 25%. The platform integrates with any front end ERP or back end CRM applications. It includes transaction mediation tuned to support high volumes of transactions, complete billing-to-invoice capabilities, advanced pricing support, partner management/revenue sharing, and robust analytics and reporting.  For more information, visit: https://www.recvue.com  For more information, visit http://www.recvue.com","Billing, Cloud Computing, Enterprise Software, SaaS",http://www.recvue.com,"Palo Alto, California, United States","RecVue's Order-to-Cash platform helps modern businesses automate complex billing models, enabling them to scale at speed.","26,232","312,440","431,413",65.71%,-5.54%,"1,535",3.15,-4.5%,53.66%,-7.05%,"252,796","-92,139",-26.71%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2016-01-01,day,1,101-250,Nishant Nair,,,,,
Baremetrics,https://www.crunchbase.com/organization/baremetrics,"Baremetrics gives you zero-setup, one-click SaaS analytics for your Stripe account. No more wondering if you set up integration correctly with other analytics apps or trying to reimport old data to bring your analytics package up to speed.","Analytics, Business Intelligence, Cloud Computing, Data Visualization",https://baremetrics.com,"San Francisco, California, United States",Subscription Analytics and Insights,"31,119","303,222","342,308.67",76.39%,254.52%,"1,099",2.48,45.25%,62.75%,-6.19%,"248,711","-97,953",-28.26%,"San Francisco Bay Area, West Coast, Western US",Active,2013-10-14,day,1,1-10,Josh Pigford,,,,,
Automate.io,https://www.crunchbase.com/organization/automate-io,"Automate.io, an Indian startup that builds connectivity and integrations with over 200 services, as the workplace productivity startup looks to accelerate its product expansion to become more compelling for tens of millions of individuals and businesses that are increasingly moving to digital collaborative tools.","Cloud Computing, Data Integration, Developer APIs, Marketing Automation, SaaS, Sales Automation, Software",https://automate.io,"San Francisco, California, United States","Use tens of  cloud apps? Connect them the way you want. Sync data,  automate workflows - marketing, sales and more. ","30,262","288,281","437,845",-15.42%,52.91%,315,1.81,1.53%,60.83%,-0.21%,"257,752","40,744",18.78%,"San Francisco Bay Area, West Coast, Western US",Active,2015-09-01,day,1,11-50,Ashok Reddy Gudibandla,,,,,
