Organization Name,Organization Name URL,Full Description,Industries,Website,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth,Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Number of Founders,Number of Employees,Founders,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Teradata,https://www.crunchbase.com/organization/teradata,"Teradata is the connected multi-cloud data platform for enterprise analytics company. Our enterprise analytics solve business challenges from start to scale. Only Teradata gives you the flexibility to handle the massive and mixed data workloads of the future, today. Teradata offers analytic data platforms, applications, and services for data warehousing and analytic technologies. The company was founded in January 1979 and is globally headquartered in San Diego, California.","Analytics, Big Data, Business Intelligence, Cloud Data Services, Cloud Storage, Consulting, Marketing, Private Cloud, SaaS, Software",https://www.teradata.com,"San Diego, California, United States",Teradata is the connected multi-cloud data platform company. Our enterprise analytics solve business challenges from start to scale.,"83,879","517,688","459,339.33",10.26%,88.48%,720,2.9,29.29%,53.18%,-12.98%,"177,644","-5,739",-3.13%,"Greater San Diego Area, West Coast, Western US",Active,1979-01-01,day,7,5001-10000,"Carroll Reed, David Hartke, Jack Shemer, Jerold Modes, Philip Neches, Walter Muir, William Worth",12,,5373,USD,5373
1Path,https://www.crunchbase.com/organization/onepath-systems-llc,,"Cloud Data Services, Communications Infrastructure, Information Technology, IT Infrastructure",https://1path.com,"Kennesaw, Georgia, United States","1Path is the one source for all things to do with designing, deploying, and supporting technology from cable to cloud.","163,136","379,808","140,265.33",24.03%,-0.55%,"2,153",5.42,-2.15%,16.74%,-21.7%,"212,657","-20,917",-8.96%,"Greater Atlanta Area, East Coast, Southern US",Active,1997-01-01,year,,501-1000,,,,11645379,USD,11645379
NetDocuments,https://www.crunchbase.com/organization/netdocuments,"NetDocuments enables businesses of all sizes to create, secure, manage, access, and collaborate on documents and email anywhere at any time. With hundreds of thousands of users across 140 countries, organizations enjoy the power and simplicity of built-in disaster recovery, matter centricity, enterprise search, mobility, records management, collaboration, and compliance for documents and email. It was founded in 1999 and headquartered in Lehi, Utah.","Cloud Data Services, Email, Enterprise Software, SaaS, Software",http://netdocuments.com,"Lehi, Utah, United States","NetDocuments enables businesses of all sizes to create, secure, manage, access, and collaborate on documents and email anywhere, any time.","12,321","352,196","233,295.83",10.35%,39.43%,732,3.72,22.37%,30.52%,-14.51%,"232,661","-7,501",-3.12%,Western US,Active,1999-01-01,year,1,251-500,Kenneth Duncan,10,25,,,
Digital River,https://www.crunchbase.com/organization/digital-river,"Founded in 1994, Digital River is a leading global provider of Commerce-as-a-Service solutions. The company offers multi-tenant, SaaS commerce, payments and marketing services to business-to-business (B2B) and business-to-consumer (B2C) digital product and cloud service companies as well as branded manufacturers. Customers range in size from small to mid-sized companies to multi-national enterprises from a variety of industries, including, software, consumer electronics, computer games, publishing, travel, music, video games, electronic toys, housewares, medical equipment, power tools and direct-selling, among others. In 2013, Digital River processed more than $30 billion in online transactions.  Digital River’s commerce, payments and marketing solutions operate as part of its customers' commerce sales channels. The solutions facilitate commerce transactions, drive traffic to online stores, and enable increased conversion rates and sales through the offering of local payment methods. The company’s services include responsive and adaptive site design, development and hosting of commerce stores, merchandising, order management, fraud prevention screening, processing of popular local online payment methods, transacting in global currencies, export controls and management, tax compliance and management, digital product delivery via download, integration with third-party agencies for physical product fulfillment, multi-lingual customer service, subscription management, and online marketing services, including email marketing, paid search program management, website optimization, web analytics and reporting, among other programs.  Digital River is headquartered in Minnetonka, Minnesota with more than 30 offices around the world, including Seattle, Washington; Aliso Viejo, San Diego and San Francisco, California; Victoria, BC, Canada; Cologne, Germany; London, England; Shannon, Ireland; Stockholm, Sweden; Luxembourg, Luxembourg; Moscow, Russia; Shanghai and Beijing China; São Paulo, Brazil; Taipei, Republic of China (Taiwan); and Tokyo, Japan. Digital River’s clients include Acer, Adobe, ArenaNet, Autodesk, AVAST, BlackBerry, Expedia.com, HarperCollins, Jawbone, Kaspersky Lab, Lenovo, Logitech, Mattel, McAfee, Microsoft, Nuance, Panasonic, Razer, Samsung, SanDisk, Seagate, Siemens, Skullcandy, Spotify, Square Enix, TechSmith, Thunder Tiger, Ticketmaster, Trend Micro, Ubisoft, Vistaprint, VMware, Western Digital and Wix.com.","Broadcasting, Cloud Data Services, E-Commerce, Payments, Retail, Software",http://digitalriver.com,"Minnetonka, Minnesota, United States","Global Commerce, Marketing and Payments","7,928","337,085","470,532.83",7.1%,-41.2%,254,2.6,10.01%,57.17%,4.4%,"231,241","1,970",0.86%,"Greater Minneapolis-Saint Paul Area, Great Lakes, Midwestern US",Active,1994-01-01,year,1,1001-5000,Joel Ronning,1,,,,
Salesforce Foundation,https://www.crunchbase.com/organization/salesforce-org,"Salesforce Foundation provides cloud-based solutions based on the Salesforce platform for nonprofits and educational institutions. It offers donated and discounted technologies to connect their organizations and accelerate their impact. It also provides grants inspired by its employees, technologies, and communities. The company is driven to promoting a culture of caring and helping employees give back. As a social enterprise, the more missions its technology supports, the more it can invest back into the community, creating an endless circle of good. Salesforce.org was founded in 2000 and is headquartered in San Francisco, California.","Cloud Data Services, Information Technology, Internet, Non Profit, Software",http://www.salesforce.org,"San Francisco, California, United States",Salesforce Foundation provides cloud-based solutions based on the Salesforce platform for nonprofits and educational institutions.,"177,044","325,402","266,252.33",2.81%,31.9%,306,1.64,27.2%,73.7%,-10.15%,"245,734","4,235",1.75%,"San Francisco Bay Area, West Coast, Western US",Active,2000-01-01,year,1,10001+,Suzanne DiBianca,,,,,
ATTOM Data Solutions,https://www.crunchbase.com/organization/attom-data-solutions,"ATTOM Data Solutions provides premium property data to power products that improve transparency, innovation, efficiency and disruption in a data-driven economy. ATTOM multi-sources property tax, deed, mortgage, foreclosure, environmental risk, natural hazard, and neighborhood data for more than 155 million U.S. residential and commercial properties covering 99 percent of the nation’s population. A rigorous data management process involving more than 20 steps validates, standardizes and enhances the data collected by ATTOM, assigning each property record with a persistent, unique ID — the ATTOM ID. The 20TB ATTOM Data Warehouse fuels innovation in many industries including mortgage, real estate, insurance, marketing, government and more through flexible data delivery solutions that include bulk file licenses, property data APIs, real estate market trends, marketing lists, match & append and introducing the first property data delivery solution, a cloud-based data platform that streamlines data management – Data-as-a-Service (DaaS).","Analytics, Big Data, Cloud Data Services, Commercial Real Estate, Real Estate, Real Estate Investment",https://www.attomdata.com,"Irvine, California, United States",ATTOM Data Solutions is a market-leading provider of real estate and property data.,"112,256","312,178","182,930.83",34.02%,77.74%,583,1.84,23.86%,64.36%,-16.93%,"252,928","-45,566",-15.27%,"Greater Los Angeles Area, West Coast, Western US",Active,1996-01-01,year,1,101-250,Rob Barber,,,108707,USD,108707
Aprimo,https://www.crunchbase.com/organization/aprimo,"Aprimo delivers technology and insight that accelerates marketing productivity and the ability of marketing to document performance. Aprimo provides an Enterprise Marketing Management (EMM) product to leading marketing organizations around the world. Aprimo's software is built on its visionary Enterprise Marketing Backbone which uses a services oriented architecture (SOA) that eliminates marketing as an island of automation.  Aprimo is the global leader in delivering technology and insight that accelerates marketing productivity and the ability of marketing to document effective performance. Aprimo provides an Enterprise Marketing Management (EMM) product to leading marketing organizations around the world. Aprimo's software is built on its visionary Enterprise Marketing Backbone™ which uses a services oriented architecture (SOA) that eliminates marketing as an island of automation. Aprimo Marketing Studio offers an integrated, interactive marketing solution that enables to develop, implement and manage every aspect of online marketing activities. Aprimo Marketing Studio includes traffic generation features missing from nearly all existing marketing automation products. Marketing Studio is designed as a true Software-as-a-Service system to tap underserved market and establish a leadership position in the emerging Online Marketing Management space aimed at mid-size and larger companies.","Cloud Data Services, Enterprise Software, Marketing, Software",http://www.aprimo.com,"Indianapolis, Indiana, United States",Aprimo provides an enterprise marketing management solution that enables businesses to implement and manage online marketing activities.,"125,638","268,193","402,274.83",29.03%,34.94%,954,4.34,14.19%,29.86%,4.15%,"270,929","-33,836",-11.1%,"Great Lakes, Midwestern US",Active,1998-01-01,year,1,10001+,Bill Godfrey,,,,,
Intermedia,https://www.crunchbase.com/organization/intermedia,"Intermedia gives customers and partners the freedom to focus on business, not IT. We do it by integrating 20+ essential cloud IT apps with a single point of control—and backing it with levels of reliability, security and support that assure a Worry-Free Experience™. Intermedia is a one-stop shop for cloud business applications. Our Office in the Cloud™ suite integrates the essential IT services that SMBs need to do business, including email, voice, file syncing and sharing, conferencing, instant messaging, identity and access management, mobility, security and archiving. Office in the Cloud goes beyond unified communications to encompass a wider breadth of fundamental IT services, delivered by a single provider. Intermedia serves over 65,000 businesses and has more than 5,500 active partners, including VARs, MSPs, telcos and cable companies. Our award-winning Partner Program lets partners sell under their own brand with full control over billing, pricing and every other element of their customer relationships. Intermedia is the world’s largest independent provider of hosted Exchange. Intermedia has over 700 employees worldwide who manage numerous datacenters to power our Office in the Cloud—and to deliver customers and partners our Worry-Free Experience™.","Cloud Data Services, Collaboration, Enterprise Software, SaaS, Software",https://www.intermedia.com,"Mountain View, California, United States",Intermedia provides cloud IT services and business applications for small and medium-sized businesses.,"111,789","238,750","252,661.33",-10.54%,-12.08%,393,1.68,0.53%,71.12%,7.04%,"293,578","36,655",14.27%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,1995-01-01,year,2,501-1000,"Jay Gould, Michael Choupak",2,,,,
ViewPoint,https://www.crunchbase.com/organization/viewpoint-2,"ViewPoint Cloud is an all-in-one citizen service platform for intake, payment, processing, inspection, and reporting. ViewPoint Cloud is the leading citizen service platform because it was designed with their customers and their citizens in mind. It is powerful, intuitive, and simply put, beautiful. They poured their hearts into building something that raises the standard for all government software. Now, they’re empowering communities of all sizes across the United States to put that software into action.","Cloud Data Services, Computer, GovTech, Software",http://www.viewpointcloud.com,"Boston, Massachusetts, United States",ViewPoint Cloud makes it easy to manage permit and license requests from intake to issuance.,"443,300","238,249","290,976",-14.2%,18.43%,482,2.95,-2.32%,39.78%,11.34%,"304,961","40,493",15.31%,"Greater Boston Area, East Coast, New England",Active,1995-01-01,year,1,11-50,Nasser Hajo,,,,,
CCC Information Services,https://www.crunchbase.com/organization/ccc-information-services,"CCC is a SaaS platform for the multi-trillion-dollar P&C insurance economy powering operations for insurers, repairers, automakers, part suppliers, lenders, and more. CCC cloud technology connects more than 30,000 businesses digitizing mission-critical workflows, commerce, and customer experiences. A trusted leader in AI, IoT, customer experience, network and workflow management, CCC delivers innovations that keep people’s lives moving forward when it matters most.","Artificial Intelligence, Cloud Data Services, Computer, Information Technology, Insurance, SaaS, Service Industry, Software, Technical Support",http://www.cccis.com,"Chicago, Illinois, United States",CCC Information Services help companies improve their claims management process through better decision-making.,"4,949","228,659","263,311",36.82%,52.17%,913,3.28,-18.7%,72.41%,23.8%,"302,224","-57,167",-15.91%,"Greater Chicago Area, Great Lakes, Midwestern US",Active,1980-01-01,year,1,1001-5000,Howard Tullman,19,"1,113",,,
Professional Bull Riders,https://www.crunchbase.com/organization/professional-bull-riders,"Headquartered in Colo., the Professional Bull Riders, Inc. was created in 1992 when a group of 20 visionary bull riders broke away from the traditional rodeo scene seeking mainstream attention for the sport of professional bull riding. They felt that, as the most popular event at a rodeo, bull riding deserved to be in the limelight and could easily stand alone. Each rider invested a hard-earned $1,000, a few of them borrowing from family and friends, to start the PBR.","Cloud Data Services, Information Technology",http://www.pbr.com/,"Pueblo, Colorado, United States","A Pueblo, Colo.-based bull riding circuit","285,024","221,259","180,124.67",9.31%,80.83%,481,2.24,-18.5%,59.29%,2.83%,"309,121","-1,154",-0.37%,Western US,Active,1992-01-01,year,1,51-100,Ty Monroe Murray,1,,,,
Ness Digital Engineering,https://www.crunchbase.com/organization/ness-technologies,"Ness Technologies, Inc. provides information technology and business planning services in North America, Latin America, Europe, the Middle East, and Asia. The company operates in three segments: Software Product Engineering; System Integration, Application Development, and Consulting; and Software Distribution. The Software Product Engineering segment operates approximately 50 product labs for independent software vendors, high-tech companies, and global organizations that build or rely on commercial-grade software to generate revenue. The System Integration, Application Development, and Consulting segment offers information technology (IT) services, including enterprise resource planning and customer relationship management solutions; business intelligence and data warehousing systems; document management and knowledge management solutions; enterprise application integration solutions; proprietary and turnkey solutions; command and control and real-time systems; geographic information systems; telecommunications systems; IT outsourcing; strategic consulting services; quality assurance, testing, and user interface engineering; and training and user assimilation services. The Software Distribution segment markets and sells enterprise software licenses of approximately 30 third-party software vendors to corporate clients. This segment also provides a range of installation and support services related to those licenses. The company serves various industries, including high-tech, utilities and government, financial services, defense and homeland security, manufacturing, media, and life sciences and healthcare. Ness Technologies has strategic alliances and partnerships with Chordiant, EMC Documentum, IBM, Hewlett Packard, Microsoft, Oracle, and SAP. It serves approximately 500 clients with operations in 18 countries. The company was founded in 1999 and is based in Tel Aviv, Israel.","Business Development, Cloud Data Services, Consulting, Information Technology, Software",http://www.ness.com,"Teaneck, New Jersey, United States","Digital Engineering provides information technology and business planning services in North America, Latin America and Europe.","105,413","209,346","146,228.83",41.18%,-38.72%,383,4.29,-19.58%,38.8%,73.99%,"332,829","-73,284",-18.05%,"Greater New York Area, East Coast, Northeastern US",Active,1998-01-01,year,1,1001-5000,Zev Wolfson,45,,,,
IceWarp,https://www.crunchbase.com/organization/icewarp,"IceWarp Mail Server is a highly integrated messaging platform designed to meet all of your modern communication needs. It combines secure emails, scheduling, real-time collaboration, cloud storage and document editing, Microsoft Outlook integration, desktop tools including a personal desktop email client and an alternative office suite. On your server or in our cloud with your choice of data centers.","Cloud Data Services, Collaboration, Communications Infrastructure, Messaging",https://www.icewarp.com,"Springfield, Virginia, United States","IceWarp Server is a complete e-mail server, collaboration and cloud storage solution.","189,888","154,050","139,761.5",-38.87%,29.43%,343,1.71,-38.36%,65.06%,25.7%,"395,258","127,832",47.8%,"Washington DC Metro Area, East Coast, Southern US",Active,1999-01-01,year,2,51-100,"Jakub Klos, Ladislav Goč",,,189462,USD,189462
The Neat Company,https://www.crunchbase.com/organization/the-neat-company,"Neat®, a leader in Cloud-based Digital Filing Systems for the home and small business, transforms the way people work and live by offering solutions that change the way they deal with paper and digital information. Neat’s unique combination of cloud, mobile, desktop software, and hardware scanning solutions  create a comprehensive Digital Filing System that helps simplify everyday tasks so their customers have more time to do what matters. Founded in 2002, Neat is an innovative and fast-growing technology company headquartered in the heart of Philadelphia. They manufacture and market a unique combination of software and hardware scanning solutions that use optical character recognition (OCR) and patented parsing technology to read and convert information on receipts, business cards, and documents and then store the information in a Digital Filing System. Neat transforms analog data into digital information, simplifying paper-intensive processes and enabling users to easily organize, store, find, secure, and use information. Their best-selling NeatDesk® product is a high-speed desktop scanner and Digital Filing System that quickly transforms all the paper on a person’s desk into organized digital files. NeatReceipts® has the same capabilities as the NeatDesk – it can scan business cards, receipts, documents, and more – in a size that is ideal for travel. Neat’s proprietary software features an intuitive design that makes it easy for users to identify, extract, organize, and store key information from their paper files. In 2012, Neat launched NeatCloud®, their subscription-based cloud service with a robust mobile app. Now their customers can add to – or access – their Neat accounts from anywhere, even using the cameras on their mobile devices to “scan” items on the go. Neat’s products, which are available for both PC and Mac users, are available directly from the Neat online store, at select retail stores, and through authorized resellers.  Neat has been named to the Inc. 500 list three consecutive years, is a past winner of the Philly 100 and the Deloitte Fast 50, and has been recognized for product innovation by the Consumer Electronics Association, iF Design Awards, Red Dot Design Awards, and Spark! Awards. In 2012, Neat was named the Technology Company of the Year by the Philadelphia Alliance for Capital and Technology (PACT). They’ve been named the Best Small Company to work for by Philadelphia Magazine and the Start-up of the Year by the Eastern Technology Council, and they’ve been prominently featured in a variety of media outlets for designing and developing innovative products, including Fast Company, Macworld, Business Week, Wall Street Journal, USA Today, Oprah’s O Magazine, the Martha Stewart TV show, The View TV show, as well as countless blogs and web sites.","Cloud Data Services, Document Management, Hardware, Information Services, Information Technology, Mobile, Social Media, Software",http://www.neat.com,"Philadelphia, Pennsylvania, United States",The Neat Company offers a cloud-based mobile digital filing system that transforms digital and paper documents into organized information.,"37,590","150,571","134,553.67",37.11%,150.93%,675,2.53,-3.58%,43.66%,-3.66%,"401,660","-66,599",-14.22%,"Greater Philadelphia Area, Great Lakes, Northeastern US",Active,2002-01-01,year,1,51-100,Rafi Spero,3,0,2098186,USD,2098186
Baer Consulting,https://www.crunchbase.com/organization/baer-consulting,,"Cloud Data Services, Information Technology, Outsourcing",https://baer-consulting.com,"Conifer, Colorado, United States","Baer Consulting provides mainframe modernization, re-hosting, consolidation, data center outsourcing, and cloud services.","1,722,259","133,712","225,083.67",-74.93%,193.52%,"4,391",41.3,392.91%,21.31%,6.55%,"435,680","277,772",175.91%,"Greater Denver Area, Western US",Active,1982-01-01,year,,11-50,,,,,,
