Organization Name,Organization Name URL,Full Description,Industries,Website,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth,Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Number of Founders,Number of Employees,Founders,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Support.com,https://www.crunchbase.com/organization/support-com,"Support.com Cloud is designed to function like a GPS for customer support. Their Support.com Agent Support application offers an easy-to-use interface that makes it simple for support agents to launch Guided Paths® that walk them through the exact steps they need to solve even the knottiest end-user technical problems. Full-feature remote access to the user’s connected technology is built right in, and detailed data is gathered throughout the entire interaction, providing valuable insights to support center management and a feedback loop for the continual improvement of Guided Paths.","Cloud Computing, SaaS, Software",http://www.support.com/,"Redwood City, California, United States",Support.com is a leading provider of cloud-based software and services for technology support.,"149,661","1,327,132","1,858,385.33",-7.02%,-0.94%,315,1.47,-9.02%,71.79%,3.06%,"86,149","10,255",13.51%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,1997-01-01,year,1,1001-5000,Mark Pincus,12,,,,
Granicus,https://www.crunchbase.com/organization/granicus,"Granicus provides technology that empowers government organizations to create better lives for the people they serve. By offering the industry’s leading cloud-based solutions for communications, meeting and agenda management, and digital services to more than 3,000 public sector organizations, Granicus helps turn government missions into quantifiable realities. Granicus products connect more than 150 million people, creating a powerful network to enhance government transparency and citizen engagement. By optimizing decision-making processes, Granicus strives to help government realize better outcomes and have a greater impact for the citizens they serve. As a company, Granicus helps empower some of the most creative people in the world who innovate within complex public sector organizations. We help make policies more effective and to transform the citizen experience so that everything from road closures to fostering programs are better communicated, understood, and ultimately successful. Granicus and GovDelivery – both founded in 1999 – merged to form a new joint effort to support the needs of the public sector. As a newly-combined entity, Granicus’ mission reflects those of its legacy companies in delivering services that bring value to the public and help government accomplish its goals. This powerful alignment allows us to bring even more scale and innovation to the clients we serve.","Cloud Computing, Collaboration, Enterprise Software, GovTech, Software, Video Streaming",http://www.granicus.com,"Denver, Colorado, United States",Granicus provides technology that empowers government organizations to create better lives for the people they serve.,"84,591","1,248,343","1,076,911.17",41.47%,-22.78%,583,2.24,-4.85%,66.26%,3.56%,"90,131","-19,594",-17.86%,"Greater Denver Area, Western US",Active,1999-12-01,day,4,251-500,"Javier Muniz, Scott Burns, Tom Spengler, Zach Stabenow",,,5723165,USD,5723165
Replicon,https://www.crunchbase.com/organization/replicon,"Replicon Inc. started operations in 1996, and has grown phenomenally, based on the value and rapid adoption of our class-leading time and expense management solutions. Our award-winning products are used by more than 1.5 million people in over 8,000 organizations across 70 countries. We help customers to better manage workforce attendance, expenses, projects, professional services teams, and shared services resources.  Our diverse customer base—from start-ups to Fortune 500 companies—trusts Replicon  to help reduce compliance risk, keep costs down, and provide greater insight into  business performance.","Cloud Computing, Enterprise Software, Project Management, Software",http://www.replicon.com,"Redwood City, California, United States","We help businesses capture, manage and optimize their most underutilized asset - time.","5,639","1,156,617","1,075,219.5",5.44%,-15.39%,962,3.68,-3.55%,41.12%,6.81%,"95,427","2,767",2.99%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,1996-01-01,year,2,501-1000,"Lakshmi Raj, Raj Narayanaswamy",7,736,596755,USD,596755
Caspio,https://www.crunchbase.com/organization/caspio,"Caspio is the #1 online database platform for creating business applications, custom forms and reports fast and without coding.  With an intuitive point-and-click app builder, non-technical business users will be able to create custom web apps fast and at a fraction of cost compared with traditional software development. All Caspio-powered apps can be seamlessly deployed on your own website, intranet, CMS, blog, or any other web property.  With Caspio’s online database platform, you can create apps 20 times faster than conventional development. Your apps are very easy to maintain and you can scale up or down as your needs change. Since 2000, organizations of all sizes have been utilizing the platform to create custom apps that streamline processes, enhance workflow and experience much more agility. Caspio is a certified partner of Amazon Web Services and Microsoft.","Cloud Computing, PaaS, SaaS, Software",http://www.caspio.com,"Santa Clara, California, United States",Caspio is the #1 cloud platform for creating custom database applications fast and without coding.,"121,774","1,110,514","1,492,421.5",-17.42%,48.7%,861,3.61,0.75%,64.55%,5.11%,"98,333","18,728",23.53%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2000-01-01,year,1,51-100,Frank Zamani,,,1060094,USD,1060094
Vichra,https://www.crunchbase.com/organization/vichra,,"Cloud Computing, Email, IT Management, Network Hardware",http://www.vichra.com,"Scottsdale, Arizona, United States","Vichra provides IT network services in combination with helpdesk support, cloud services, secure email and payments.","919,075","1,106,103","1,248,352.33",-48%,-37.62%,252,5.43,24.35%,4.81%,-77.17%,"101,841","41,528",68.85%,"Greater Phoenix Area, Western US",Active,2002-01-01,month,,11-50,,,,,,
CompuNet,https://www.crunchbase.com/organization/compunet,"CompuNet, Inc. is a leading value-added reseller (VAR) and managed service provider for information technology solutions, with 8 offices in the Northwest and headquartered in Meridian, Idaho.  Their approach is to understand our clients’ business needs, engineer IT solutions that precisely fit those needs, and deploy those solutions on time and on budget. In other words, they strive to create technology solutions that are a perfect fit with what you want to accomplish today and tomorrow.","Cloud Computing, Information Services, Information Technology",http://www.compunet.biz/,"Meridian, Idaho, United States",CompuNet is a leading value-added reseller (VAR) and managed service provider for information technology solutions.,"184,096","1,011,487","280,916.83",169.93%,69.52%,912,3.67,2.01%,31.13%,15.08%,"108,829","-105,749",-49.28%,Western US,Active,1998-01-01,year,1,101-250,Hans-Dieter Koch,,,1143147,USD,1143147
Axele,https://www.crunchbase.com/organization/axele,"Axele offers their services to truckload companies to help them find their loads and increase the profits and grow their business. They work to make every truckload carrier efficient, productive and profitable through the use of technology. Their TMS connects all the systems to create a one-stop shop to run the business, optimize load planning, and maximize revenue.","Business Development, Cloud Computing, Software, Transportation",https://www.axele.com,"Dallas, Texas, United States",Axele offers transportation management system cloud software.,"465,246","837,732","247,603.17",59.64%,526.54%,"6,704",5.85,229.76%,31.08%,-47.43%,"120,745","-39,028",-24.43%,"Dallas/Fort Worth Metroplex, Southern US",Active,2000-01-01,year,1,251-500,Ravi Ahuja,,,,,
Global Telecom & Technology (GTT),https://www.crunchbase.com/organization/global-telecom-technology,"Global Telecom & Technology (GTT) is a new breed of telecom company - the technology and global network integrator.  As the telecommunications management specialists, GTT can provide custom-fit solutions for wide area network services or enterprise mobility solutions.   GTT brings telecommunications management with a consultative approach, and over 10 years of experience to back it up.","Cloud Computing, Enterprise Software, Mobile, Telecommunications",http://www.gtt.net,"Mclean, Virginia, United States",Global Telecom & Technology provides custom-fit cloud networking services and enterprise mobility solutions.,"9,106","772,485","213,318.17",495.3%,-14.02%,650,3.57,-45.82%,24.66%,-20.12%,"128,155","-290,746",-69.41%,"Washington DC Metro Area, East Coast, Southern US",Active,1998-01-01,year,1,501-1000,H. Brian Thompson,,,111322998,USD,111322998
Active Network,https://www.crunchbase.com/organization/active-network,"At ACTIVE Network, our SaaS technology platform offers intelligent and intuitive registration, secure payment processing, insightful data and services to help drive increased participation and revenue while streamlining administration. Our services enable governments and organizations to engage citizens, strengthen communities and build a more active world. We also engage over 13M participants on behalf of over 27,000 organizers through our global marketplace for activities and events. The partnerships and data insights achieved through our diverse customer base fuel innovations and allow us to deliver best-in-class solutions. Founded in 1999, ACTIVE Network is headquartered in Plano, Texas, with offices throughout North America, Europe, Asia and Australia. We are part of Global Payments Inc. (NYSE: GPN), which has been delivering innovative payment solutions for over 50 years.","Cloud Computing, Computer, Digital Marketing, Education, Government, Information Technology, SaaS, Security, Software, Universities",http://www.activenetwork.com,"Plano, Texas, United States","Software & service solutions for the full scope of activity registration, management, and marketing needs.","119,002","718,312","834,199",-33.16%,41.75%,404,1.99,-19.57%,68.77%,-1.29%,"140,034","39,338",39.07%,"Dallas/Fort Worth Metroplex, Southern US",Active,1999-08-01,day,1,501-1000,Mitch Thrower,100,"87,570",,,
(mt) Media Temple,https://www.crunchbase.com/organization/media-temple,"(mt) Media Temple  Ventures is the investment arm of [(mt) Media Temple](/organization/media-temple).   In 2007, Media Temple began making investments and acquisitions in ideas that were relevant to their brand and service vision.","Cloud Computing, Cloud Management, Web Hosting",http://www.mediatemple.net,"Los Angeles, California, United States","Media Temple offers premium web and cloud hosting solutions for web designers, developers, and creative agencies.","86,754","631,168","538,827.67",92.56%,27.13%,670,6.13,38.29%,48.37%,-18.82%,"153,868","-81,931",-34.75%,"Greater Los Angeles Area, West Coast, Western US",Active,1998-01-01,year,1,101-250,Demian Sellfors,,,,,
GT Nexus,https://www.crunchbase.com/organization/gt-nexus,"GT Nexus, Inc. provides supply chain software for importers, exporters, suppliers, logistics providers, carriers, 3PLs, brokers, and banks in the United States. The companyâ€™s solutions include Logistics Management, an on-demand trade and logistics portal that support service-oriented architecture, which provides Web-based service access to ocean and air freight invoices, as well as enables the flow of goods and trade information from order point to final payment. It offers data services, which is used to distribute purchase order data and collect shipment manifest data, as well as receive shipment event, customs, supply chain cost, and invoice data; and Web services, including application functions, such as contract and rate search, rating request, sailing schedule search, shipment status inquiry, order status inquiry, booking submission, document submission, and invoice status inquiry. GT Nexus, Inc. has strategic partnership with Integration Point.  The company was formerly known as Tradiant, Inc. GT Nexus, Inc. was founded in 1998 and is headquartered in Oakland, California.","Cloud Computing, Logistics, SaaS, Software, Supply Chain Management, Transportation",http://www.gtnexus.com,"Oakland, California, United States","GT Nexus, a cloud supply chain platform, provides logistics management solutions, data services and web services for trade communities.","143,405","608,405","347,483",234.74%,-20.11%,"1,120",4.11,-20.46%,30.88%,-1.59%,"158,033","-195,506",-55.3%,"San Francisco Bay Area, West Coast, Western US",Active,1998-01-01,year,4,501-1000,"Aaron Sasson, Greg Johnsen, John Urban, Kurt Cavano",,,,,
HealthFusion,https://www.crunchbase.com/organization/healthfusion,"HealthFusion's mission is to make the practice of medicine simpler by finding novel methods of utilizing the internet, in order to address the challenges faced by doctors in their daily work. They are dedicated to inventing solutions that make the practice of medicine more rewarding in every way possible.","Cloud Computing, Health Care, Internet, Software, Web Development",http://www.healthfusion.com,"Solana Beach, California, United States",HealthFusion's mission is to make the practice of medicine simpler by finding novel methods of utilizing the internet.,"224,395","533,965","594,225.5",26.11%,5.25%,"1,645",1.27,5.55%,85.64%,-2.84%,"173,641","-23,406",-11.88%,"Greater San Diego Area, West Coast, Western US",Active,1998-01-01,year,1,1-10,Seth Flam,,,,,
K2,https://www.crunchbase.com/organization/k2,"K2’s intuitive, cloud-based digital process automation platform gives companies the power to create modern process applications, automate workflows and transform their business.  With K2, thousands of organizations worldwide and 30% of the Fortune 500 have taken control of their business processes to increase visibility and improve operational efficiency.","Apps, Business Information Systems, Cloud Computing, Enterprise Applications, Software",http://www.k2.com,"Bellevue, Washington, United States",K2 is a low-code digital process automation in the cloud.,"5,545","509,222","603,363.67",5.19%,468.42%,0,1.01,-2.75%,98.54%,0.87%,"179,623",308,0.17%,"Greater Seattle Area, West Coast, Western US",Closed,2000-01-01,year,2,501-1000,"Adriaan Van Wyk, Olaf Wagner",,,,,
Appian,https://www.crunchbase.com/organization/appian,Appian provides a low-code software development platform that enables organizations to rapidly develop powerful and unique applications. The applications created on Appian’s platform help companies drive digital transformation and competitive differentiation.,"Cloud Computing, Developer Tools, Enterprise Software, Industrial, Mobile, Software",http://www.appian.com,"Mclean, Virginia, United States",Appian provides a low-code software development platform that enables organizations to rapidly develop powerful applications.,"1,126","490,948","1,828,480.17",53.06%,71.99%,"1,412",3.5,8.38%,64.33%,23.62%,"177,547","-48,799",-21.56%,"Washington DC Metro Area, East Coast, Southern US",Active,1999-08-17,day,4,501-1000,"Marc Wilson, Matthew Calkins, Michael Beckley, Robert Kramer",8,81,43877035,USD,43877035
Charms,https://www.crunchbase.com/organization/charms,,"Cloud Computing, Computer, Consulting, Software",https://www.charmsoffice.com/,"Garland, Texas, United States","Charms Office Assistant is the premiere management, financial, communication and assessment system used by successful programs everywhere.","547,893","485,469","995,596.33",-69.19%,-58.41%,472,3.62,62.22%,57.14%,-18.84%,"185,577","109,677",144.5%,"Dallas/Fort Worth Metroplex, Southern US",Active,2002-01-01,year,,11-50,,,,615086,USD,615086
PowerDMS,https://www.crunchbase.com/organization/powerdms,"PowerDMS provides a cloud-based solution that helps organizations reduce risk and liability with a comprehensive compliance and content management solution. We provide the practical tools necessary to organize and manage crucial documents and industry standards, maintaining compliance for organizations. PowerDMS enables organizations to house the most current standards; create and link specific policies to these standards; train and test employees for policy knowledge; create reports and track due dates; and house evidence and proof of compliance – in a single location. Audits are less stressful and require fewer resources. PowerDMS redefines compliance and content management through powerful collaboration, process and automatio","Cloud Computing, Cloud Management, Computer, SaaS, Software",http://www.powerdms.com,"Orlando, Florida, United States",PowerDMS provides a cloud-based solution that helps organizations reduce risk and liability,"28,920","468,693","445,051.67",21.07%,29.84%,631,3.43,17.34%,34.01%,-0.47%,"190,240","-19,536",-9.31%,"East Coast, Southern US",Active,2001-01-10,day,2,51-100,"Heath Hensley, Josh Brown",,,1666316,USD,1666316
Planful,https://www.crunchbase.com/organization/planful,"Planful is the pioneer of financial performance management cloud software. The Planful platform is used by the Office of the CFO around the globe to streamline business-wide planning, budgeting, consolidations, reporting, and visual analytics. Planful empowers users to plan confidently, close faster, and report accurately. More than 1,000 customers, including Boston Red Sox, Del Monte, TGI Friday’s, and 23andMe, rely on Planful to accelerate cycle times, increase productivity, and improve accuracy across the end-to-end FP&A process. Planful is a private company backed by Vector Capital, a leading global private equity firm. Learn more at www.planful.com.","Analytics, Cloud Computing, Enterprise Software, Finance, FinTech, SaaS",https://planful.com/,"Redwood City, California, United States",Planful is a comprehensive solution with end-to-end capabilities for finance and accounting teams.,"16,256","453,299","254,590.33",143.72%,72.63%,"1,602",4.36,41.24%,38.43%,-16.85%,"194,747","-153,294",-44.04%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2001-01-01,year,2,251-500,"Jim Eberlin, Sreedhar Peddineni",,,,,
Folding@home,https://www.crunchbase.com/organization/folding-home,"Folding@home is a distributed computing project for disease research that simulates protein folding, computational drug design, and other types of molecular dynamics. The project uses the idle processing resources of thousands of personal computers owned by volunteers who have installed the software on their systems. Its primary purpose is to determine the mechanisms of protein folding, which is the process by which proteins reach their final three-dimensional structure, and to examine the causes of protein misfolding. It is developed and operated by the Pande Laboratory at Stanford University, under the direction of Professor Vijay Pande, and is shared by various scientific institutions and research laboratories across the world. Folding@home is one of the world's fastest computing systems, with a speed of approximately 18 petaFLOPS. Since its launch on October 1, 2000, the Pande lab has produced 109 scientific research papers as a direct result of Folding@home.","Cloud Computing, Enterprise Software, Search Engine",http://foldingathome.org,"Stanford, California, United States","Folding@home is a distributed computing project for disease research that simulates protein folding, computational drug design, and other","362,359","430,741","243,426",350.3%,534.55%,"1,212",1.66,5.42%,75.52%,-1.35%,"201,957","-344,007",-63.01%,"San Francisco Bay Area, West Coast, Western US",Active,2000-10-01,day,1,10001+,Vijay Pande,,,,,
Plex Systems,https://www.crunchbase.com/organization/plex-systems,"Plex Systems is a global leader in smart manufacturing that delivers the first smart manufacturing platform that empowers innovators to make awesome products. Plex gives process and discrete manufacturers the ability to connect, automate, track and analyze every aspect of their business—from the shop floor to the top floor —to drive business transformation. Built-in the cloud, the Plex Smart Manufacturing Platform includes MES, ERP, supply chain planning, Industrial IoT, quality, and analytics to connect people, systems, machines, and supply chains, enabling them to lead with precision, efficiency, and agility in an ever-changing market.","Cloud Computing, Enterprise Resource Planning (ERP), Manufacturing, Software",http://www.plex.com,"Troy, Michigan, United States",Plex Systems delivers a smart manufacturing platform for making products.,"55,436","401,670","454,987",-32.2%,-4.17%,919,6.25,-2.69%,47.14%,-3.48%,"212,152","56,819",36.58%,"Greater Detroit Area, Great Lakes, Midwestern US",Active,1995-01-01,year,1,501-1000,Jerry Foster,,,12313544,USD,12313544
Mellanox Technologies,https://www.crunchbase.com/organization/mellanox-technologies,"Mellanox Technologies is a supplier of end-to-end connectivity solutions for servers and storage that optimize data center performance. Mellanox products deliver market-leading bandwidth, performance, scalability, power conservation and cost-effectiveness while converging multiple legacy network technologies into one future-proof solution.  For the best in performance and scalability, Mellanox is the choice for Fortune 500 data centers and the world's most powerful supercomputers. Founded in 1999, Mellanox Technologies is headquartered in Sunnyvale, California and Yokneam, Israel.","Big Data, Cloud Computing, Semiconductor",http://www.mellanox.com,"Sunnyvale, California, United States",Mellanox Technologies provides end-to-end connectivity solutions for servers and storage that optimize data center performance.,"132,363","374,880","786,775.5",-0.46%,-30.69%,"1,396",3.52,-21.56%,42.37%,7.02%,"222,636","8,757",4.09%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,1999-01-01,year,4,1001-5000,"Evelyn Landman, Eyal Waldman, Roni Ashuri, Shai Cohen",5,1,,,
MasterBase,https://www.crunchbase.com/organization/masterbase,"We are a company that helps our clients achieve a true 1:1 personalization through relevant communications. Our methodology, based on 3 actions, Gather, manage and Engage, will allow direct, immediate and personalized interaction with your clients, through relevant communications. Started in 2001 in Chile, MasterBase is now used in 10 countries across the Americas.","Cloud Computing, Email Marketing, Marketing Automation, SaaS, Software",http://www.masterbase.com,"Kissimmee, Florida, United States","On demand platform  that allows customers build real 1to1 personalized communications to leverage relevance, powered by data","226,159","372,162","295,192.17",48.39%,59.5%,512,1.36,-34.01%,79.14%,33.03%,"215,628","-52,748",-19.65%,"East Coast, Southern US",Active,2001-01-01,year,1,51-100,Alvaro Pesce,2,0,,,
