Organization Name,Organization Name URL,Full Description,Industries,Website,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth,Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Number of Founders,Number of Employees,Founders,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Underwriters Laboratories (UL),https://www.crunchbase.com/organization/underwriters-laboratories-ul,"UL is a global independent safety science company offering expertise across five key strategic businesses: Product Safety, Environment, Life & Health, Verification Services and Knowledge Services. Our breadth, established objectivity and proven history mean we are a symbol of trust and enable us to help provide peace of mind to all.","Cloud Management, Cyber Security, Legal, Risk Management, Security, Service Industry, Supply Chain Management, Sustainability, Wireless",http://www.ul.com,"Northbrook, Illinois, United States","UL is a global independent safety science company offering expertise across five key strategic businesses: Product Safety, Environment,","44,542","1,937,479","2,227,342",-10.72%,-3.7%,390,2.08,-4.53%,68.97%,10.44%,"64,786","9,935",18.11%,"Greater Chicago Area, Great Lakes, Midwestern US",Active,1900-01-01,year,1,10001+,William Henry Merrill,14,,,,
Axway,https://www.crunchbase.com/organization/axway,"As a software company, Axway (Euronext: AXWAY.PA) is all about unlocking digital experiences and opportunities by linking individuals, systems, businesses and ecosystems and helping enterprises realize their digital transformation. Firmly rooted in their Managed File Transfer (MFT) and B2B integration heritage, Axway continues to follow a steady trajectory of growth fueled by technological innovation, market awareness, and agility. Since their inception in 2001, they have been helping leading brands digitally transform by connecting individuals, systems, businesses and customer ecosystems with digital infrastructure solutions. Their dedication helps their customers succeed at a time when business interactions are changing and accelerating at an exponential rate. AMPLIFY, their hybrid integration and content collaboration platform, connects data from any device anywhere, empowers business and team collaboration, fuels millions of apps and supplies real-time analytics to build customer experience networks. From idea to execution, Axway’s expertise in API management, managed file transfer and B2B integration have solved the toughest data challenges for more than 11,000 organizations in 100 countries.","Cloud Management, Developer APIs, Identity Management, SaaS, Software",http://www.axway.com,"Phoenix, Arizona, United States",Axway provides multi-enterprise cloud integration and API and identity management software.,"88,669","1,795,493","703,746.67",616.02%,303.13%,"6,063",15.04,208.09%,37.16%,-24.87%,"68,618","-199,790",-74.44%,"Greater Phoenix Area, Western US",Active,2001-01-01,year,,1001-5000,,6,,8212767,USD,8212767
SolarWinds,https://www.crunchbase.com/organization/solarwinds,"SolarWinds’ mission has been to provide purpose-built products that are designed to make jobs easier for IT professionals, MSPs, and DevOps pros. It also offers value-driven products and tools that solve a broad range of IT management challenges—whether those challenges are related to networks, servers, applications, storage, virtualization, cloud, or development operations.","Cloud Management, Information Technology, IT Infrastructure, Management Information Systems, Software",http://www.solarwinds.com,"Austin, Texas, United States",SolarWinds develops a technology that manages IT infrastructures.,"16,373","1,318,880","1,814,120.83",-32.3%,5.03%,355,1.85,0.29%,68.91%,-0.4%,"86,583","26,901",45.07%,Southern US,Active,1999-01-01,year,3,1001-5000,"Don Yonce, Donald Yonce, Greg Gonzalez",8,16,146832691,USD,146832691
STACKPATH,https://www.crunchbase.com/organization/stackpath,"StackPath is a cloud platform built at the internet’s edge, providing infrastructure and services physically closer to the source or destination of data than hyperscale cloud service providers. StackPath Edge Compute (including virtual machines and containers), Edge Delivery (including CDN and serverless scripting), and Edge Security (including WAF) solutions run in edge locations strategically deployed in high-density markets and united by a secure global network and a single management system. Customers ranging from Fortune 50 enterprises to one-person startups trust StackPath to give their latency-sensitive workloads and real-time applications the speed, security, and efficiency they require. StackPath was founded in 2015, is headquartered in Dallas, and operates around the world.","Cloud Computing, Cloud Data Services, Cloud Infrastructure, Cloud Management, Cloud Security, Cloud Storage, Internet, Private Cloud",https://www.stackpath.com/,"Dallas, Texas, United States","Edge computing, edge delivery, & edge security solutions, enabling businesses to build, accelerate, & protect latency-sensitive workloads.","22,543","1,245,319","637,086.5",307.58%,69.28%,"1,102",5.13,39.52%,17.64%,-42.43%,"93,475","-156,613",-62.62%,"Dallas/Fort Worth Metroplex, Southern US",Active,2015-01-01,year,4,251-500,"James Leaverton, Jason Gulledge, Lance Crosby, Ryan Carter",,,3056185,USD,3056185
Golf Genius Software,https://www.crunchbase.com/organization/golf-genius-software,"Golf Genius Software is a cloud-based golf software for events, leagues, and trips. Golf Genius Software products combine the best features of the traditional golf experience with highly innovative cloud-based technology to deliver the most powerful tournament management system available today. It was incorporated in 2009 and is headquartered in Wayne, Pennsylvania.","Cloud Management, Software, Sports",http://www.golfgenius.com,"Wayne, Pennsylvania, United States","Golf Genius Software is a cloud-based golf software for events, leagues, and trips.","16,536","1,214,379","1,989,256.33",-69.58%,73.17%,755,3.4,17.72%,44.61%,-19.18%,"92,002","58,354",173.42%,"Greater Philadelphia Area, Great Lakes, Northeastern US",Active,2009-01-01,year,1,11-50,Mike Zisman,31,"78,350",,,
JumpCloud,https://www.crunchbase.com/organization/jumpcloud,"JumpCloud is an open directory platform for secure, frictionless access from any device to any resource, anywhere. JumpCloud’s mission is to Make Work Happen, providing simple, secure access to corporate technology resources from any device, or any location. The JumpCloud Directory Platform gives IT, security operations, and DevOps a single, cloud-based solution to control and manage employee identities, their devices, and apply Zero Trust principles. JumpCloud has a global user base of more than 100,000 organizations, with over 3,000 customers including Cars.com, GoFundMe, Grab, ClassPass, Uplight, Beyond Finance, and Foursquare. JumpCloud is backed by BlackRock, General Atlantic, OpenView, and Foundry Group.","Cloud Data Services, Cloud Management, Information Technology, Security",http://jumpcloud.com,"Louisville, Colorado, United States","JumpCloud is an open directory platform for secure, frictionless access from any device to any resource, anywhere.","1,283","1,212,761","1,427,317.17",-8.73%,114.08%,760,2.13,-2.42%,49.55%,22.13%,"92,104","11,896",14.83%,"Greater Denver Area, Western US",Active,2012-01-01,year,4,501-1000,"David Campbell, Larry Middle, Rajat Bhargava, Topher Marie",,,473958,USD,473958
AloTech,https://www.crunchbase.com/organization/alotech-72d1,,"Call Center, Cloud Computing, Cloud Management, Software",https://www.alo-tech.com,"Chicago, Illinois, United States",AloTech is a Google and web-based call center platform that offers scalable enterprise functionality to its clientele.,"903,637","772,106","193,988","1,808.46%",157.25%,"3,051",3.17,126.57%,38.76%,-36.73%,"132,898","-827,938",-86.17%,"Greater Chicago Area, Great Lakes, Midwestern US",Active,2007-01-01,year,,51-100,,,,,,
Le-Vel,https://www.crunchbase.com/organization/befito,"The Le-Vel Cloud Management system is the most state of the art, most efficient, and the most lucrative operations infrastructure system ever. It allows Le-Vel to operate with the lowest corporate overhead and yet have one of the fastest response and problem solving operating systems in the market. It allows for efficient manageability with fast pace growth solutions.","Cloud Computing, Cloud Management, Lifestyle, Software, Wellness",http://le-vel.com/,"Frisco, Texas, United States","Le-Vel is the most state of the art, most efficient, and the most lucrative operations infrastructure system ever.","354,851","684,248","575,619.67",70.06%,-49.94%,391,2.38,-48.4%,59.14%,2.69%,"140,056","-52,799",-27.38%,"Dallas/Fort Worth Metroplex, Southern US",Closed,2015-10-16,day,1,1001-5000,Paul Gravette,2,5,110115,USD,110115
(mt) Media Temple,https://www.crunchbase.com/organization/media-temple,"(mt) Media Temple  Ventures is the investment arm of [(mt) Media Temple](/organization/media-temple).   In 2007, Media Temple began making investments and acquisitions in ideas that were relevant to their brand and service vision.","Cloud Computing, Cloud Management, Web Hosting",http://www.mediatemple.net,"Los Angeles, California, United States","Media Temple offers premium web and cloud hosting solutions for web designers, developers, and creative agencies.","86,754","631,168","538,827.67",92.56%,27.13%,670,6.13,38.29%,48.37%,-18.82%,"153,868","-81,931",-34.75%,"Greater Los Angeles Area, West Coast, Western US",Active,1998-01-01,year,1,101-250,Demian Sellfors,,,,,
Cloud CMS,https://www.crunchbase.com/organization/cloud-cms,"Cloud CMS is a cloud content management system that makes it easy for any business to create, manage and publish amazing content to their web sites and mobile applications. Whether you wish to deliver content to a single application or desire a platform for empowering a unified content strategy across all of your apps, Cloud CMS provides the suite of tools needed to achieve your vision. We provide the cloud backend to let your business integrate easily with iOS, Android, Node.js, the web and other types of devices. Cloud CMS gives your business users everything they need to easily manage the full lifecycle of web and mobile content delivery to drive customer conversions, insights, purchases, retention and happiness, using data and algorithms to make your team more effective.","Cloud Management, Content, Publishing, SaaS, Software",http://www.cloudcms.com,"West Newton, Massachusetts, United States","Cloud Content Management that makes it easy for any business to create, manage and publish amazing content to their web + mobile apps","296,740","606,954","562,313.17",-12.44%,15.69%,892,1.1,2.42%,92.64%,-1.92%,"152,673","22,124",16.95%,"Greater Boston Area, East Coast, New England",Active,2010-08-06,day,1,1-10,Michael Uzquiano,,,,,
Smarty,https://www.crunchbase.com/organization/smartydata,"Smarty provides a suite of address validation APIs for USPS, non-postal and International addresses. We also provide an address autocomplete API for US and international addresses for data entry,   US rooftop geocoding and reverse geocoding APIs. Our APIs will standardize, validate and enrich address data for any address around the globe. From New York to Jakarta and everywhere in between, we've got you covered. Smarty's APIs are fully documented, lightning fast, and come with unlimited tech support.","Business Intelligence, Cloud Management, Location Based Services, Search Engine, Software",https://www.smarty.com,"Provo, Utah, United States","The leader in location data intelligence. Smarty's APIs verify, validate, enrich, standardize, geocode, and auto-complete addresses.","151,266","581,682","451,622.33",97.64%,146.94%,363,1.45,-14.18%,76.66%,22.6%,"157,394","-82,763",-34.46%,Western US,Active,2006-08-01,month,1,101-250,Jonathan Oliver,,,,,
CloudHealth Technologies,https://www.crunchbase.com/organization/cloudhealth-technologies,"CloudHealth Technologies is changing the way organizations manage cloud environments. The company's cloud management platform aggregates, correlates, and analyzes data from disparate cloud data sets so that enterprises and service providers can align cloud operations with business objectives, reduce costs and ensure service levels are being met, based on an optimally performing cloud environment. The company is backed by 406 Ventures and Sigma Prime Ventures. It was established in 2012 and is headquartered in Boston, MA. For more information.","Analytics, Cloud Data Services, Cloud Management, Information Services, Software",http://www.cloudhealthtech.com,"Boston, Massachusetts, United States","CloudHealth Technologies delivers cloud service management for enterprises to effectively optimize cost, usage, performance, and security.","15,059","560,737","340,854.33",81.52%,-23.59%,"1,017",3.04,-44.81%,44.48%,19.09%,"161,573","-70,626",-30.42%,"Greater Boston Area, East Coast, New England",Active,2012-01-01,year,3,101-250,"Dan Phillips, Dave Eicher, Joe Kinsella",,,,,
MediaLab,https://www.crunchbase.com/organization/medialab-63f2,,"Cloud Management, Health Care, Software",https://www.medialab.com,"Lawrenceville, Georgia, United States",MediaLab is a software company that develops quality management and document control platforms for healthcare and hospitals.,"460,526","534,805","662,895.67",54.67%,-53.44%,576,13.76,33.61%,79.91%,22.07%,"173,646","-53,633",-23.6%,"Greater Atlanta Area, East Coast, Southern US",Active,1995-01-01,year,,11-50,,,,,,
Kmesh.io,https://www.crunchbase.com/organization/kmesh-io,"Kmesh.io is a multi-cloud data orchestration company that develops a data mobility platform designed to easily distribute data. It provides software that distributes data, across on-prem, clouds, countries, and edges, as a single global namespace. It was founded in 2015 and is based in Santa Clara, California.","Cloud Computing, Cloud Data Services, Cloud Infrastructure, Cloud Management, Private Cloud, Software",http://www.kmesh.io,"Santa Clara, California, United States",Kmesh.io is a multi-cloud data orchestration company that develops a data mobility platform designed to easily distribute data.,"286,247","534,294","448,908.5",-25.46%,-37.06%,321,1.18,1.27%,88.43%,3.96%,"173,556","38,134",28.16%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2015-01-01,year,3,11-50,"Michael Nishimoto, Ramanand Narayanan, Vinay Gaonkar",,,,,
Movere,https://www.crunchbase.com/organization/movere-inc,"Movere is a discovery solution that provides the data and insights needed to plan cloud migrations and continuously optimize, monitor and analyze IT environments with confidence. It also increases business intelligence by accurately presenting entire IT environments within a single day providing enterprises with the confidence they need to have visibility and control of their environments regardless of platform, application or geography as organizations grow, change and digitally optimize. The platform helps IT administrators better understand how data center tools are used and then figure out the best options as they move into the public cloud. They also provide choice and a comprehensive set of capabilities from discovery, assessment, to migration and optimization. Movere was founded in 2008 and is headquartered in Bellevue, Washington, United States.","Cloud Management, Information Technology, SaaS, Software",https://www.movere.io/,"Bellevue, Washington, United States","Movere is a SaaS platform that captures, integrates, and analyzes the data you need to make smart decisions about your IT environment.","329,874","469,803","394,693",2.94%,23.05%,758,2.9,43.04%,15.02%,-57.26%,"189,910","2,967",1.59%,"Greater Seattle Area, West Coast, Western US",Active,2008-10-11,day,2,11-50,"Andrew Ireland, Kristin Ireland",,,,,
PowerDMS,https://www.crunchbase.com/organization/powerdms,"PowerDMS provides a cloud-based solution that helps organizations reduce risk and liability with a comprehensive compliance and content management solution. We provide the practical tools necessary to organize and manage crucial documents and industry standards, maintaining compliance for organizations. PowerDMS enables organizations to house the most current standards; create and link specific policies to these standards; train and test employees for policy knowledge; create reports and track due dates; and house evidence and proof of compliance – in a single location. Audits are less stressful and require fewer resources. PowerDMS redefines compliance and content management through powerful collaboration, process and automatio","Cloud Computing, Cloud Management, Computer, SaaS, Software",http://www.powerdms.com,"Orlando, Florida, United States",PowerDMS provides a cloud-based solution that helps organizations reduce risk and liability,"28,920","468,693","445,051.67",21.07%,29.84%,631,3.43,17.34%,34.01%,-0.47%,"190,240","-19,536",-9.31%,"East Coast, Southern US",Active,2001-01-10,day,2,51-100,"Heath Hensley, Josh Brown",,,1666316,USD,1666316
Accelo,https://www.crunchbase.com/organization/accelo,"Accelo, the pioneer of Service Operations Automation (ServOps), streamlines operations from prospect through to payment through their integrated, cloud-based platform.  Thousands of businesses use Accelo to run their critical client service delivery, boosting revenue and productivity and doubling profit margins.","Cloud Management, Enterprise Software, SaaS, Software",http://www.accelo.com,"San Francisco, California, United States",Automates how professional services run in the cloud,"14,258","458,465","446,491.17",-7.74%,4.87%,"2,044",7.63,44.54%,23.87%,-41.19%,"186,485","20,318",12.23%,"San Francisco Bay Area, West Coast, Western US",Active,2011-08-01,day,4,51-100,"Christine Higgins, Eamonn Bell, Geoff McQueen, Glenn Fowler",1,,17558,USD,17558
Viventium,https://www.crunchbase.com/organization/viventium,"Viventium Software is a transformative, living, and purely cloud-based HCM solution for business management. It specializes in the home care and skilled nursing industries, paying over 215,000 health services employees. The company was founded in 1992 and is headquartered in Brooklyn, New York.","Cloud Management, Software",http://viventium.com,"Brooklyn, New York, United States",Viventium operates as a cloud-based HCM solution software firm.,"21,396","434,123","325,478",52.16%,14.11%,736,3.93,25.41%,53.33%,16.8%,"193,623","-51,741",-21.09%,"Greater New York Area, East Coast, Northeastern US",Active,1992-01-01,year,1,101-250,Herb Kohn,,,1003053,USD,1003053
Dell EMC,https://www.crunchbase.com/organization/emc,"Dell EMC is a part of the Dell Technologies family of brands.  Dell Technologies is a unique family of businesses that provides the essential infrastructure for organizations to build their digital future, transform IT and protect their most important asset: information. The company services customers of all sizes across 180 countries – ranging from 98 percent of the Fortune 500 to individual consumers – with the industry's most comprehensive and innovative portfolio from the edge to the core to the cloud. Dell EMC is a global leader in enabling businesses and service providers to transform their operations and deliver information technology as a service (ITaaS). Fundamental to this transformation is cloud computing. Through innovative products and services, Dell EMC accelerates the journey to cloud computing, helping IT departments to store, manage, protect and analyze their most valuable asset — information — in a more agile, trusted and cost-efficient way. Dell EMC is a manufacturer of software and systems for information management and storage. Dell EMC produces a range of enterprise storage products, including hardware disk arrays and storage management software. Its flagship product, the Symmetrix, is the foundation of storage networks in many large data centers.","Cloud Computing, Cloud Infrastructure, Cloud Management, Cloud Security, Cloud Storage, Collaboration, Data Storage, IT Infrastructure, Software, Virtualization",https://www.dellemc.com/,"Hopkinton, Massachusetts, United States",DEll EMC manufactures information management and storage software systems.,"121,101","394,040","533,833.67",-17.75%,193.85%,526,1.32,-17.56%,88.19%,9.92%,"207,187","36,662",21.5%,"Greater Boston Area, East Coast, New England",Closed,1979-01-01,year,1,10001+,Roger Marino,11,,,,
Morpheus Data,https://www.crunchbase.com/organization/morpheus,"Morpheus Data an agnostic cloud management platform designed from the ground up to unify management of multi-cloud and hybrid IT while empowering DevOps teams with self-service provisioning of bare metal, VM, and container-based application services. It is a single platform that unifies the tools that already in and standardizes processes across multiple clouds with complete application lifecycle management, provisioning, backup, logging, monitoring, reporting, and access control. The company was founded in 2015 and is headquartered in Greenwood Village, Colorado.","Cloud Computing, Cloud Management, Information Technology, SaaS",https://www.morpheusdata.com/,"Greenwood Village, Colorado, United States",Morpheus Data is a multi-cloud management platform for hybrid IT and DevOps automation.,"10,551","383,970","477,652",-47.86%,-40.77%,"1,254",7.78,12.14%,31.29%,63.39%,"219,067","86,278",64.97%,"Greater Denver Area, Western US",Active,2015-01-01,year,1,11-50,Jeffrey Drazan,,,,,
IPitomy Communications,https://www.crunchbase.com/organization/ipitomy-communications,,"Cloud Management, Telecommunications, Unified Communications",https://www.ipitomy.com,"Sarasota, Florida, United States","IPitomy Communications specializes in SIP trunks, voice mail to email, fax, conferencing, VoIP Unified Communications and cloud services.","549,493","369,450","296,136.67",68.42%,57.1%,"4,124",16,82.97%,6.79%,-40.12%,"216,767","-77,145",-26.25%,"East Coast, Southern US",Active,2005-01-01,year,,11-50,,,,131674,USD,131674
Pax8,https://www.crunchbase.com/organization/pax8,"Pax8 is a cloud commerce marketplace focused on the delivery of cloud-based solutions to a global network of channel partners and their customers. It helps grow its partners' cloud practices by delivering aggregated cloud services from vendors such as Symantec, SilverSky, Infrascale, and InterCall through a single platform. This platform, called the Pax8 Command Console, unifies and streamlines quoting, ordering, provisioning, support, and billing for multiple cloud services. Pax8 enables new client growth for partners with its proven, collaborative customer acquisition programs, marketing on-demand, and sales on demand.  The company was incorporated in 2012 and is based in Greenwood Village, Colorado.","Cloud Management, Enterprise Software, Infrastructure, Marketplace",http://pax8.com,"Greenwood Village, Colorado, United States",Pax8 is a cloud commerce marketplace company that specializes in cloud-based solutions.,"2,262","323,012","216,272.17",50.24%,8.32%,521,2.82,-9%,49.81%,20.11%,"247,033","-68,246",-21.65%,"Greater Denver Area, Western US",Active,2012-01-01,year,1,1001-5000,John Street,2,,14114579,USD,14114579
AutomatedView,https://www.crunchbase.com/organization/automatedview,"AutomatedView is a computer software company. It is a full-service technology development and integration company. It is focused on creating and maintaining the most reliable and efficient technologies enabling automation of manual processes, personalized software solutions, mobile apps, networking, cloud security, and management. It helps to improve efficiency by eliminating manual tasks and processes through effective and dependable solutions.","Business Intelligence, Cloud Computing, Cloud Data Services, Cloud Management, Digital Marketing, Information Services, Information Technology, Software, Web Apps",https://www.automatedview.com,"Los Angeles, California, United States",AutomatedView is a computer software company.,"478,972","304,900","116,419.83",248.46%,-13.34%,"2,611",16.76,0.7%,16%,-44%,"247,746","-297,739",-54.58%,"Greater Los Angeles Area, West Coast, Western US",Active,2009-01-01,year,,1-10,,,,,,
