Organization Name,Organization Name URL,Full Description,Industries,Website,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth,Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Number of Founders,Number of Employees,Founders,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Supermicro,https://www.crunchbase.com/organization/super-micro-computer,"Super Micro Computer, Inc. or Supermicro® (NASDAQ: SMCI), a global leader in high-performance, high-efficiency server technology and innovation is a premier provider of end-to-end green computing solutions for HPC, Data Center, Cloud Computing, Enterprise IT, Hadoop/Big Data and Embedded Systems worldwide. Supermicro's advanced server Building Block Solutions® offers a vast array of modular, interoperable components for building energy-efficient, application-optimized, computing solutions. This broad line of products includes servers, blades, GPU systems, workstations, motherboards, chassis, power supplies, storage technologies, networking solutions, server management software and SuperRack® cabinets/accessories. Architecture innovations include Twin Architecture, FatTwin™, SuperServer®, SuperBlade®, MicroCloud, Super Storage Bridge Bay (SBB), Double-Sided Storage®, Battery Backup Power (BBP®) modules, Universal I/O (UIO) and WIO expansion technology all of which deliver unrivaled performance and value. The company's market leadership is based on first-to-market advantages with the most optimized, scalable new technologies coupled with an extraordinarily wide selection of high performance server products offering customers lower TCO. System solutions cover a broad range of applications across world-class data center and cloud services, large scalable server farms, scientific and research supercomputing clusters, businesses with complex computing requirements (such as those in financial services, oil and gas exploration, and media and entertainment companies) industrial applications, medical equipment and digital security and surveillance. Supermicro combines 20 years of advanced engineering experience with efficient production and integration expertise to develop first-to-market green computing solutions. The company is committed to protecting the environment through its ""We Keep IT Green®"" initiative. Founded in 1993 and headquartered in San Jose, California, Supermicro has been profitable every year since its inception. With Operations centers in Silicon Valley, the Netherlands and its Science & Technology Park and Logistics Center in Taiwan, Supermicro is well positioned to further scale its business worldwide.","Cloud Computing, Cloud Infrastructure, Embedded Systems, Manufacturing, Software",http://www.supermicro.com,"San Jose, California, United States","Supermicro is a global leader in high-performance, high-efficiency server technology and innovation.","205,544","1,337,236","1,235,783.17",29.68%,-5.6%,607,3.23,10.51%,49.06%,-13.4%,"88,343","-15,413",-14.86%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,1993-01-01,year,3,1001-5000,"Charles Liang, Sara Liu Liang, Wally Liaw",,,268794431,USD,268794431
Genesys,https://www.crunchbase.com/organization/genesys,"Every year, Genesys orchestrates more than 70 billion remarkable customer experiences for organizations in more than 100 countries. Through the power of our cloud, digital and AI technologies, organizations can realize Experience as a Service SM our vision for empathetic customer experiences at scale. With Genesys, organizations have the power to deliver proactive, predictive, and hyper personalized experiences to deepen their customer connection across every marketing, sales, and service moment on any channel, while also improving employee productivity and engagement. By transforming back-office technology to a modern revenue velocity engine Genesys enables true intimacy at scale to foster customer trust and loyalty.","Artificial Intelligence, Cloud Computing, SaaS, Software",http://www.genesys.com,"Daly City, California, United States",Genesys provides omnichannel customer experience (CX) and contact center solutions in the cloud and on-premises.,"10,302","1,271,052","856,157.83",40.98%,73.75%,"1,178",3.43,18.57%,49.84%,-12.93%,"91,792","-22,737",-19.85%,"San Francisco Bay Area, West Coast, Western US",Active,1990-01-01,year,2,5001-10000,"Alec Miloslavsky, Greg Shenkman",10,,398435,USD,398435
Abacus Business Computers,https://www.crunchbase.com/organization/abacus-business-computers,"Abacus Business Computer (ABCPOS) is a point-of-sale (POS) systems company based in New York City, providing one-stop solutions from POS systems to merchant services to growth marketing. ABCPOS is serving more than 5,000 customers and has 30,000 devices installed.  With over 30 years in the industry, the ABCPOS system evolves from DOS to Windows and, now, providing a cloud-based system. Customers spreading from restaurants to retailers, e-commerce to franchise to international groups. For partnerships, distributions, talents, or more, please reach out to info@abcpos.com.","Cloud Computing, Consulting, Hospitality, Information Technology, Payments, Point of Sale, Restaurants, SaaS, Software",https://abcpos.com/,"New York, New York, United States","SaaS, Point of Sale, Payment, Hospitality Technology","321,114","881,495","310,617",543.66%,"5,722.92%","2,795",1.28,-45.13%,84.64%,327.47%,"120,566","-308,166",-71.88%,"Greater New York Area, East Coast, Northeastern US",Active,1992-01-01,year,2,11-50,"Danny Lye, Ivy Zheng",,,,,
Publicis Sapient,https://www.crunchbase.com/organization/publicis-sapient,"Publicis.Sapient is a digital transformation platform that fuses two paths to problem solving – Digital Solutions and Business/Technology Consulting to help organizations optimize how they engage customers across all aspects of the customer journey leveraging the latest cloud-based technology. The platform houses the leading digital pioneers from DigitasLBi, Razorfish and SapientNitro, with experienced consultants & technologists with deep industry expertise from SapientConsulting to deliver a full range of solutions that leverage Salesforce®’s industry-leading cloud-based technology.","Business Information Systems, Cloud Computing, Consulting, Enterprise Software, Information Technology, Marketing",https://www.publicissapient.com,"Boston, Massachusetts, United States",Publicis Sapient is a digital transformation platform.,"74,612","611,628","340,567.33",226.84%,100.32%,619,2.89,43.08%,44.66%,-26.64%,"157,435","-196,120",-55.47%,"Greater Boston Area, East Coast, New England",Active,1990-01-01,year,2,10001+,"Jerry Greenberg, Stuart Moore",14,,,,
Atlantic.Net,https://www.crunchbase.com/organization/atlantic-net,"Atlantic.Net offers businesses with a range of hosting solutions and services. Atlantic.Net offers SSD cloud, HIPAA complaint, and custom dedicated hosting services. Its SSD cloud hosting solutions focus on Windows, Linux, FreeBSD servers, WordPress, cPanel, LAMP, LEMP, Docker, and Node JS. Its HIPAA complaint hosting solution focuses on the regulatory requirement of taxing in a business. And its custom dedicated hosting solutions focus on the management of enterprise network infrastructure, applications, and systems. Atlantic.Net was founded in June 1994 by Marty Puranik and is headquartered in Orlando, Florida. It has offices in New York, London, Toronto, San Francisco, and Dallas.","Cloud Computing, Cloud Infrastructure, Web Hosting",https://www.atlantic.net,"Orlando, Florida, United States","Atlantic.Net is a business cloud hosting company that offers on-demand, HIPAA compliant, and dedicated hosting.","235,197","545,254","315,168.5",132.75%,45.56%,"1,508",5.5,13.68%,53.89%,-15.25%,"171,028","-126,321",-42.48%,"East Coast, Southern US",Active,1994-06-01,day,1,11-50,Marty Puranik,,,1161692,USD,1161692
Sage Computing,https://www.crunchbase.com/organization/sage-computing,,"Cloud Computing, Content, Mobile Apps, Software, Warehousing, Web Apps",https://www.sagecomputing.com/,"Reston, Virginia, United States","Sage Computing delivers outstanding outcomes to customers, IT professionals, web development, database management, etc.","528,266","527,120","499,816.83",31.29%,-44.02%,"2,077",8.89,-62.09%,20.45%,144.62%,"175,232","-29,221",-14.29%,"Washington DC Metro Area, East Coast, Southern US",Active,1994-01-01,year,,11-50,,,,328335,USD,328335
Cray,https://www.crunchbase.com/organization/cray,"Cray provides innovative computing platforms that enable scientists and engineers in academia, government, and industry to meet both existing and future computational challenges on a wide variety of applications.","Big Data, Cloud Computing",http://www.cray.com/,"Seattle, Washington, United States","Cray provides innovative computing platforms that enable scientists and engineers in academia, government.","181,022","526,265","238,637.33","1,150.69%",2.19%,"1,728",7.25,147.14%,33.11%,-42.71%,"175,433","-762,652",-81.3%,"Greater Seattle Area, West Coast, Western US",Active,1972-01-01,year,1,1001-5000,James E. Rottsolk,16,,,,
Plex Systems,https://www.crunchbase.com/organization/plex-systems,"Plex Systems is a global leader in smart manufacturing that delivers the first smart manufacturing platform that empowers innovators to make awesome products. Plex gives process and discrete manufacturers the ability to connect, automate, track and analyze every aspect of their business—from the shop floor to the top floor —to drive business transformation. Built-in the cloud, the Plex Smart Manufacturing Platform includes MES, ERP, supply chain planning, Industrial IoT, quality, and analytics to connect people, systems, machines, and supply chains, enabling them to lead with precision, efficiency, and agility in an ever-changing market.","Cloud Computing, Enterprise Resource Planning (ERP), Manufacturing, Software",http://www.plex.com,"Troy, Michigan, United States",Plex Systems delivers a smart manufacturing platform for making products.,"55,436","401,670","454,987",-32.2%,-4.17%,919,6.25,-2.69%,47.14%,-3.48%,"212,152","56,819",36.58%,"Greater Detroit Area, Great Lakes, Midwestern US",Active,1995-01-01,year,1,501-1000,Jerry Foster,,,12313544,USD,12313544
Dell EMC,https://www.crunchbase.com/organization/emc,"Dell EMC is a part of the Dell Technologies family of brands.  Dell Technologies is a unique family of businesses that provides the essential infrastructure for organizations to build their digital future, transform IT and protect their most important asset: information. The company services customers of all sizes across 180 countries – ranging from 98 percent of the Fortune 500 to individual consumers – with the industry's most comprehensive and innovative portfolio from the edge to the core to the cloud. Dell EMC is a global leader in enabling businesses and service providers to transform their operations and deliver information technology as a service (ITaaS). Fundamental to this transformation is cloud computing. Through innovative products and services, Dell EMC accelerates the journey to cloud computing, helping IT departments to store, manage, protect and analyze their most valuable asset — information — in a more agile, trusted and cost-efficient way. Dell EMC is a manufacturer of software and systems for information management and storage. Dell EMC produces a range of enterprise storage products, including hardware disk arrays and storage management software. Its flagship product, the Symmetrix, is the foundation of storage networks in many large data centers.","Cloud Computing, Cloud Infrastructure, Cloud Management, Cloud Security, Cloud Storage, Collaboration, Data Storage, IT Infrastructure, Software, Virtualization",https://www.dellemc.com/,"Hopkinton, Massachusetts, United States",DEll EMC manufactures information management and storage software systems.,"121,101","394,040","533,833.67",-17.75%,193.85%,526,1.32,-17.56%,88.19%,9.92%,"207,187","36,662",21.5%,"Greater Boston Area, East Coast, New England",Closed,1979-01-01,year,1,10001+,Roger Marino,11,,,,
Digi International,https://www.crunchbase.com/organization/digi-international,"Digi International is a global provider of IoT connectivity products, services, and solutions. We help our customers create next-generation connected products and deploy and manage critical communications infrastructures in demanding environments with high levels of security and reliability.","Cloud Computing, Developer Tools, Internet of Things, Network Hardware, Wireless",http://www.digi.com,"Minnetonka, Minnesota, United States","Digi International is a global provider of IoT connectivity products, services, and solutions.","133,237","325,101","363,963.33",3.81%,36.04%,570,1.95,-0.31%,73.54%,5.71%,"237,171","7,122",3.1%,"Greater Minneapolis-Saint Paul Area, Great Lakes, Midwestern US",Active,1985-01-01,year,,501-1000,,14,,22757567,USD,22757567
Ceridian,https://www.crunchbase.com/organization/ceridian,"Ceridian is a global human capital management (HCM) software company. Dayforce, our flagship cloud HCM platform, provides human resources, payroll, benefits, workforce management, and talent management capabilities in a single solution. Our platform helps you manage the entire employee lifecycle, from recruiting and onboarding, to paying people and developing their careers. Ceridian provides solutions for organizations of all sizes, from small businesses to global organizations.","Cloud Computing, Compliance, Consulting, Employee Benefits, Human Resources, Information Technology, Payments, SaaS, Software",http://www.ceridian.com,"Minneapolis, Minnesota, United States","Ceridian helps organizations maximize their human, financial, and technology resources.","4,038","300,653","346,405.83",-26.01%,-0.25%,403,2.12,-5.31%,59.57%,-1.85%,"250,169","58,653",30.63%,"Greater Minneapolis-Saint Paul Area, Great Lakes, Midwestern US",Active,1932-06-01,day,,5001-10000,,4,,121371238,USD,121371238
BeyondTrust,https://www.crunchbase.com/organization/beyondtrust,"BeyondTrust is the worldwide leader in intelligent identity and access security, empowering organizations to protect identities, stop threats, and deliver dynamic access to empower and secure a work-from-anywhere world. Our integrated products and platform offer the industry's most advanced privileged access management (PAM) solution, enabling organizations to quickly shrink their attack surface across traditional, cloud and hybrid environments. BeyondTrust protects all privileged identities, access, and endpoints across your IT environment from security threats, while creating a superior user experience and operational efficiencies.  With a heritage of innovation and a staunch commitment to customers, BeyondTrust solutions are easy to deploy, manage, and scale as businesses evolve. We are trusted by 20,000 customers, including 75 of the Fortune 100, and a global partner network. Learn more at www.beyondtrust.com.","Cloud Computing, Cyber Security, Security, Software",http://www.beyondtrust.com,"Atlanta, Georgia, United States",BeyondTrust is the worldwide leader in intelligent identity and access security,"75,052","285,899","393,047.83",-22.79%,35.95%,450,2.31,15.16%,70.04%,0%,"259,200","54,598",26.68%,"Greater Atlanta Area, East Coast, Southern US",Active,1985-01-01,year,2,1001-5000,"Bob Sommers, Doug Yarrow",,,,,
Antec,https://www.crunchbase.com/organization/antec,"Antec manufactures and provides computer components and accessories for the gaming, personal computer upgrade, and do-it-yourself markets. The company offers enclosures, rack mounts, replacement spare parts, media components, power supplies, notebook accessories, LED bias lighting kits, and speaker systems as well as provides cooling products, including liquid CPU coolers; accessories, including testers, adapters, fire wire internal adapters, thermal greases, and silver thermal compounds; and cleaning solutions such as wipes, sprays, and gels to clean and protect devices. Antec was founded in 1986 and is based in Fremont, California with additional offices in Rotterdam, the Netherlands as well as in Germany, China, and Taiwan.","Cloud Computing, Computer, Manufacturing, Software",http://antec.com/,"Fremont, California, United States","Antec manufactures and provides computer components and accessories for the gaming, personal computer upgrade, and do-it-yourself markets.","233,445","273,483","289,788.33",9.91%,-14.41%,380,2.02,-4.59%,72.62%,20.43%,"277,037","-8,244",-2.89%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,1986-01-01,year,1,251-500,Andrew Lee,,,,,
Polar Systems,https://www.crunchbase.com/organization/polar-systems,,"Cloud Computing, Consulting, IT Infrastructure",http://www.polarsystems.com,"West Linn, Oregon, United States","Polar Systems is an IT company that offers cloud, vCIO, cybersecurity, consulting, IT infrastructure, and management services.","518,166","266,110","112,203.17","2,083.02%",-26.98%,360,2.31,-31.82%,34.62%,-9.98%,"272,352","-1,570,627",-85.22%,"West Coast, Western US",Active,1981-01-01,day,1,11-50,Charlie Tragesser,,,275761,USD,275761
M-Files,https://www.crunchbase.com/organization/m-files,"M-Files is a global leader in information management. The M-Files metadata-driven document management platform enables knowledge workers to instantly find the right information in any context, automate business processes, and enforce information control. This provides businesses with a competitive advantage and substantial ROI as they deliver better customer experiences and higher-quality work with lower risk.","Cloud Computing, Document Management, Enterprise Software, Information Technology, Knowledge Management, SaaS, Software",https://www.m-files.com,"Austin, Texas, United States",The M-Files metadata-driven document management platform enables knowledge workers to instantly find the right information in any context.,"5,306","221,705","222,394.33",-5.82%,16.27%,193,1.79,10.17%,70.26%,0.17%,"308,693","28,475",10.16%,Southern US,Active,1989-01-01,year,1,501-1000,Antti Nivala,7,630,,,
Paladin Data Systems,https://www.crunchbase.com/organization/paladin-data-systems,"Paladin Data Systems delivers hosted solutions that help government agencies streamline community development, project management, and employee development in the most efficient way possible. Today, more than 100 jurisdictions across the country use SMARTGOV and have processed over 280,000 licenses and permits serving over 1.5 million citizens. Paladin serves customers in all 50 states and 6 U.S. territories. Their clients have included agencies at every level of government:  many cities, police departments, the Department of Energy, U.S. Fish and Wildlife, Department of Defense, U.S. Navy,  Washington Department of Transportation, Department of Licensing, and many more.","Cloud Computing, GovTech, Information Technology, Software",http://www.smartgovcommunity.com/,"Poulsbo, Washington, United States","Paladin Data Systems delivers hosted solutions that streamlines community development, project management, and employee development.","378,774","196,182","193,061.67",31.02%,103.09%,"1,838",8.41,46.51%,13.39%,-37.63%,"335,572","-44,988",-11.82%,"Greater Seattle Area, West Coast, Western US",Active,1994-01-01,year,1,,Gary Macy,2,,,,
