Organization Name,Organization Name URL,Full Description,Industries,Website,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth,Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Number of Founders,Number of Employees,Founders,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Vichra,https://www.crunchbase.com/organization/vichra,,"Cloud Computing, Email, IT Management, Network Hardware",http://www.vichra.com,"Scottsdale, Arizona, United States","Vichra provides IT network services in combination with helpdesk support, cloud services, secure email and payments.","919,075","1,106,103","1,248,352.33",-48%,-37.62%,252,5.43,24.35%,4.81%,-77.17%,"101,841","41,528",68.85%,"Greater Phoenix Area, Western US",Active,2002-01-01,month,,11-50,,,,,,
Acumatica,https://www.crunchbase.com/organization/acumatica,"Acumatica is a provider of cloud business management software that empowers small and mid-size businesses to unlock their potential and drive growth. Built on the world’s best cloud and mobile technology and a unique customer-centric licensing model, Acumatica delivers a suite of fully integrated business management applications such as Financials, Distribution, CRM and Project Accounting, powered by a robust and flexible platform. In an interconnected world, Acumatica enables customers to take full control of their business; to play to their strengths, since every business is unique; and to empower their people by going wherever their people go, on any device.","Cloud Computing, CRM, Developer Tools, Enterprise Software, SaaS, Software",http://www.acumatica.com,"Kirkland, Washington, United States",Acumatica is a provider of cloud business management software that empowers small and mid-size businesses to unlock their potential.,"4,066","1,050,748","707,125.33",53.42%,77.46%,"1,732",5.87,11.16%,31.91%,9.32%,"102,356","-29,382",-22.3%,"Greater Seattle Area, West Coast, Western US",Active,2006-01-01,year,3,101-250,"John S. Howell, Jr., Mike Chtchelkonogov, Serg Bell",,,2967043,USD,2967043
Aladtec Incorporated,https://www.crunchbase.com/organization/aladtec,"Aladtec is an online employee scheduling and workforce management system for mission-critical organizations such as EMS, Fire/Rescue, Law Enforcement, Dispatch, and Healthcare. First developed in 2002 for public safety agencies, Aladtec simplifies the lives of over 125,000 users in more than 2,000 organizations across North America. Aladtec provides an integrated online platform for employee scheduling, time and attendance, online forms, certification tracking, payroll reporting, file storage, document management, compliance management, and other specialized tools for effective workforce optimization. Aladtec is headquartered in River Falls, Wisconsin, just across the St. Croix River from the Twin Cities metropolitan area.","Apps, Cloud Computing, Human Resources, Management Information Systems, Mobile, Public Safety, SaaS, Scheduling, Software",http://www.aladtec.com,"River Falls, Wisconsin, United States",Online Employee Scheduling and Workforce Management Software Provider,"204,269","880,098","1,164,017.5",-41.46%,11.29%,483,4.48,-3.47%,27.66%,-10.02%,"120,701","42,257",53.87%,"Greater Minneapolis-Saint Paul Area, Great Lakes, Midwestern US",Active,2005-05-20,day,1,11-50,Dave Feyereisen,,,540105,USD,540105
Clarizen,https://www.crunchbase.com/organization/clarizen,"Clarizen is a global leader in collaborative work management software, bringing together cross-company project management, configurable workflow automation, in-context collaboration, and a tailored, role-based experience, all built on a secure, scalable enterprise platform. Clarizen simplifies work, reduces communication overload, and provides extensive visibility at any level of the enterprise, so everyone can work more effectively, adapt to changes, and achieve their objectives.","Cloud Computing, Collaboration, Enterprise Software, Project Management, SaaS, Software",http://www.clarizen.com,"San Mateo, California, United States",Clarizen is a global leader in project management and collaborative work management software.,"21,176","823,297","1,141,577.5",-40.92%,17.12%,650,4.13,33.08%,29.22%,-18.45%,"126,798","43,735",52.65%,"San Francisco Bay Area, Silicon Valley, West Coast",Closed,2006-01-01,year,2,101-250,"Avinoam Nowogrodski, Tanya Epstein",5,5,,,
A10 Networks,https://www.crunchbase.com/organization/a10-networks,"A10 Networks provides appliances for accelerating web application delivery, bandwidth management and network identity issues  The three appliance families are: AX Series - server load balancing and web application delivery EX Series - quality of service and link load balancing ID Series - includes password management, IP-to-ID translation, RADIUS and more.","Cloud Computing, Hardware, Security, SEO, Virtualization, Web Hosting",http://www.a10networks.com,"San Jose, California, United States","A10 Networks offers solutions for accelerating web application delivery, bandwidth management and network identity issues.","13,601","808,619","418,753.5",329.46%,102.5%,"1,294",6.14,51.82%,27.73%,6.33%,"123,950","-202,068",-61.98%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2004-10-01,day,1,501-1000,Lee Chen,,,17401193,USD,17401193
Globant,https://www.crunchbase.com/organization/globant,"We are a digitally native company that helps organizations reinvent themselves and unleash their potential. We are the place where innovation, design and engineering meet scale.  We have more than 25,900 employees and we are present in 20 countries working for companies like Google, Electronic Arts and Santander, among others. - We were named a Worldwide Leader in CX Improvement Services by IDC MarketScape report. - We were also featured as a business case study at Harvard, MIT, and Stanford.   - We are a member of The Green Software Foundation (GSF) and the Cybersecurity Tech Accord.","Big Data, Cloud Computing, Consulting, Content, Marketing, Mobile, Retail, Sales",http://www.globant.com,"San Francisco, California, United States",We are a digitally native company that helps organizations reinvent themselves and unleash their potential.,216,"758,921","822,747.83",-18.86%,14.71%,507,2.51,-7.74%,61.45%,19.55%,"129,861","25,207",24.09%,"San Francisco Bay Area, West Coast, Western US",Active,2003-03-01,month,5,10001+,"Guibert Englebienne, Martin Migoya, Martin Umaran, Martí­n Umaran, Néstor Nocetti",37,"1,036",,,
Traumasoft,https://www.crunchbase.com/organization/traumasoft,"Traumasoft is focused on the design and delivery of connected, web-based solutions for the emergency medical service industry.  Traumasoft was founded in 2006 by EMS and software development professionals each with more than 20 years of experience. Frustrated by the lack of automation in EMS operations, Traumasoft is determined to make EMS operations more efficient, more cost-effective, more customer and employee friendly, and higher revenue producing. Traumasoft is headquartered in Kalamazoo, MI and employs people with a passion for EMS and a dedication to high quality solutions.  The company is built on a foundation of hard work, strong ethics and superior customer support. Traumasoft is driven by innovation and a desire to streamline all facets of EMS operations.  Let us know what you think of our solutions and please share any new ideas you have.","Cloud Computing, Computer, Information Technology, Software",http://Traumasoft.com,"Kalamazoo, Michigan, United States",Connected software for the EMS industry.,"187,068","750,585","590,549.33",1.32%,-1.76%,"1,171",2.74,-27.8%,42.32%,-7.27%,"135,624","3,467",2.62%,"Great Lakes, Midwestern US",Active,2006-01-01,year,2,11-50,"Brian Balow, Michael Coffman",,,,,
Infostretch,https://www.crunchbase.com/organization/infostretch-corporation,"Infostretch provides solutions and services that help enterprises rapidly launch new mobility and IoT initiatives faster, with less risk & greater success. It leverages a proven combination of technology, processes, ​and expertise to help enterprises accelerate the execution of their digital strategy. They deliver faster and more effectively by unifying expert professional services and best practices with pre-built software frameworks and products.  They are built for technical execution at speed across development, testing and integration. It is a digital-first professional services firms built for technical execution at speed – across development, testing, and integration. They also make a measurable difference within days of engagement and equip customers better for the future with streamlined business processes, increased automation, and the right set of tools. Infostretch was founded in 2004 and is headquartered in Santa Clara, California, United States.","Artificial Intelligence, Big Data, Cloud Computing, Consulting, Developer Tools, Internet of Things, Mobile, SaaS, Software, Test and Measurement",http://www.Infostretch.com,"Santa Clara, California, United States",Infostretch offers professional services powered by latest technologies like AI to help enterprises launch new digital initiatives faster.,"104,530","720,020","171,815.5",280.68%,-4.18%,"1,077",2.06,-19.66%,52.19%,18.21%,"139,796","-204,384",-59.38%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2004-01-01,year,2,1001-5000,"Manish Mathuria, Rutesh Shah",,,1104209,USD,1104209
Acroment Technologies,https://www.crunchbase.com/organization/acroment-technologies,,"Cloud Computing, Consulting, Cyber Security",https://www.acroment.com/,"Cleveland, Ohio, United States","Acroment Technologies is an IT consulting that offers cloud computing, cyber-security and data backup.","605,191","695,201",,170.38%,67.91%,"8,676",42.75,441.98%,5.66%,-36.48%,"138,465","-125,133",-47.47%,"Great Lakes, Midwestern US",Active,2004-01-01,year,1,1-10,Eric Clemens,,,8514,USD,8514
Brightcove,https://www.crunchbase.com/organization/brightcove,"Since 2004, Brightcove has been helping customers discover and experience the incredible power of video through its award-winning technology, empowering organizations in more than 70 countries across the globe to touch audiences in bold and innovative ways. Brightcove achieves this by developing technologies once thought impossible, providing customer support without parallel or excuses, and leveraging the expertise and resources of global infrastructure. Video is the world’s most compelling, exciting medium. Brightcove is Video That Means Business.™","Advertising, Cloud Computing, Digital Media, Enterprise Software, Video",https://www.brightcove.com/en/,"Boston, Massachusetts, United States","Brightcove is video that means business, helping customers experience the incredible potential of video.","5,902","691,594","941,374.83",-27.91%,-20.95%,"1,498",3.24,-9.57%,50.63%,18.71%,"138,978","36,335",35.4%,"Greater Boston Area, East Coast, New England",Active,2004-01-01,month,1,501-1000,Jeremy Allaire,5,2,16082136,USD,16082136
SpringCM,https://www.crunchbase.com/organization/springcm,"SpringCM is a secure document and contract management platform used to solve critical business needs. SpringCM delivers affordable, easy-to-deploy document management and workflow solutions in a completely Web-based environment. SpringCM's award-winning ECM service eliminates software installations, hardware maintenance, and prolonged customization cycles associated with on-premises applications.","Cloud Computing, Collaboration, Document Management, Enterprise Software, SaaS, Software",https://www.springcm.com,"Chicago, Illinois, United States",SpringCM is a secure document and contract management platform used to solve critical business needs.,"22,903","662,797","548,719.67",8.81%,46.22%,"1,180",3.35,-47.53%,40.64%,17.66%,"143,283",-260,-0.18%,"Greater Chicago Area, Great Lakes, Midwestern US",Active,2005-01-01,year,2,101-250,"Greg Buchholz, Jeffrey Piper",,,,,
Charms,https://www.crunchbase.com/organization/charms,,"Cloud Computing, Computer, Consulting, Software",https://www.charmsoffice.com/,"Garland, Texas, United States","Charms Office Assistant is the premiere management, financial, communication and assessment system used by successful programs everywhere.","547,893","485,469","995,596.33",-69.19%,-58.41%,472,3.62,62.22%,57.14%,-18.84%,"185,577","109,677",144.5%,"Dallas/Fort Worth Metroplex, Southern US",Active,2002-01-01,year,,11-50,,,,615086,USD,615086
Arista Networks,https://www.crunchbase.com/organization/arista-networks,"Arista Networks is a computer networking firm delivering cloud networking solutions for large data center and computer environments. It was founded to deliver software-driven cloud networking solutions for large data center and high-performance computing environments. With more than three million cloud networking ports being deployed worldwide, Arista delivers a portfolio of 1/10/40 and 100 GbE products that redefine network architectures, bring extensibility to networking, and dramatically change the price/performance of data center networks.","Cloud Computing, Data Center Automation, Hardware, Information Technology, Software",http://www.arista.com,"Santa Clara, California, United States",Arista Networks is a computer networking firm delivering cloud networking solutions for large data center and computer environments.,"6,629","337,466","381,695.67",1.25%,54.98%,451,3.07,32.81%,37.8%,-17.92%,"231,064","10,671",4.84%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2004-01-01,year,3,1001-5000,"Andy Bechtolsheim, David Cheriton, Kenneth Duda",,,,,
RightScale,https://www.crunchbase.com/organization/rightscale,"[RightScale](https://www.rightscale.com) enables leading enterprises to accelerate delivery of cloud-based applications that engage customers and drive top-line revenue while optimizing cloud usage to reduce risk and costs. RightScale Optima is a collaborative cloud cost management and optimization solution that enables organizations to take automated action to reduce cloud spend across the enterprise. The RightScale Cloud Management Platform is a comprehensive solution that enables IT organizations to deliver instant access to a portfolio of public, private, and hybrid cloud services across business units and development teams while maintaining enterprise control. RightScale was founded in 2006 and is based in Santa Barbara, California.","Cloud Computing, Cloud Management, Enterprise Software, SaaS, Software",https://www.rightscale.com,"Santa Barbara, California, United States",RightScale cloud management and cloud cost optimization solutions help enterprises streamline operations and save money.,"40,525","235,210","89,917.17",603.15%,-71.35%,477,3.75,21.74%,25.97%,-31.57%,"296,538","-723,340",-70.92%,"West Coast, Western US",Closed,2006-01-01,year,3,251-500,"Michael Crandell, Rafael Saavedra, Thorsten von Eicken",,,,,
SugarCRM,https://www.crunchbase.com/organization/sugarcrm,"SugarCRM enables businesses to create extraordinary customer relationships with the most innovative and affordable CRM solution in the market. Recognized by leading market analysts as a “visionary” company, Sugar is deployed by over 1.5 M individuals in 120 countries and 26 languages. Sugar is positioned to fully unleash the promise of CRM with their innovative CRM system designed for every individual who engages with customers: sellers, marketers, customer support agents, receptionists, and executives. The company is delivering a completely transformed, individualized CRM user experience that is immersive, engaging, and intuitive. Sugar fuses the straightforward simplicity, mobility, and social aspects of a consumer app with the business process optimization of conventional CRM.","Cloud Computing, CRM, Enterprise Software, Lead Management, Software",http://sugarcrm.com,"Cupertino, California, United States","With Sugar, you let the platform do the work—no blind spots, no busy work, and no roadblocks.","7,614","215,981","212,397.17",-4.34%,-13.77%,357,2.37,-2.97%,50.17%,-16.06%,"325,833","20,990",6.89%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2004-04-01,day,2,501-1000,"Clint Oram, Jacob Taylor",4,"1,317",6423928,USD,6423928
TISDCS,https://www.crunchbase.com/organization/tisdcs,,"Cloud Computing, Data Center, Information Technology, Security",https://www.tisdcs.com/,"Fairfield, New Jersey, United States","TISDCS centers on data security, data center colocation, managed proactive support, networking, cloud computing and managed IT services.","1,289,177","207,774","182,271.33",-55.54%,10.61%,"2,899",5.59,4.51%,34.85%,11.24%,"334,557","150,652",81.92%,"Greater New York Area, East Coast, Northeastern US",Active,2004-01-01,year,,101-250,,,,233788,USD,233788
SnapLogic,https://www.crunchbase.com/organization/snaplogic,"SnapLogic provides a platform for enterprise cloud and big data integration. The company's Intelligent Integration Platform accelerates data and process flow across applications, databases, data warehouses, big data streams, and IoT deployments. Whether on-premises or in the cloud. It also enables the unification of multiple endpoints including SaaS, ERP applications, APIs, data warehouses, big data, and “things” – all on a single platform. Unlike traditional integration software that requires painstaking, hand-crafted coding by teams of developers, SnapLogic’s simple platform enables IT and business users to develop quality, scalable data pipelines that get the right data to the right people at the right time. SnapLogic balances design simplicity with platform power to obtain immediate value. The company's intuitive, cloud-based, self-service software allows for easy snap-and-assemble orchestrations via a drag-and-drop interface, robust enough for developers yet easy to master for citizen integrators.","Cloud Computing, Cloud Data Services, Enterprise Software, Information Technology, PaaS, SaaS",http://www.snaplogic.com,"San Mateo, California, United States",SnapLogic is a software company that provides a platform for enterprise cloud and big data integration.,702,"201,991","355,153.5",-37.36%,100.69%,"2,041",5.88,89.97%,35.1%,-9.42%,"328,899","103,375",45.84%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2006-01-01,year,1,101-250,Mike Pittaro,1,,5435981,USD,5435981
Skytap,https://www.crunchbase.com/organization/skytap,"It is critical to success in today’s economy to rapidly deliver goods and services through software. Organizations must modernize their approach to software delivery by leveraging the cloud, implementing agile and DevOps processes, and adopting new architectures. This transition enables faster, safer, and more efficient application development, which is the cornerstone of the on-demand digital services that customers expect. Skytap is your partner in this transformation. Skytap Cloud accelerates enterprise innovation by modernizing traditional applications with cloud-native development and services. Our technology makes it easy to build, run, and evolve these hybrid applications by rapidly migrating traditional workloads to the cloud, enabling modern development practices, and integrating new cloud architectures and processes. We deliver cloud benefits in weeks, not months or years. True self-service, on-demand resources enable you to create your own software-defined datacenter and networks with environments on demand that work in the cloud just like in your datacenter. Gain all the benefits of cloud speed and scale with little risk and big reward.","Application Performance Management, Cloud Computing, Cloud Infrastructure, Enterprise Applications, Enterprise Software, IaaS, SaaS",http://www.skytap.com,"Seattle, Washington, United States",Skytap Cloud accelerates enterprise innovation by modernizing traditional applications with cloud-native development and services. ,"12,960","201,223","324,775.83",-48.4%,9.99%,771,2.05,-9.52%,55.85%,26.73%,"341,923","133,209",63.82%,"Greater Seattle Area, West Coast, Western US",Active,2006-01-01,year,3,101-250,"David Richardson, Henry Levy, Steven Gribble",1,,3455102,USD,3455102
Encora,https://www.crunchbase.com/organization/indecomm-digital-services,Encora is a product engineering services player that provides outsourced software product development services.,"Big Data, Cloud Computing, Software",https://www.encora.com/,"Scottsdale, Arizona, United States",Encora accelerates business outcomes for clients through leading-edge digital product innovation.,"3,654","187,687","149,821.17",98.42%,-39.69%,275,1.71,-23.36%,70.01%,1.54%,"358,205","-191,962",-34.89%,"Greater Phoenix Area, Western US",Active,2003-01-01,year,1,10001+,Venu Raghavan,,,,,
