Organization Name,Organization Name URL,Full Description,Industries,Website,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth,Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Number of Founders,Number of Employees,Founders,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Kin and Carta,https://www.crunchbase.com/organization/kin-and-carta,"Kin + Carta is a global digital transformation business that advises, creates, and connects marketing and customer experience. Kin + Carta is a professional services company, born out of the United Kingdom in 2018.","Cloud Computing, Cloud Data Services, Digital Marketing, Finance, Internet, Marketing",http://www.kinandcarta.com,"London, England, United Kingdom","Kin + Carta is a global digital transformation business that advises, creates, and connects marketing and customer experience.","10,693","58,451","54,108",80.56%,37.61%,300,1.71,0.75%,67.32%,-14.88%,"756,313","-285,698",-27.42%,,Active,1964-01-01,year,1,5001-10000,J Schwan,,,,,
Valore BF,https://www.crunchbase.com/organization/valore-bf,"Valore BF is a printing and innovation technology sector firm providing them with customized, vertical, and modular technological solutions tailored to their business and their needs. It is specialized in printing and document archiving, telecommunications, telephone systems, web Services, and more.","Cloud Computing, Cyber Security, Information Technology",https://www.valorebf.it,"Gallarate, Lombardia, Italy","Valore BF is a printing and innovation technology sector firm providing them with customized, vertical, and modular technological solutions.","1,161,981","56,018","48,894.17","1,262.97%",74.86%,"2,574",19.25,35.53%,7.02%,-33.89%,"805,730","-2,907,185",-78.3%,European Union (EU),Active,1985-01-01,year,,51-100,,,,3914461,USD,3914461
Siav,https://www.crunchbase.com/organization/siav,,"Cloud Computing, Information Technology, Software",https://www.siav.com,"Rubano, Veneto, Italy","Siav provides digital storage, document management, software development, document portals, and cloud services.","524,480","40,997","17,044.83",9.17%,-98.57%,14,1.07,-20.8%,98.35%,21.8%,"979,745","-27,021",-2.68%,European Union (EU),Active,1990-01-01,year,,251-500,,,,3849039,USD,3849039
Exor,https://www.crunchbase.com/organization/exor-eb7d,,"Cloud Computing, Industrial Automation, Information Technology, Internet of Things, Software",https://www.exorint.com,"San Giovanni Lupatoto, Veneto, Italy",Exor develops software for industrial edge management as well as offers connectivity management and IoT platform building solutions.,"239,452","32,968","16,910.5",201.27%,360.71%,258,2.31,11.67%,38.34%,21.18%,"1,121,410","-949,996",-45.86%,European Union (EU),Active,1971-01-01,year,,101-250,,,,,,
SLTN,https://www.crunchbase.com/organization/sltn,,"Business Intelligence, Cloud Computing, Information Technology",https://www.sltn.nl/,"Hilversum, Noord-Holland, The Netherlands","SLTN is one of the larger ICT companies in the Netherlands that focuses on data centers, Cloud, infrastructure and application services.","197,297","24,106","23,549.5",127.24%,-60.22%,438,2.03,38.68%,66.78%,-3.54%,"1,370,258","-748,285",-35.32%,European Union (EU),Active,1980-01-01,year,1,251-500,Eugene Tuijnman,,,,,
MPY Yrityspalvelut,https://www.crunchbase.com/organization/mpy-yrityspalvelut,,"Cloud Computing, Information Technology",https://www.mpy.fi/,"Mikkeli, Eastern Finland, Finland",MPY Yrityspalvelut provides information management audits to management and IT technology services.,"627,719","21,272","18,460.17",-54.73%,-40.24%,395,3.29,141.4%,27.95%,-62.1%,"1,443,494","622,265",75.77%,"European Union (EU), Nordic Countries, Scandinavia",Active,1988-01-01,day,,101-250,,,,4787758,USD,4787758
Olivetti,https://www.crunchbase.com/organization/olivetti,"Olivetti provides information technology products and services. It provides bank and post office terminals, cash registers, cordless and corded phones, retail printers, interactive boards, internet keys, multiservice terminals, POS touchscreen systems, office automation systems, self-service systems, tablets, fax machines, and validators; and multiservice terminals and specialized peripherals for banking, postal services, gaming and lottery, and transport sectors. It also provides software solutions, including Document Hub, a SaaS model document management solution that offers services for the document life cycle; Olitouch, a solution for corporate document dematerialization; Application Warehouse, a virtual store of business applications, including groups of bundled application solutions for small and medium enterprises, large corporate clients, and local and central government agencies. It also offers Olischool, which is a vertical hardware and software for schools. Olivetti also provides cloud computing and related services. Its products are primarily offered for SMEs, large corporate customers, and the retail sector in Europe and in the world. Olivetti was established in 1908 and is based in Ivrea, Italy. Olivetti operates as a subsidiary of Telecom Italia S.p.A.","Cloud Computing, Cloud Data Services, Computer, Enterprise Software, Information Technology, Software",http://www.olivetti.com/,"Ivrea, Piemonte, Italy",Olivetti provides information technology products and services.,"265,011","17,219","36,368.67",1.86%,-59.54%,53,1.36,-57.93%,79.11%,80.78%,"1,647,512","14,770",0.9%,European Union (EU),Active,1908-01-01,year,1,251-500,Marcello Pellacani,,,,,
DATADEC,https://www.crunchbase.com/organization/datadec,DATADEC is specialized for more than 30 years in developing and implementing management software on ORACLE technology. DATADEC is a pioneer in Cloud ERP.,"Cloud Computing, Computer, Enterprise Resource Planning (ERP), Information Technology, Software, Telecommunications",https://www.datadec.es/,"Valencia, Comunidad Valenciana, Spain",DATADEC develops and implements management software on ORACLE technology.,"1,415,800","15,556","22,613.67",-49.3%,120.93%,0,1.01,-14.19%,98.94%,20.34%,"1,706,231","493,028",40.64%,European Union (EU),Active,1987-01-01,year,,101-250,,,,12795814,USD,12795814
Ashgoal,https://www.crunchbase.com/organization/ashgoal,,"Cloud Computing, Consulting, IT Management, Software Engineering, Telecommunications",http://www.ashgoal.com,"Barnet, Barnet, United Kingdom","Ashgoal is an IT firm that specializes in cloud computing, IT security and infrastructure, hardware, telecom and communication.","877,024","14,707","5,148.83",443.5%,508.49%,0,1,0%,100%,0%,"1,802,382","-2,618,495",-59.23%,,Active,1979-01-01,year,,11-50,,,,,USD,
Simac,https://www.crunchbase.com/organization/simac,"Simac aims to promote high-quality technology as a publicly traded company in several European countries in Europe for large and medium-sized companies  of the business processes. Simac wants to work professionally, integerly, reliably, flexibly and result-oriented to the client and all other stakeholders .  Simac supplies medium and large companies and organizations. By investing in product and service development and implementing innovative projects for advanced clients , Simac acquires practical knowledge and skills, which are then deployed throughout the market. Simac works closely with its clients, mainly based on projects  and management contracts. The technology is an indispensable element in the business management of the customers and should be available continuously. Simac is aware of this responsibility, has the right knowledge and procedures at home and constantly innovates . Simac wants to take a leading position in the markets where it is active. That's why Simac targets a limited number of countries in Europe. Opportunities to expand the geographical area will be examined carefully and step by step. ","Cloud Computing, Information Technology",https://www.simac.com/,"Veldhoven, Noord-Brabant, The Netherlands",Simac aims to promote high-quality technology as a publicly traded company in several European countries.,"253,053","14,257","24,272.83",60.68%,1.45%,350,3.07,31.89%,63.01%,11.27%,"1,783,294","-420,744",-19.09%,European Union (EU),Active,1971-01-01,year,1,501-1000,Mac van Schagen,6,,,,
Grey Matter,https://www.crunchbase.com/organization/grey-matter-652e,,"Cloud Computing, Information Technology, Software",https://greymatter.com,"Ashburton, Devon, United Kingdom",Grey Matter is a software company that offers managed IT and cloud infrastructure management services.,"232,465","13,700","11,014",-9.56%,-72.32%,31,1.74,-1.05%,74.2%,12.73%,"1,875,818","146,436",8.47%,,Active,1983-01-01,year,,51-100,,,,,,
Concat AG,https://www.crunchbase.com/organization/concat-ag,"Concat provides customized IT infrastructures and cloud solutions. As an IT service provider, Concat AG offers a broad portfolio of managed services to efficiently support IT organizations in their transformation to a digital service provider. This ranges from the realization of tailor-made IT infrastructures via cloud services to the takeover of IT operations by the company's own ISO 9001 certified service and support organization (24 × 7). Concat also operates its own infrastructures in highly secure data centers in Germany that are ISO 9001 and 27001 certified. The head office is in Bensheim; In addition there are 12 branches and sales offices nationwide as well as the Munich subsidiary Concat GmbH. In the 2017/2018 financial year, 250 employees generated sales of 127 million euros.","Cloud Computing, Information Services, Information Technology, IT Infrastructure",https://www.concat.de,"Bensheim, Hessen, Germany",Concat provides customized IT infrastructures and cloud solutions.,"258,649","11,922",,,,75,1.54,,45.78%,,"2,041,003",,,European Union (EU),Active,1990-01-01,year,1,251-500,Dexter McGinnis,,,,,
Lanaco,https://www.crunchbase.com/organization/lanaco,,"Cloud Computing, Infrastructure, Professional Services, Software, Web Hosting",https://www.lanaco.com/,"Banja Luka, Republika Srpska, Bosnia and Herzegovina","Lanaco specializes in offering IT solutions that include software solutions, data infrastructure, hosting and cloud computing services.","643,682","11,901","14,702.17",75.14%,0.09%,"2,108",5.71,-27.44%,43.69%,96.8%,"1,972,073","-607,607",-23.55%,,Active,1990-01-01,year,,251-500,,,,,,
UMB,https://www.crunchbase.com/organization/umb-ag,"We believe that time is one of the most valuable resources in the world. We create time for our customers - for innovations and bold business ideas. With our leading edge know-how, we are the market leader for business & technology transformation. As the best employer we inspire generations. We develop digitization software and, as a swiss cloud native visionary, accelerate business progress. With our leading edge expertise in the areas consulting, cloud, digital transformation, modern work, security and infrastructure, we serve our customers in an inspiring, simple, and inspiring way.","Cloud Computing, Cloud Management, Cloud Security, Consulting, Information Services, Information Technology, Software",https://www.umb.ch/,"Cham, Zug, Switzerland","UMB provides a 360-degree service for your digital transformation with Consulting, Cloud, Modern Work, Security, and Infrastructure.","148,514","10,783","7,686.67",167.04%,-69.1%,72,3.13,53.32%,22.58%,10.25%,"2,101,245","-1,477,587",-41.29%,,Active,1978-01-01,year,,501-1000,,,,3683867,USD,3683867
SVL,https://www.crunchbase.com/organization/svl,,"Cloud Computing, Compliance, Consulting, Data Center Automation, Telecommunications",https://www.svlbusinesssolutions.com/,"Glasgow, Glasgow City, United Kingdom","SVL provides multimedia interaction recording, contact center applications, PCI security and automation along with consulting services.","560,164","10,490",,-99.52%,-51.01%,483,3.98,78.19%,32.79%,-52.55%,"2,130,929","2,076,246","3,796.88%",,Active,1967-01-01,year,,11-50,,,,,,
UWM Accountants,https://www.crunchbase.com/organization/uwm-accountants,,"Accounting, Cloud Computing",https://uwm.co.uk/,"Leeds, Leeds, United Kingdom","UWM Accountants offers cloud accountants services in Leeds, Yorkshire.","1,262,663","7,448","3,455.83",384.27%,78.97%,545,2.95,194.55%,78.38%,-21.62%,"2,541,979","-2,988,364",-54.04%,,Active,1978-01-01,year,,11-50,,,,3417358,USD,3417358
HSI Grup,https://www.crunchbase.com/organization/hsi-grup,,"Cloud Computing, Consulting, Information Technology",https://www.hsi.es/,"Barcelona, Catalonia, Spain",HSI Grup is a provider of IT and consulting services.,"516,616","7,127","2,114","1,283.88%",,0,1,0%,100%,0%,"2,633,764","-4,749,385",-64.33%,European Union (EU),Active,1988-01-01,day,,11-50,,,,14120006,USD,14120006
Acora Ltd,https://www.crunchbase.com/organization/acora-ltd,,"Cloud Computing, Cloud Infrastructure, Cloud Management, IT Infrastructure, IT Management, Outsourcing, Technical Support",https://www.acora.com/,"Burgess Hill, West Sussex, United Kingdom","Delivering outsourced IT services and IT managed services to mid-market businesses requiring agility, performance and profitability.","149,539","5,955","4,069.17",55%,"1,663.64%",194,3.14,173.66%,31.04%,-67.76%,"2,934,277","-730,764",-19.94%,,Active,1989-01-01,year,1,101-250,David Rabson,,,,,
Inforolot,https://www.crunchbase.com/organization/inforolot,,"Cloud Computing, Enterprise Resource Planning (ERP), Software",http://www.inforolot.com,"Olot, Catalonia, Spain",Inforolot provides IT services to companies. They are specialized in ERP Software Network and Communications.,"1,463,948","4,461",,,,0,1,,100%,,"3,581,882",,,European Union (EU),Active,1984-01-01,day,,11-50,,,,5028726,USD,5028726
Transputec,https://www.crunchbase.com/organization/transputec,"Founded in 1984, Transputec combines  excellence in insights, relationships and innovations to drive businesses forward. We manage IT services, develop tailor-made solutions, and supply hardware and software to international clients in a diverse range of sectors. These include commerce, finance, communications, construction, logistics and government. Our Goal: To help businesses reap the benefits of integrated IT solutions","Cloud Computing, Document Management, Enterprise Software, Information Technology, Software, Web Hosting",http://www.transputec.com,"London, England, United Kingdom","Transputec provides tailor-made IT solutions to its clients in the commerce, finance, communications, construction, and government sectors.","199,268","2,865","3,205.33",-38.08%,-87.14%,9,1.27,-47.72%,72.77%,256.02%,"4,383,945","866,239",24.63%,,Active,1984-01-01,year,1,51-100,Sonny Seghal,6,16,,,
WSB Solutions LLC,https://www.crunchbase.com/organization/wsb-solutions-llc,,"Cloud Computing, Consulting, Cyber Security, Information and Communications Technology (ICT), Information Technology, Software, Telecommunications",https://wsb-solutions.nl,"Hardinxveld, Zuid-Holland, The Netherlands","WSB Solutions provides software, ICT, telecom, cloud, office 365, dynamics 365, IT security, & Microsoft azure services.","1,015,725","2,848","6,721.33",-37.52%,,0,1,0%,100%,0%,"4,416,504","873,864",24.67%,European Union (EU),Active,1987-01-01,year,,51-100,,,,,,
EBC Group,https://www.crunchbase.com/organization/ebc-group,,"Cloud Computing, Information Technology",http://www.ebcgroup.co.uk,"Halesowen, Dudley, United Kingdom","EBC Group is providing managed services for over 25 years including IT, telephony, connectivity and print.","326,731","2,828",,-37.49%,"7,800%",0,1,-41.35%,100%,16.41%,"4,431,184","868,526",24.38%,,Active,1989-01-01,day,1,,Richard Lane,,,,,
Opin Kerfi,https://www.crunchbase.com/organization/opin-kerfi,,"Cloud Computing, Consulting, Information Technology, Internet",https://opinkerfi.is,"Reykjavík, Gullbringusysla, Iceland","Opin Kerfi specializes in IT services that offer cloud hosting and internet solutions, software licenses and security advisory services.","1,105,133","2,807","5,254",-85.2%,-88.59%,34,1.54,-83.03%,80.78%,205.41%,"4,447,195","2,912,641",189.8%,"Nordic Countries, Scandinavia",Active,1985-01-01,year,,101-250,,,,,,
Global-e ICT Solutions,https://www.crunchbase.com/organization/global-e-ict-solutions,,"Cloud Computing, Cloud Infrastructure, Cloud Management, Information and Communications Technology (ICT)",https://www.global-e.nl/,"Eindhoven, Noord-Brabant, The Netherlands","Global-e ICT Solutions offers innovative integrated services that help organizations perform better through cloud, voice and infrastructure.","1,604,493","2,180",,440.94%,,977,2,100%,42.75%,-57.25%,"4,833,207","-3,120,692",-39.23%,European Union (EU),Active,1988-01-01,year,,11-50,,,,,,
Sodvin,https://www.crunchbase.com/organization/sodvin,,"Cloud Computing, Energy, Software, Telecommunications",https://www.sodvin.no,"Kyrksæterøra, Sor-Trondelag, Norway","Sodvin provides software development, cloud computing, infrastructure, IT, real estate, telecommunication, and energy distribution services.","915,356","1,987","1,331.67",232.27%,144.4%,"1,701",3.16,-41.81%,20.55%,-61.07%,"4,973,694","-2,113,275",-29.82%,"Nordic Countries, Scandinavia",Active,1951-01-01,year,,101-250,,,,6008728,USD,6008728
Ozitem,https://www.crunchbase.com/organization/ozitem,,"Cloud Computing, Information Technology",https://groupeozitem.com/,"Levallois-perret, Ile-de-France, France","Ozitem provides tailor-made, innovative and scalable solutions.","424,938","1,707","4,056.33",116.35%,,0,1,0%,100%,0%,"5,248,451","-1,540,676",-22.69%,European Union (EU),Active,1990-01-01,day,1,101-250,Laurent Soulié,,,,,
CSI Renting,https://www.crunchbase.com/organization/csi-renting,,"Cloud Computing, Leasing, Network Hardware",https://www.csirenting.com,"Barcelona, Catalonia, Spain",CSI Renting belongs to one of the business groups specialized in the leasing of ICT equipment.,"1,336,784","1,680",,"2,266.2%",-93.67%,113,3.98,32.54%,0%,,"5,282,453","-4,694,871",-47.06%,European Union (EU),Active,1972-01-01,year,,51-100,,,,,,
ABMI,https://www.crunchbase.com/organization/abmi-f7cd,,"Cloud Computing, Consulting, Cyber Security, Internet of Things, IT Infrastructure, Software Engineering",https://abmi-groupe.com,"Guyancourt, Ile-de-France, France","ABMI is an engineering company that offers design, IT infrastructure, robotics, IoT, cloud computing, and cybersecurity solutions.","922,263","1,625","9,764.5",-66.85%,-97.13%,7,1.23,-62.45%,77.15%,170.7%,"5,979,663","2,540,233",73.86%,European Union (EU),Active,1984-01-01,year,,501-1000,,,,,,
PQR,https://www.crunchbase.com/organization/pqr,"PQR is an independent IT consultant and supplier of innovative ICT infrastructure solutions. The organization not only advises clients on system configurations and technical designs, it also looks after the implementation, administration and security of ICT infrastructures. To give an example, PQR designed and installed the IT backbone for the Dutch speed camera system on behalf of the Dutch police force. Other clients include (local) municipalities and medium-sized private sector companies.","Cloud Computing, Consulting, Information Services, Information Technology",https://www.pqr.com/,"De Meern, Utrecht, The Netherlands",PQR is an independent IT consultant and supplier of innovative ICT infrastructure solutions.,"235,727","1,611","4,173.17",-89.22%,-80.56%,7,1.27,-36.88%,72.63%,43.57%,"5,725,091","4,069,003",245.7%,European Union (EU),Active,1990-01-01,year,1,101-250,Robert Pijselman,,,,,
Merrill Corporation,https://www.crunchbase.com/organization/merrill-associates-inc,"Merrill Corporation is committed to community and charitable projects. They use the surveying systems and design software for optimum quality and efficiency. Their integrated approach to project planning, innovative design, and construction services is based on a long history of success.","Cloud Computing, Telecommunications",https://www.merrillinc.com,"Maussane, Provence-Alpes-Cote d'Azur, France","Merrill Corporation is a civil engineering, site planning, and land surveying firm.","637,015","1,552",,,,294,4,,0%,,"5,812,580",,,European Union (EU),Active,1985-01-01,day,,11-50,,,,,,
Columbi Micro,https://www.crunchbase.com/organization/columbi-micro,,"Accounting, Cloud Computing, Cyber Security, Enterprise Resource Planning (ERP), IT Infrastructure, Software",https://www.columbi.no/,"Moss, Ostfold, Norway","Columbi Micro is a provider of software systems for accounting, HR, IT support, cybersecurity, ERP, and cloud solutions.","488,020","1,270",,51.55%,"1,025%",45,1.45,8.64%,77.6%,16.39%,"6,488,885","-238,945",-3.55%,"Nordic Countries, Scandinavia",Active,1986-04-03,day,1,11-50,Einar Øien,,,7753346,USD,7753346
XSTREAM,https://www.crunchbase.com/organization/x-stream,"XSTREAM Ltd. (formerly Site Systems) for 30 years working in the telecommunications market and is now recognized as a major player in the ICT market; with over 3000 installed systems, in 2009 he developed a business plan to become a local Telecommunications Operator offering Internet voice and data services. In 2011, upon completion of the business plan, it opened the first site for delivery of Broadband Intenet services in WiMax technology; in the same year was inaugurated the structure Data Center at its headquarters in Reggio Emilia, which offers services to the customers XSTREAM evolved as Cloud Computing. In addition to the strong propensity for technological innovation, XSTREAM srl has given great value to your team, to form highly specialized people in providing services and value-added solutions","Cloud Computing, Telecommunications",http://www.x-stream.biz/,"Reggio Nell Emilia, Emilia-Romagna, Italy",XSTREAM Ltd. (formerly Site Systems) for 30 years working in the telecommunications market.,"306,245","1,236","2,097.67",-64.09%,-98.89%,9,1.5,-66.67%,50%,33.33%,"6,707,838","2,732,852",68.75%,European Union (EU),Active,1984-01-01,year,,11-50,,,,,,
CoachingCloud,https://www.crunchbase.com/organization/coachingcloud,,"Cloud Computing, Information Technology, Software",https://www.coachingcloud.com,"London, England, United Kingdom",CoachingCloud is a software company that designs a network in the cloud for the improvement of online coaching and mentoring partnership.,"810,054","1,137","1,029.5",49.8%,-99.48%,2,1.67,-10.28%,33.33%,16.66%,"6,906,749","-556,794",-7.46%,,Active,1982-01-01,year,,1-10,,,,,,
TCC The Computer Company,https://www.crunchbase.com/organization/tcc-the-computer-company,,"Cloud Computing, Information and Communications Technology (ICT), Information Technology, Point of Sale, Software",https://www.thecomputercompany.nl,"Maastricht, Limburg, The Netherlands",TCC The Computer Company is a company that offers ICT services.,"468,781","1,060",,,,0,1,,100%,,"6,795,576",,,European Union (EU),Active,1987-01-01,year,,11-50,,,,,,
Filippetti Digital DNA,https://www.crunchbase.com/organization/filippetti-digital-dna,,"Cloud Computing, Cyber Security, Information Technology",https://www.filippetti.it/,"Falconara Marittima, Marche, Italy",Filippetti Digital DNA is a digital transformation company that provides system integration and multi-cloud services to its clients.,"689,917","1,006",,267.15%,"1,266.67%",164,1.25,-58.32%,75%,,"6,945,629","-1,700,444",-19.67%,European Union (EU),Active,1974-01-01,year,,101-250,,,,4698942,USD,4698942
SuperOffice Software,https://www.crunchbase.com/organization/superoffice-software,,"Cloud Computing, CRM, Software",https://www.superoffice.co.uk/,"Cranfield, Bedfordshire, United Kingdom","SuperOffice Software provides CRM solutions, platforms and consultation for marketing, sales and customer service.","938,735",887,,-75.84%,-83.25%,0,1,-34.92%,100%,24.86%,"7,132,851","3,406,745",91.43%,,Active,1989-01-01,year,,11-50,,,,,,
Xaris ICT & Telecom,https://www.crunchbase.com/organization/xaris-ict-telecom,,"Cloud Computing, Point of Sale, SaaS",https://www.xaris.nl,"Wognum, Noord-Holland, The Netherlands","Xaris ICT & Telecom offers cloud computing, cloud telephony, POS, and SAAS services.","1,539,019",868,,,,820,3,,50%,,"7,202,796",,,European Union (EU),Active,1988-01-01,year,,11-50,,,,,,
