Organization Name,Organization Name URL,Full Description,Industries,Website,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth,Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Number of Founders,Number of Employees,Founders,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
MetaRouter,https://www.crunchbase.com/organization/metarouter,"MetaRouter provides a cloud-agnostic platform for secure and compliant customer data infrastructure for collection and connection. With an emphasis on removing third-party tags, MetaRouter significantly improves website performance and data accuracy. Our customers are global and represent a range of sizes, from SMB to Fortune 50, who need a secure, flexible and reliable platform for real-time data routing.","Analytics, Cloud Data Services, Data Integration, Developer APIs",https://metarouter.io,"Denver, Colorado, United States",The first server-side-focused Customer Data Infrastructure,"189,854","1,147,179","1,131,201.5",30.99%,169.86%,591,1.21,1.35%,85.27%,-2.04%,"95,970","-14,425",-13.07%,"Greater Denver Area, Western US",Active,2015-05-01,day,1,11-50,Tim Brunk,,,,,
Waterline Data,https://www.crunchbase.com/organization/waterline-data-science,"Do you know where your data is? Waterline’s AI-driven Data Catalog uses machine learning and AI to discover, manage and govern enterprise data at scale. Chief Data Officers, Analysts and Data Stewards use Waterline software to enable self-service analytics, data governance – including GDPR and CCPA – and data rationalization/optimization. By connecting the right people to the right data, Waterline Data makes Big Data easy to find and use.","Analytics, Artificial Intelligence, Big Data, Cloud Data Services, Enterprise Software, Machine Learning",https://www.hitachivantara.com,"Mountain View, California, United States",Waterline's machine learning and AI-driven Data Catalog connects the right people to the right data.,"22,978","986,019","578,163.5",20.23%,-4.46%,664,2.75,-17.61%,47.1%,-3.15%,"110,886","-11,769",-9.6%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2013-01-01,year,1,51-100,Alex Gorelik,,,,,
Katalon,https://www.crunchbase.com/organization/katalon,"Katalon is a modern, comprehensive quality management platform that enables quality assurance, DevOps, and software teams of any size to deliver world-class customer experiences faster, easier, and more efficiently. The platform accelerates end-to-end software development by powering the authoring, execution, and insights of test automation across any app or environment and flexibly integrates across a team’s architecture and processes. Founded in 2016, Katalon is headquartered in Atlanta, GA.  For more info about Katalon, please visit https://katalon.com/","Cloud Data Services, Information Technology, SaaS, Software",http://www.katalon.com,"Atlanta, Georgia, United States","A modern, comprehensive quality management platform that enables software teams to deliver world-class customer experiences faster","3,954","950,930","419,919.5",173.62%,-43.24%,277,1.61,-30.81%,79.84%,19.65%,"113,979","-112,316",-49.63%,"Greater Atlanta Area, East Coast, Southern US",Active,2016-01-01,year,1,251-500,Vu Lam,,,,,
Incentivio,https://www.crunchbase.com/organization/incentivio,,"Apps, Cloud Data Services, Food and Beverage, Internet, Mobile, Restaurants, Software",https://incentivio.com,"Boston, Massachusetts, United States",Helping restaurants win Restaurant 2.0 by transforming the restaurant experience for the digital age,"50,251","947,505","746,779.5",-12.01%,0.43%,232,2.07,10.11%,41.7%,-15.52%,"110,377","16,420",17.48%,"Greater Boston Area, East Coast, New England",Active,2016-03-01,month,2,11-50,"Rajat Bhakhri, Sashika Dias",,,,,
JustCall,https://www.crunchbase.com/organization/justcall,,"Cloud Data Services, Telecommunications",http://www.justcall.io,"Newark, Delaware, United States",JustCall is a cloud-based phone system.,"138,537","896,446","860,829",47.23%,-20.98%,"1,296",3.25,6.91%,47.62%,8.13%,"114,997","-28,584",-19.91%,"Greater Philadelphia Area, East Coast, Southern US",Active,2016-01-01,day,1,,Gaurav Sharma,,,,,
PlayFab,https://www.crunchbase.com/organization/playfab-inc,"PlayFab is a cloud-based provider of tools and services for building and managing online games. PlayFab offers services like profile management, multiplayer servers, and matchmaking, in-game commerce and marketplaces, deep analytics, server operations, and management, and much more. The experienced team at PlayFab is dedicated to arming the most creative game talent with state-of-the-art backend services and tools so they can focus on the fun while staying competitive in today’s market. PlayFab brings together all the features you need, from leaderboards to virtual currency to user authentication to purchasing, all without needing to write a single line of code. It also offers a range of pricing plans to meet the diverse needs of its customers, from free plans for small indies to enterprise-level plans for major publishers.","Cloud Data Services, Developer Tools, PaaS, PC Games",http://playfab.com,"Seattle, Washington, United States",PlayFab is a cloud-based provider of tools and services for building and managing online games.,"25,909","788,509","2,474,122",8.89%,14.55%,858,5.56,12.66%,38.08%,-14.64%,"130,877","-3,555",-2.64%,"Greater Seattle Area, West Coast, Western US",Active,2014-01-01,year,2,11-50,"James Gwertzman, Matt Augustine",,,,,
VidMob,https://www.crunchbase.com/organization/vidmob,"VidMob is the world's leading platform for Intelligent Creative. We provide an end-to-end technology solution for all of a brand’s creative needs. It is an integrated platform combining AI-powered creative analytics with a production workflow system connected to a global network of expert creators. VidMob’s platform dramatically improves ad campaign ROI through actionable creative insights, faster creative turnaround, better performing ads and streamlined workflow.   We are the only company in the world to receive a certified creative marketing partner badge from every major social and digital platform. A portion of every dollar VidMob receives is used to fund pro bono creative services for non-profits through the 501(c)(3) VidMob Gives.","Advertising Platforms, Cloud Data Services, SaaS, Social Media Advertising, Video",http://vidmob.com/,"New York, New York, United States",VidMob is a video content creation network and platform where brands can create digital video ads with expert teams.,"20,845","769,004","408,617.67",260.9%,40.51%,"2,532",2.37,9.08%,48.89%,-0.49%,"133,322","-183,893",-57.97%,"Greater New York Area, East Coast, Northeastern US",Active,2014-01-01,year,3,251-500,"Alex Collmer, Craig Coblenz, Jason Donnell",,,106313,USD,106313
Jam.gg,https://www.crunchbase.com/organization/piepacker,"Jam.gg is a free cloud gaming platform to hangout and plays premium retro games with your friends online. Jam.gg combines the video with a series of licensed popular couch games that friends can easily play together. It is simpler than organizing a discordant group but more interactive than just streaming. So far, the platform has seen long sessions and participation. It was selected by TechCrunch in their top 12 favorite startups of the YC20 batch.","Casual Games, Cloud Data Services, Online Games, Video Games",https://jam.gg/en,"Santa Clara, California, United States",Jam.gg (formerly Piepacker) is a free cloud gaming platform to hang out and play multiplayer games with your friends,"16,671","702,450","213,477.33",14.5%,10.45%,296,2.11,12.78%,46.99%,-12.58%,"137,350","-5,420",-3.8%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2020-04-01,day,2,51-100,"Benjamin Devienne, Jules Testard",,,,,
Hazelcast,https://www.crunchbase.com/organization/hazelcast,"Hazelcast is a provider of an open-source in-memory computing platform used for caching, stream processing, and microservices. It aims to address the growing demand for enhanced application performance, data processing speed, and scalability. Hazelcast's in-memory computing platform is comprised of two core products, the Hazelcast IMDG and Jet. Hazelcast IMDG is an in-memory data grid that provides high availability and scalability by distributing data across multiple nodes. Hazelcast Jet is an ultra-fast, application embeddable, stream, and batch processing engine capable of supporting real-time streaming data. The company also offers Hazelcast Cloud, a fully managed, low latency data layer for cloud-based workloads at any scale. Hazelcast’s customers include 50 of the largest financial institutions, seven of the top telecommunications providers, and six of the biggest e-commerce retailers.","Cloud Computing, Cloud Data Services, Data Storage, Enterprise Software, Open Source, Software",http://www.hazelcast.com,"San Mateo, California, United States","Hazelcast is a real-time, intelligent application platform that enables enterprises to capture value otherwise missed.","2,395","558,832","347,746.17",70.61%,-60%,326,2.81,-18.4%,36.95%,-29.4%,"168,043","-67,894",-28.78%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2012-12-20,day,4,101-250,"Enes Akar, Fuad Malikov, Mehmet Dogan, Talip Ozturk",,,1309298,USD,1309298
Kmesh.io,https://www.crunchbase.com/organization/kmesh-io,"Kmesh.io is a multi-cloud data orchestration company that develops a data mobility platform designed to easily distribute data. It provides software that distributes data, across on-prem, clouds, countries, and edges, as a single global namespace. It was founded in 2015 and is based in Santa Clara, California.","Cloud Computing, Cloud Data Services, Cloud Infrastructure, Cloud Management, Private Cloud, Software",http://www.kmesh.io,"Santa Clara, California, United States",Kmesh.io is a multi-cloud data orchestration company that develops a data mobility platform designed to easily distribute data.,"286,247","534,294","448,908.5",-25.46%,-37.06%,321,1.18,1.27%,88.43%,3.96%,"173,556","38,134",28.16%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2015-01-01,year,3,11-50,"Michael Nishimoto, Ramanand Narayanan, Vinay Gaonkar",,,,,
CData Software,https://www.crunchbase.com/organization/cdata-software,"CData Software offers data integration solutions for real-time access to on-line or on-premise applications, databases, and Web APIs. It specializes in providing access to data through established data standards and application platforms such as ODBC, JDBC, ADO.NET, OData, SSIS, BizTalk, and Excel.","Big Data, Cloud Data Services, Data Integration, Data Visualization, Database, Software",https://www.cdata.com/,"Chapel Hill, North Carolina, United States","CData Software offers data integration solutions for real-time access to on-line or on-premise applications, databases, and Web APIs.","5,694","476,119","486,446",16.21%,32.27%,828,3.44,23.47%,70.78%,-0.76%,"183,011","-7,408",-3.89%,"Research Triangle, East Coast, Southern US",Active,2016-01-01,year,1,101-250,Gent Hito,,,617579,USD,617579
Genoox,https://www.crunchbase.com/organization/genoox,"Genoox uses the power of the community to make genomic data actionable, with a mission of creating the largest real world evidence network of genomic and clinical data. Genoox’s cloud-based AI platform connects clinicians, genetic counselors, and healthcare organizations to create a network effect by sharing genetic insights, enabling platform users to make impactful discoveries using the most advanced genomic tools and applications. Genoox is used by over 1,700 health organizations, hospitals and medical facilities in 44 markets across the globe Amir Trabelsi and Moshe Einhorn founded Genoox in 2014, with its headquarters in Palo Alto in California.","Artificial Intelligence, Cloud Data Services, Genetics, Health Care, Health Diagnostics, Machine Learning, Personal Health",http://genoox.com/,"Palo Alto, California, United States",Genoox uses the power of the community to make genomic data actionable with a mission to create the largest RWE genomic and clinical dataset,"22,466","432,156","660,860.67",-60.41%,-77.07%,758,4.2,-83.79%,67.61%,423.3%,"201,491","101,980",102.48%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2014-01-01,year,2,11-50,"Amir Trabelsi, Moshe Einhorn",,,,,
Sigma Computing,https://www.crunchbase.com/organization/sigma-computing,"Sigma Computing is cloud analytics and business intelligence solution that provides live access to cloud data warehouses using an intuitive spreadsheet interface. Inspired by the spreadsheet knowledge workers were raised on, the Sigma Spreadsheet interface helps anyone -from the data team to analysts and domain experts at every level- to analyze data, without code or extracts, and make insight-driven decisions quickly. Sigma is powering an iterative and community-driven approach to A&BI that aligns business goals with analysis and frees data experts to focus on more innovative, fulfilling initiatives.","Analytics, Business Intelligence, Cloud Data Services, Computer, Information Services, Information Technology, Software",http://sigmacomputing.com,"San Francisco, California, United States",Sigma Computing is a business intelligence solution providing live access to cloud data warehouses.,448,"410,991","588,102.67",15.5%,58.72%,"1,465",2.1,17.14%,65.93%,-2.25%,"201,153","-9,221",-4.38%,"San Francisco Bay Area, West Coast, Western US",Active,2014-01-01,year,3,251-500,"Jason Frantz, Mike Speiser, Rob Woollen",,,,,
Rubrik,https://www.crunchbase.com/organization/rubrik,"Rubrik offers live data access for recovery and application development by fusing enterprise data management with web-scale IT and eliminating backup software. This marks the end of a decade-long innovation drought in backup and recovery, the backbone of IT. Within minutes, businesses can manage the explosion of data across private and public clouds.","Cloud Computing, Cloud Data Services, Information Technology, Security, Software",http://rubrik.com/,"Palo Alto, California, United States",Rubrik offers live data access for recovery and application development by fusing enterprise data management with web-scale IT.,"9,751","409,034","665,206.5",-13%,8.08%,963,3.66,4.77%,42.45%,-11.67%,"201,812","29,042",16.81%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2014-01-01,year,4,1001-5000,"Arvind Jain, Arvind Nithrakashyap, Bipul Sinha, Soham Mazumdar",8,,26843035,USD,26843035
Abacus.AI,https://www.crunchbase.com/organization/realityengines,"Abacus.AI is an artificial intelligence research and cloud services company that helps organizations design, train, and operationalize machine and deep learning models. It allows organizations to plug and play deep learning systems into their existing customer experiences and business processes. The company was founded in 2019 and is based in San Francisco, California.","Artificial Intelligence, Cloud Data Services, Information Technology, Machine Learning",https://abacus.ai/,"San Francisco, California, United States","Abacus.AI is a cloud services company that helps organizations design, train, and customize machine and deep learning models.","31,743","381,651","170,640.5",60.35%,6.88%,808,1.84,13.69%,64.58%,-5.85%,"219,949","-74,258",-25.24%,"San Francisco Bay Area, West Coast, Western US",Active,2019-04-01,month,3,11-50,"Arvind Sundararajan, Bindu Reddy, Siddartha Naidu",,,,,
Axiom,https://www.crunchbase.com/organization/axiom-co,"Axiom, Inc. has provided warehouse design, supply chain execution, material storage and handling systems for thousands of single and integrated product and service projects throughout the Midwest and United States.","Analytics, Big Data, Cloud Data Services, Data Storage, Data Visualization, Information Services, Information Technology",https://axiom.co,"San Francisco, California, United States",Axiom is and cloud native data insight platform.,"17,647","379,334","297,806.83",3.62%,227.78%,118,1.64,-10.18%,41.19%,35.99%,"220,855","2,747",1.26%,"San Francisco Bay Area, West Coast, Western US",Active,2016-09-16,day,3,11-50,"Gord Allott, Neil Patel, Seif Lotfy",,,,,
Vlocity,https://www.crunchbase.com/organization/vlocity,"Vlocity provides industry-specific cloud and mobile software that drives digital transformation for companies. It increases sales, service and marketing agility, operational efficiency, digital adoption, and simplicity at a faster time to value across the enterprise. Vlocity serves customers including large companies in communications, media and entertainment, energy and utilities, insurance, health, and government industries. It was founded on 2014 and is headquartered in San Francisco, California.","Cloud Data Services, Enterprise Applications, Enterprise Software, Mobile, SaaS, Software",https://vlocity.com/,"San Francisco, California, United States",Vlocity provides industry-specific cloud and mobile software that drives digital transformation for companies.,"5,057","319,453","207,312.33",43.85%,-19.32%,"1,115",4.46,29.61%,27.32%,-37.11%,"240,011","-51,462",-17.66%,"San Francisco Bay Area, West Coast, Western US",Closed,2014-03-01,month,6,501-1000,"Craig Ramsey, David Schmaier, James Ramsey, Jeff Amann, Mark Armenante, Young Sohn",,,,,
Deepnote,https://www.crunchbase.com/organization/deepnote,"Deepnote is building the best data science notebook for teams. In the notebook, users can connect their data, explore, and analyze it with real-time collaboration and version control. Users can easily share project links with team collaborators, or with end-users to present polished assets. All of this is done through a powerful, browser-based UI that runs in the cloud. We built Deepnote because data scientists don't work alone.","Analytics, Artificial Intelligence, Big Data, Business Intelligence, Cloud Data Services, Data Visualization, Machine Learning, PaaS",https://www.deepnote.com/,"San Francisco, California, United States","Deepnote is a collaborative data science notebook for teams that is shareable, Jupyter-compatible, and runs in the cloud.","4,248","299,659","239,972.17",29.59%,8.29%,862,2.28,16.78%,59.61%,-6.29%,"260,082","-39,916",-13.31%,"San Francisco Bay Area, West Coast, Western US",Active,2019-01-01,year,4,11-50,"Filip Stollár, Jakub Jurovych, Jan Matas, Jirka Lhotka",,,,,
RainFocus,https://www.crunchbase.com/organization/rainfocus,"RainFocus is a next generation event software company completely built in the cloud. The platform captures an unprecedented amount of data and makes it actionable, seamlessly integrating with your marketing software stack to help you drive the highest ROI from each of your events.  Companies like VMware, Rodan & Fields, Cisco, and Oracle use RainFocus to get the most out of their complex, large scale events.","Cloud Data Services, Computer, SaaS, Software",http://www.rainfocus.com,"Lehi, Utah, United States","RainFocus is an event marketing platform that simplifies management, personalizes experiences, and consolidates data for events.","7,356","290,810","261,686.33",-5.85%,90.03%,"1,087",2.69,27.12%,53.84%,-8.62%,"265,613","20,042",8.16%,Western US,Active,2013-06-01,month,1,101-250,Doug Baird,,,1774632,USD,1774632
Kong,https://www.crunchbase.com/organization/konghq,"Kong powers APIs and microservices with an open source API gateway and service connectivity platform. It is cloud, protocol, and language agnostic, their products work seamlessly with both emerging and legacy technologies.","Cloud Computing, Cloud Data Services, Developer APIs, Enterprise Software, Open Source, Software",https://konghq.com,"San Francisco, California, United States",Kong is the cloud connectivity company offering the service connectivity platform designed for modern architectures.,"11,750","289,146","281,785.5",17.38%,-0.78%,384,1.81,-5.9%,70.7%,4.87%,"266,738","-20,592",-7.17%,"San Francisco Bay Area, West Coast, Western US",Active,2017-01-01,year,3,251-500,"Augusto Marietti, Marco Palladino, Michele Zonca",,,,,
Honeycomb,https://www.crunchbase.com/organization/honeycombio,"Honeycomb provides full-stack observability for modern engineering teams to understand, debug, and improve production systems. Honeycomb's customers rely on the product for fast incident response, system optimization, and delivering pain-free releases across the software engineering cycle that translates to happy devs and happy customers. Founded on the experience of debugging problems at the scale of millions of apps serving tens of millions of users, it helps every engineer to the instrument and queries the behavior of their system. The company was founded in 2016 and is based in San Francisco, California.","Cloud Data Services, Data Visualization, Developer Tools, Information Technology, Software Engineering",https://www.honeycomb.io/,"San Francisco, California, United States","Honeycomb is a developer of an observability platform to visualize, analyze, and improve cloud application quality and performance.","17,909","282,279","781,366.67",-25.7%,-77.07%,177,1.61,12.04%,82.69%,5.31%,"261,439","60,582",30.16%,"San Francisco Bay Area, West Coast, Western US",Active,2016-01-01,year,2,101-250,"Charity Majors, Christine Yen",,,,,
EdCast,https://www.crunchbase.com/organization/edcast-inc,"EdCast offers a unified SaaS platform powering end-to-end employee experience journeys, spanning learning, skilling and career mobility. Its award-winning platform is used internationally by organizations ranging from large Global 2000 companies to small businesses and government organizations. With EdCast’s platforms, our customers are able to attract, develop and retain a high-performance and future-ready workforce. EdCast’s offerings include its Talent Experience Platform and MyGuide Digital Adoption Platform. EdCast is a World Economic Forum Technology Pioneer award recipient. EdCast's enterprise customers include Dell, Diageo, Danone, Genpact, Spotify, Standard Chartered Bank, ANZ Bank, CHRISTUS Health and NASSCOM, among many others.","Cloud Data Services, Mobile, SaaS",http://edcast.com,"Mountain View, California, United States","EdCast offers a unified SaaS platform powering end-to-end employee experience journeys, spanning learning, skilling and career mobility.","5,095","267,893","397,835",2.22%,52.24%,746,2.55,8.04%,41.73%,-6.58%,"280,973","5,740",2.09%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2014-01-01,day,1,101-250,Karl Mehta,4,,586730,USD,586730
Astronomer,https://www.crunchbase.com/organization/astronomer,"For data teams looking to increase the availability of trusted data, Astronomer provides Astro, a modern data orchestration platform, powered by Apache Airflow, that enables the entire data team to build, run, and observe data pipelines-as-code. Astronomer is the commercial developer of Airflow, the de facto standard for expressing data flows as code, used by hundreds of thousands of teams across the world.","Analytics, Big Data, Cloud Data Services, Data Integration, Enterprise Software, Information Technology, Machine Learning, Software",https://www.astronomer.io/,"Cincinnati, Ohio, United States",Modern Data Orchestration,"18,365","266,411","158,446.83",20.03%,-8.53%,686,3.12,-22.79%,49.91%,11.16%,"282,111","-26,370",-8.55%,"Great Lakes, Midwestern US",Active,2018-01-01,year,3,251-500,"Greg Neiheisel, Ry Walker, Tim Brunk",,,,,
