Organization Name,Organization Name URL,Full Description,Industries,Website,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth,Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Number of Founders,Number of Employees,Founders,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
ROPARDO SRL,https://www.crunchbase.com/organization/ropardo-srl,"ROPARDO is an independent leading software engineering company providing customers with key competitive advantages - Innovation, Quality, Timely delivery, since 1994. With the latest tools and agile methods, we create beautiful highly performing products and platforms as well as user-friendly mobile, cloud or web applications.  Ropardo custom software development services cover the complete development life cycle to build a solution from the ground, migrate an existent product to a new platform or re-engineer an existing solution using modern technology. We master Cloud, big-data, web & mobile apps, Agile and DevOps to build commercially efficient software that enables users to transform your vision into actions. Our top solutions are mainly based on technologies such as:  • Java and J2EE  • Microsoft (C++, C#, ASP.NET, MVC)  • PHP • JavaScript frameworks (i.e. AngularJS, KendoUI)  • Mobile (iOS, Android, Windows Phone, Hybrid)  • Liferay  Ropardo uses agile methods to increase speed-to-market and deliver more frequent releases. Well-grounded in the Agile state of mind, our engineers are flexible in responding to any challenge. Yet, we have been here and successful before the Agile era, so trust us for classic approaches. Today’s world is changing fast so innovation is part of our culture and the key competitive advantage we provide our customers with in terms of skilled people, current technology trends, strong procedures, and R&D passion.  With a deep understanding of industry’s needs, our team of consultants, developers and QA have accommodated specific requirements in, but not limited to Manufacturing, Healthcare, Tourism, e-Commerce, Public Administration, Automotive, Logistic, Financial Services and Banking. Future-proof software engineering is ensured by the natural intertwine of intuitive thorough UI/UX and robust, scalable technology platforms for today’s users to stay connected to their environment.","Business Information Systems, Cloud Computing, Cloud Data Services, Enterprise Applications, Enterprise Software, Human Computer Interaction, Industrial Automation, Management Information Systems, Software, Software Engineering",http://ropardo.ro/,"Sibiu, Sibiu, Romania",Software engineering company,"362,553","6,624","9,792.5",320.04%,532%,158,1.49,-27.62%,51.16%,8.44%,"2,892,773","-2,881,820",-49.91%,European Union (EU),Active,1994-01-01,year,,51-100,,8,,,,
Wiersholm,https://www.crunchbase.com/organization/wiersholm,,"Advice, Business Intelligence, Cloud Data Services, Law Enforcement, Legal",http://www.wiersholm.no,"Oslo, Oslo, Norway",Wiersholm is a law firm that provides legal services in business law including dispute resolution and cloud digital services to clients.,"767,006","6,434","6,139.17",158.19%,-26.47%,25,1.4,6.66%,60.04%,-12.71%,"2,757,025","-1,674,441",-37.79%,"Nordic Countries, Scandinavia",Active,1875-01-01,year,,251-500,,,,4344402,USD,4344402
Cyllene,https://www.crunchbase.com/organization/cyllene,,"Advertising, Cloud Data Services, Information Technology, Software",https://www.groupe-cyllene.com,"Paris, Ile-de-France, France","Cyllene is an IT company that provides solutions for cloud, security, infrastructure, digital, data, management and web marketing.","271,722","5,899","5,216.67",363.76%,-50.67%,552,4.74,-48.76%,43.48%,-33.92%,"2,960,914","-3,245,105",-52.29%,European Union (EU),Active,1986-01-01,year,,251-500,,,,,,
Bisnode Magyarország,https://www.crunchbase.com/organization/bisnode-magyarország,,"Advertising, Cloud Data Services, Risk Management",https://www.bisnode.hu,"Budapest, Budapest, Hungary","Bisnode offers a range of online marketing, risk management, and business information solutions that enable clients to make smart decisions.","1,198,043","5,526","5,724.83",573.9%,-58.31%,321,1.19,-36.13%,86.7%,51.73%,"3,304,216","-3,980,144",-54.64%,European Union (EU),Active,1989-01-01,day,,1001-5000,,2,58,,,
ARC Systems,https://www.crunchbase.com/organization/arc-systems-ff8d,,"Cloud Data Services, Cyber Security, Information Technology",https://www.arcsystems.co.uk,"Basildon, Essex, United Kingdom","ARC Systems is a Managed Services Providing firm delivering IT Support, cybersecurity, Managed Backup and Cloud Services.","440,168","5,342",,95.39%,,0,1,-24.97%,100%,49.88%,"3,301,947","-954,305",-22.42%,,Active,1992-01-01,year,1,11-50,James Clayden,,,3389722,USD,3389722
URANO,https://www.crunchbase.com/organization/urano,,"Cloud Data Services, Consulting, IT Infrastructure",http://www.urano.de,"Bad Kreuznach, Rheinland-Pfalz, Germany","URANO is a reliable IT solution partner that provides IT infrastructure, cloud services, collaboration, project management, and consulting.","452,529","5,097","9,606",30.06%,284.21%,73,1.41,-20.99%,59%,23.72%,"3,410,595","-369,657",-9.78%,European Union (EU),Active,1990-01-01,day,,251-500,,,,,,
Auditdata,https://www.crunchbase.com/organization/auditdata,,"Audio, Cloud Data Services, Enterprise Software",http://www.auditdata.com,"Taastrup, Hovedstaden, Denmark",Audiology provides clients with practice management & measurement solutions.,"340,066","5,050","20,720",209.63%,"4,093.55%","1,300",5,159.05%,40%,472.25%,"3,391,639","-1,668,034",-32.97%,"European Union (EU), Nordic Countries, Scandinavia",Active,1992-01-01,day,,101-250,,,,,,
Delmation Products,https://www.crunchbase.com/organization/delmation-products,,"Cloud Data Services, Industrial Automation, Software",https://delmation.nl/,"Zoetermeer, Zuid-Holland, The Netherlands","Delmation Products provide customized services to industries in data communication, IoT sensors, gateways to routers, and converters.","1,346,060","4,705","5,656.33",-77.48%,122.58%,207,1.45,-16.28%,55.38%,35.37%,"3,530,986","2,073,451",142.26%,European Union (EU),Active,1989-01-01,year,,11-50,,,,,,
Quill Pinpoint,https://www.crunchbase.com/organization/quill-pinpoint,,"Cloud Data Services, Computer, Software",https://www.quill.co.uk/,"Manchester, Manchester, United Kingdom","Quill Pinpoint is a provides cloud based case and practice management software,document management system and outsourced cashiering service.","326,365","4,422","5,197.17",-16.5%,21.88%,78,1.38,-2.05%,80.83%,6.31%,"3,618,041","303,576",9.16%,,Active,1978-01-01,day,,51-100,,,,,,
CashControl,https://www.crunchbase.com/organization/cashcontrol-2216,,"Cloud Data Services, Information Technology, Point of Sale, SaaS, Software",https://www.cashcontrol.com,"Bad Honnef Am Rhein, Nordrhein-Westfalen, Germany",CashControl is a SaaS provider that offers cashless billing and cash register software for restaurants and catering industries.,"1,434,055","4,180",,"1,051.52%",350%,72,2.5,25%,0%,-49.05%,"3,704,166","-5,146,465",-58.15%,European Union (EU),Active,1991-01-01,year,,1-10,,,,,,
Datasource,https://www.crunchbase.com/organization/datasource-f756,,"Cloud Data Services, Consulting, IT Management, Recruiting",https://www.datasourcerecruitment.co.uk/,"Cheltenham, Gloucestershire, United Kingdom","Datasource is a recruitment agency that specializes in IT, engineering, management, and technical consultancy services.","1,308,645","4,159",,,,151,1.52,,58.49%,,"3,684,979",,,,Active,1981-01-01,year,,11-50,,,,,,
AGS IT Partner,https://www.crunchbase.com/organization/agsitpartner,,"Cloud Data Services, Consulting, Digital Marketing",https://www.ags.no/,"Horten, Vestfold, Norway","AGS IT Partner is an IT consulting services firm that offers solutions in the cloud, ERP, digital marketing and security.","462,538","3,671","4,989.83",-46.42%,"27,500%",276,2.41,121.04%,59.93%,-34.08%,"3,867,919","1,302,706",50.78%,"Nordic Countries, Scandinavia",Active,1983-01-01,day,,11-50,,,,,,
Microminder,https://www.crunchbase.com/organization/microminder,,"Cloud Data Services, Consulting, Dental, Health Care, Information Technology, Technical Support",https://www.microminder.com/,"Perivale, Ealing, United Kingdom",Microminder is an IT support company that offers consultancy and communication services to the dental healthcare sector.,"1,197,476","3,582","2,033.5",283.92%,,80,1.5,50%,75%,-25%,"3,898,889","-2,706,580",-40.97%,,Active,1984-01-01,year,,101-250,,,,3415604,USD,3415604
Vector,https://www.crunchbase.com/organization/vector-a6ec,,"Cloud Data Services, Information Technology, Software",https://www.vector.hu,"Kecskemét, Bacs-Kiskun, Hungary",VECTOR specializes in providing vectorial development and distribution management system.,"794,679","3,399",,-7.18%,"1,546.36%","1,811",5.22,176.83%,33.33%,134.72%,"3,992,022","262,893",7.05%,European Union (EU),Active,1991-06-01,day,,11-50,,,,4475457,USD,4475457
IPS,https://www.crunchbase.com/organization/ips-6065,,"Cloud Data Services, Information Technology, Internet of Things, Software",https://www.ips-ag.com/,"Czechowice-dziedzice, Slaskie, Poland",IPS provides a wide range of highly tailored solutions to help customers around the world automate and digitalize their operations.,"1,324,125","2,761",,-60.88%,180%,14,1.95,30.27%,4.6%,-90.8%,"4,481,603","1,829,463",68.98%,European Union (EU),Active,1992-01-01,year,,51-100,,,,,,
Megabyte Computers,https://www.crunchbase.com/organization/megabyte-computers,,"Cloud Data Services, IT Infrastructure, Web Development",http://www.megabyte.be,"Auderghem, Brussels Hoofdstedelijk Gewest, Belgium","Megabyte offers quality IT services such as IT infrastructure, IT audit, network management, IT outsourcing, & cloud solutions, etc.","1,649,029","2,404","2,551.83",57.12%,324.72%,0,1,0%,100%,0%,"4,664,759","-879,783",-15.87%,European Union (EU),Active,1986-04-17,day,,11-50,,,,,,
Kefron,https://www.crunchbase.com/organization/kefron,"From their humble beginnings in Dublin, Kefron has grown from a small document storage company in 1989 to a document and information management business, operating across seven locations in the UK and Ireland. Digital and physical document management, this is what they do. Managing their customer’s information, keeping it safe and secure, has always been core to Kefron. They have continuously evolved their service offering through the latest document management technology, whilst still focusing on their physical document storage services. They are a solutions provider. They strive to forge strong relationships with their customers based on a deep knowledge of their business and the challenges they face. To achieve this we leverage Kefron group expertise, knowledge and services.","Cloud Data Services, Information Technology",https://www.kefron.com/,"Woodley, Wokingham, United Kingdom","Kefron is a Smart, Secure and Scalable Document Management Solutions","171,850","2,364","1,773.83",108.65%,"27,925%","1,121",1.83,-0.23%,79.23%,380.18%,"4,708,570","-1,618,317",-25.58%,,Active,1989-01-01,year,,101-250,,,,,,
Asset Control,https://www.crunchbase.com/organization/asset-control,"Asset Control is the market leader in data quality software solutions for financial data. Focused on business user enablement, we help clients simplify complexity and ensure users across buy and sell side make the most of their data assets by providing easy data integration, data cleansing, distribution and data discovery solutions. We service a blue-chip client base globally and our award-winning solutions provide rigorous processes to secure high-quality data, easy integration into business user workflows and a trusted environment for advanced analytics. Delivered through managed services, cloud or on-premise deployment, our highly scalable products help the world’s most successful financial institutions meet their risk management, valuation, security master and operational needs with mission critical reliability.","Analytics, Big Data, Cloud Data Services, Consulting, Data Integration, Document Management, Financial Services, Information Technology, Risk Management, Software",https://www.alveotech.com,"London, England, United Kingdom","Asset Control provides financial data management solutions to banks, insurers, investment managers and market infrastructure firms","155,150","2,219",,51.36%,-97.57%,62,2.04,-77.33%,65.32%,"3,348.28%","4,810,580","-904,960",-15.83%,,Active,1991-01-11,day,1,101-250,Tim Knigge,,,,,
Olidata,https://www.crunchbase.com/organization/olidata,,"Cloud Data Services, Cyber Security, Internet of Things",https://www.olidata.com,"Cesena, Emilia-Romagna, Italy","Olidata offers IoT, cloud services, IT consulting, SAP ERP, cyber security and a range of similar services.","1,101,118","2,145","2,252.17",-38.78%,-98.93%,2,1.24,-73.53%,76.46%,129.4%,"4,854,171","1,043,261",27.38%,European Union (EU),Active,1982-01-01,year,,11-50,,,,24048467,USD,24048467
swcomms,https://www.crunchbase.com/organization/swcomms,"swcomms provides cloud telephone systems, data networks, cloud solutions, data centers, internet connectivity, and security solutions. Their focussed approach has not only seen our turnover increase year on year but has also led to a high level of repeat business and customer recommendations from companies impressed by our ability to provide high-quality solutions, delivered on time and within budget while always remaining at the forefront of technological innovation.","Cloud Data Services, Cloud Security, Network Security, Telecommunications",https://www.swcomms.co.uk/,"Exeter, Devon, United Kingdom","swcomms provides cloud telephone systems, data networks, cloud solutions, data centre, internet connectivity and security solutions.","456,966","2,018","1,661.5",78.27%,150%,59,1.93,92.91%,69.03%,-30.97%,"5,060,598","-1,641,056",-24.49%,,Active,1983-01-01,year,,51-100,,,,4828879,USD,4828879
